ダウンロードした時刻：2019/10/10 15:41:58

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,12.7,17.8,7.5
1998/12/2,6.6,10.2,3.2
1998/12/3,5.5,7.9,3.2
1998/12/4,5.1,9.0,1.5
1998/12/5,6.7,11.5,1.1
1998/12/6,8.7,11.7,5.4
1998/12/7,8.1,10.9,6.0
1998/12/8,11.6,13.3,9.0
1998/12/9,7.8,11.2,3.7
1998/12/10,5.0,10.2,0.6
1998/12/11,5.6,11.7,0.3
1998/12/12,5.5,10.6,1.1
1998/12/13,6.3,12.8,-0.5
1998/12/14,7.9,15.3,1.1
1998/12/15,9.8,15.3,5.8
1998/12/16,9.3,15.0,4.9
1998/12/17,9.4,14.7,4.6
1998/12/18,6.1,11.2,1.4
1998/12/19,7.9,13.9,0.3
1998/12/20,7.4,10.5,4.3
1998/12/21,6.2,9.6,3.9
1998/12/22,6.9,13.4,0.8
1998/12/23,8.4,11.7,3.4
1998/12/24,6.4,9.4,3.5
1998/12/25,5.5,10.6,0.4
1998/12/26,6.5,11.3,1.4
1998/12/27,5.7,11.5,0.7
1998/12/28,5.4,12.9,-0.6
1998/12/29,7.0,13.2,0.8
1998/12/30,6.5,12.2,1.7
1998/12/31,3.5,7.7,0.8
1999/1/1,2.5,6.7,-1.1
1999/1/2,3.4,8.7,-2.7
1999/1/3,3.8,7.8,0.8
1999/1/4,2.2,7.7,-1.8
1999/1/5,3.5,9.1,-3.2
1999/1/6,5.9,12.5,-1.3
1999/1/7,5.1,12.2,0.6
1999/1/8,0.0,4.2,-2.4
1999/1/9,-0.2,3.6,-3.6
1999/1/10,1.3,6.1,-3.0
1999/1/11,2.2,5.3,-1.6
1999/1/12,3.0,8.4,-2.4
1999/1/13,3.3,8.8,-2.2
1999/1/14,3.2,8.2,-1.1
1999/1/15,3.1,7.7,-0.9
1999/1/16,5.2,10.6,-0.5
1999/1/17,2.8,6.9,-1.1
1999/1/18,3.4,10.8,-3.0
1999/1/19,5.3,10.5,-1.2
1999/1/20,8.6,15.3,3.5
1999/1/21,3.0,6.0,1.1
1999/1/22,4.1,9.1,0.0
1999/1/23,6.6,13.8,-0.6
1999/1/24,4.9,7.2,3.2
1999/1/25,7.3,10.1,4.8
1999/1/26,8.1,13.9,3.4
1999/1/27,6.3,10.6,2.7
1999/1/28,6.9,14.7,0.5
1999/1/29,1.5,5.5,-1.4
1999/1/30,0.6,4.9,-2.1
1999/1/31,4.3,9.8,-1.1
1999/2/1,6.2,11.8,-0.4
1999/2/2,3.1,6.7,-1.7
1999/2/3,-0.1,4.8,-3.1
1999/2/4,0.6,6.2,-4.0
1999/2/5,2.3,8.1,-3.8
1999/2/6,2.7,6.9,-0.3
1999/2/7,4.9,11.7,-3.7
1999/2/8,6.5,13.1,1.4
1999/2/9,4.0,8.0,-1.1
1999/2/10,4.9,9.2,1.5
1999/2/11,2.2,4.3,0.9
1999/2/12,4.0,8.7,0.4
1999/2/13,0.1,4.0,-2.8
1999/2/14,0.5,5.6,-3.4
1999/2/15,3.4,8.0,-1.8
1999/2/16,5.5,12.7,-1.3
1999/2/17,6.7,13.5,-0.7
1999/2/18,8.0,15.3,1.4
1999/2/19,3.1,7.2,-0.2
1999/2/20,2.5,8.5,-3.3
1999/2/21,2.5,7.1,-0.4
1999/2/22,3.1,9.6,-3.6
1999/2/23,5.1,10.8,-0.7
1999/2/24,4.2,7.6,0.7
1999/2/25,7.5,12.4,2.8
1999/2/26,6.8,9.9,1.4
1999/2/27,8.0,15.8,0.2
1999/2/28,3.4,8.6,-1.1
1999/3/1,7.0,12.1,0.0
1999/3/2,9.2,15.7,3.7
1999/3/3,6.6,8.6,3.9
1999/3/4,9.5,17.6,1.9
1999/3/5,10.5,15.6,3.3
1999/3/6,8.3,12.3,4.6
1999/3/7,3.5,5.3,2.6
1999/3/8,6.6,11.5,3.6
1999/3/9,3.9,5.4,2.2
1999/3/10,4.5,7.7,2.2
1999/3/11,4.0,6.6,0.8
1999/3/12,3.4,7.5,0.3
1999/3/13,4.5,9.8,-2.8
1999/3/14,10.8,16.5,2.5
1999/3/15,11.5,14.6,9.1
1999/3/16,8.6,12.4,5.9
1999/3/17,10.9,14.6,3.6
1999/3/18,14.7,17.4,12.6
1999/3/19,12.9,16.1,6.3
1999/3/20,4.2,6.3,2.0
1999/3/21,3.6,6.5,0.8
1999/3/22,5.0,8.7,1.4
1999/3/23,4.8,10.0,1.1
1999/3/24,9.2,14.5,1.5
1999/3/25,9.7,14.8,7.3
1999/3/26,11.9,15.6,5.8
1999/3/27,8.7,12.4,5.4
1999/3/28,6.5,10.5,3.3
1999/3/29,3.9,7.8,1.2
1999/3/30,5.1,8.5,0.9
1999/3/31,6.4,9.2,4.1
