ダウンロードした時刻：2019/10/10 16:03:36

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,8.4,10.6,5.9
1997/12/2,4.9,8.4,0.3
1997/12/3,3.1,6.1,0.7
1997/12/4,5.8,11.7,2.0
1997/12/5,6.3,14.2,0.6
1997/12/6,8.0,15.4,1.6
1997/12/7,15.1,19.5,12.8
1997/12/8,12.3,17.1,7.8
1997/12/9,7.1,8.4,5.7
1997/12/10,2.7,6.7,-0.1
1997/12/11,2.9,6.2,0.2
1997/12/12,5.2,7.2,3.0
1997/12/13,6.1,8.7,4.0
1997/12/14,7.4,10.0,4.4
1997/12/15,9.8,13.4,4.9
1997/12/16,6.8,12.6,2.5
1997/12/17,8.0,11.1,5.3
1997/12/18,10.3,15.0,7.7
1997/12/19,10.9,17.1,5.7
1997/12/20,11.1,15.1,7.3
1997/12/21,8.7,11.8,6.1
1997/12/22,7.2,8.1,6.1
1997/12/23,6.8,8.7,5.4
1997/12/24,7.7,10.3,5.3
1997/12/25,8.8,13.1,5.8
1997/12/26,7.5,14.1,2.7
1997/12/27,7.9,15.6,2.8
1997/12/28,7.0,12.0,3.1
1997/12/29,6.4,12.4,1.0
1997/12/30,7.2,9.8,5.1
1997/12/31,6.6,10.5,2.7
1998/1/1,5.9,9.1,2.8
1998/1/2,6.5,12.8,2.5
1998/1/3,7.3,14.7,1.0
1998/1/4,7.3,10.6,4.9
1998/1/5,4.7,7.7,3.2
1998/1/6,5.5,7.3,3.8
1998/1/7,7.5,11.2,5.4
1998/1/8,5.2,7.2,3.6
1998/1/9,5.9,9.8,0.6
1998/1/10,4.5,10.3,-0.2
1998/1/11,6.5,8.1,4.8
1998/1/12,5.6,8.0,4.3
1998/1/13,5.2,9.2,0.9
1998/1/14,6.2,9.5,3.3
1998/1/15,6.0,6.9,5.3
1998/1/16,6.7,10.0,4.7
1998/1/17,6.0,10.5,1.0
1998/1/18,7.7,10.6,4.6
1998/1/19,0.6,4.6,-2.2
1998/1/20,1.8,4.1,-0.7
1998/1/21,4.4,6.8,3.0
1998/1/22,4.2,6.4,1.3
1998/1/23,3.3,5.3,1.0
1998/1/24,-0.6,3.2,-3.3
1998/1/25,0.8,3.9,-1.4
1998/1/26,3.1,5.9,1.2
1998/1/27,3.5,7.6,0.4
1998/1/28,2.4,6.6,0.3
1998/1/29,2.5,7.6,-0.9
1998/1/30,4.2,8.4,-1.1
1998/1/31,6.6,9.2,2.0
1998/2/1,2.4,6.6,-1.2
1998/2/2,3.7,11.6,-2.8
1998/2/3,5.5,10.5,0.0
1998/2/4,2.7,7.1,0.1
1998/2/5,3.3,7.4,-0.5
1998/2/6,5.1,10.8,0.4
1998/2/7,5.0,12.7,0.0
1998/2/8,3.2,5.5,0.2
1998/2/9,4.2,7.5,1.6
1998/2/10,2.5,5.4,0.5
1998/2/11,4.4,12.8,-1.8
1998/2/12,13.2,17.9,5.1
1998/2/13,11.7,17.5,8.2
1998/2/14,7.9,11.7,5.3
1998/2/15,4.5,7.7,0.1
1998/2/16,4.1,10.3,-1.7
1998/2/17,5.2,7.8,3.1
1998/2/18,5.5,8.6,2.2
1998/2/19,9.7,17.8,-0.9
1998/2/20,12.4,15.7,10.5
1998/2/21,7.9,10.7,6.4
1998/2/22,6.7,9.3,4.2
1998/2/23,5.9,8.4,2.1
1998/2/24,8.6,9.8,7.2
1998/2/25,7.7,9.0,6.2
1998/2/26,7.5,12.9,3.4
1998/2/27,8.6,15.1,2.5
1998/2/28,7.5,11.1,5.5
1998/3/1,6.9,8.8,1.9
1998/3/2,6.0,13.3,-0.4
1998/3/3,7.7,15.6,1.1
1998/3/4,8.8,15.6,3.0
1998/3/5,8.4,10.0,4.7
1998/3/6,8.2,13.9,1.2
1998/3/7,7.2,11.5,3.9
1998/3/8,5.5,11.9,-0.9
1998/3/9,8.6,15.9,2.5
1998/3/10,7.0,8.4,6.2
1998/3/11,10.1,14.8,5.7
1998/3/12,9.3,10.7,6.7
1998/3/13,7.9,14.0,3.6
1998/3/14,10.5,15.3,4.7
1998/3/15,4.3,6.9,0.8
1998/3/16,5.7,12.7,-0.5
1998/3/17,6.8,13.1,1.1
1998/3/18,6.7,12.5,0.7
1998/3/19,12.3,18.2,2.9
1998/3/20,9.7,17.1,6.0
1998/3/21,7.4,11.8,4.6
1998/3/22,5.7,9.5,1.9
1998/3/23,6.2,12.5,0.1
1998/3/24,8.5,14.7,4.2
1998/3/25,9.7,16.1,5.5
1998/3/26,9.8,16.4,3.3
1998/3/27,11.1,13.6,9.0
1998/3/28,12.3,18.8,6.9
1998/3/29,13.1,21.1,6.6
1998/3/30,13.6,20.7,7.6
1998/3/31,11.0,15.6,8.8
