É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:43

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2012/12/1,-3.2,-0.3,-5.4
2012/12/2,-2.0,0.1,-4.9
2012/12/3,1.0,3.9,-3.9
2012/12/4,5.2,7.1,3.1
2012/12/5,0.4,3.2,-0.8
2012/12/6,-0.3,5.6,-3.1
2012/12/7,-4.3,-2.6,-5.3
2012/12/8,-3.1,-0.8,-5.6
2012/12/9,-2.1,-0.2,-5.8
2012/12/10,1.5,3.7,-3.1
2012/12/11,-1.0,0.6,-3.3
2012/12/12,-1.4,1.4,-3.3
2012/12/13,-2.6,1.3,-7.6
2012/12/14,-0.4,1.7,-4.5
2012/12/15,-0.6,1.3,-4.5
2012/12/16,0.8,3.6,-1.1
2012/12/17,0.3,2.5,-1.9
2012/12/18,-1.6,1.2,-3.7
2012/12/19,-4.7,-2.9,-6.8
2012/12/20,-4.3,-1.8,-8.2
2012/12/21,-1.5,0.2,-3.6
2012/12/22,-1.1,0.7,-3.2
2012/12/23,-5.1,-2.2,-7.3
2012/12/24,-7.9,-5.9,-11.3
2012/12/25,-7.3,-2.3,-13.5
2012/12/26,-8.3,-6.1,-10.5
2012/12/27,-8.4,-5.5,-10.5
2012/12/28,-5.0,-2.1,-9.2
2012/12/29,-4.5,-2.6,-6.1
2012/12/30,2.0,6.8,-4.1
2012/12/31,-3.0,1.8,-6.9
2013/1/1,-5.6,-4.0,-7.4
2013/1/2,-4.3,-1.9,-6.7
2013/1/3,-6.4,-3.6,-9.2
2013/1/4,-7.6,-5.3,-9.1
2013/1/5,-4.2,-0.4,-10.5
2013/1/6,-5.9,-1.3,-8.6
2013/1/7,-7.1,-5.3,-10.6
2013/1/8,-7.3,-3.7,-10.6
2013/1/9,-8.2,-4.0,-12.2
2013/1/10,-6.6,-3.6,-9.5
2013/1/11,-6.5,-4.7,-9.2
2013/1/12,-4.5,-2.4,-6.6
2013/1/13,-3.9,-1.3,-8.2
2013/1/14,-5.3,-3.3,-8.2
2013/1/15,-7.1,-5.0,-9.3
2013/1/16,-6.6,-2.9,-10.3
2013/1/17,-8.3,-6.4,-11.1
2013/1/18,-8.0,-4.8,-11.5
2013/1/19,-2.4,-0.3,-5.9
2013/1/20,-1.1,0.3,-2.1
2013/1/21,-1.1,0.0,-2.8
2013/1/22,-2.7,-0.5,-4.7
2013/1/23,-3.9,-0.2,-6.9
2013/1/24,-2.6,1.9,-8.6
2013/1/25,-1.0,2.7,-7.3
2013/1/26,-4.9,-2.2,-8.6
2013/1/27,-2.3,-0.3,-4.1
2013/1/28,-4.3,-0.9,-8.0
2013/1/29,-4.5,-1.0,-10.1
2013/1/30,-1.0,0.5,-3.9
2013/1/31,-0.8,2.0,-4.7
2013/2/1,1.7,4.7,-4.7
2013/2/2,1.2,7.6,-5.6
2013/2/3,-5.8,-3.9,-7.5
2013/2/4,-3.1,-1.3,-5.1
2013/2/5,-4.9,-3.0,-7.1
2013/2/6,-4.1,-1.5,-7.5
2013/2/7,-3.5,0.5,-8.8
2013/2/8,-2.5,0.0,-4.1
2013/2/9,-4.7,-1.9,-8.3
2013/2/10,-5.8,-1.5,-11.0
2013/2/11,-6.1,-2.8,-10.1
2013/2/12,-6.0,-1.8,-11.0
2013/2/13,-3.8,-0.4,-7.5
2013/2/14,-2.4,0.4,-5.6
2013/2/15,-3.3,0.2,-7.4
2013/2/16,-5.7,-4.0,-7.9
2013/2/17,-5.9,-2.0,-9.5
2013/2/18,-5.3,-3.4,-10.1
2013/2/19,-4.0,-1.2,-6.9
2013/2/20,-6.4,-4.1,-8.7
2013/2/21,-5.4,-2.5,-8.8
2013/2/22,-5.0,-2.0,-8.7
2013/2/23,-5.3,-2.4,-9.3
2013/2/24,-6.9,-4.6,-10.0
2013/2/25,-5.8,-3.3,-11.3
2013/2/26,-3.4,0.2,-9.5
2013/2/27,-0.3,2.7,-4.3
2013/2/28,0.8,5.3,-1.7
2013/3/1,0.6,3.5,-1.3
2013/3/2,-0.8,3.6,-3.1
2013/3/3,-2.6,-0.8,-4.2
2013/3/4,-2.7,-0.1,-7.8
2013/3/5,-0.6,2.6,-4.8
2013/3/6,0.3,2.4,-3.6
2013/3/7,0.6,3.6,-4.2
2013/3/8,1.4,6.2,-2.4
2013/3/9,-5.4,-2.1,-7.2
2013/3/10,-4.0,1.6,-6.4
2013/3/11,-3.7,0.0,-7.4
2013/3/12,2.7,6.5,-5.7
2013/3/13,2.0,6.0,-1.8
2013/3/14,-3.2,-1.2,-4.8
2013/3/15,1.5,5.7,-4.2
2013/3/16,-0.8,4.1,-5.1
2013/3/17,0.8,5.2,-5.8
2013/3/18,4.8,6.4,2.4
2013/3/19,3.4,9.0,-0.9
2013/3/20,-0.4,2.5,-3.9
2013/3/21,-4.0,-2.4,-5.2
2013/3/22,-0.1,3.4,-4.2
2013/3/23,-1.7,0.9,-3.8
2013/3/24,0.1,3.9,-3.4
2013/3/25,-0.1,3.1,-4.6
2013/3/26,0.4,3.5,-2.5
2013/3/27,2.8,6.0,-0.4
2013/3/28,4.6,8.5,2.1
2013/3/29,2.4,5.2,-1.1
2013/3/30,1.0,4.3,-2.8
2013/3/31,1.3,4.1,-1.9
