ダウンロードした時刻：2017/07/24 15:39:45

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/1/1,6.5,8.8,3.6
2014/1/2,5.2,9.9,2.6
2014/1/3,5.2,10.5,0.3
2014/1/4,3.7,5.8,-0.1
2014/1/5,1.8,6.3,-1.2
2014/1/6,1.9,7.4,-1.8
2014/1/7,3.5,10.8,-2.3
2014/1/8,5.4,7.1,3.4
2014/1/9,2.8,6.7,-0.9
2014/1/10,-0.3,1.2,-2.0
2014/1/11,0.9,2.2,-0.1
2014/1/12,2.2,5.4,1.0
2014/1/13,0.6,2.4,-1.0
2014/1/14,0.3,5.3,-3.0
2014/1/15,0.6,7.3,-4.0
2014/1/16,1.6,5.4,-1.0
2014/1/17,3.0,6.1,1.1
2014/1/18,1.4,5.7,-0.9
2014/1/19,0.6,2.4,-0.9
2014/1/20,2.2,5.4,-1.3
2014/1/21,2.3,5.0,0.1
2014/1/22,0.8,2.5,-0.2
2014/1/23,1.4,6.9,-1.6
2014/1/24,3.5,11.6,-2.5
2014/1/25,8.1,14.7,2.2
2014/1/26,4.4,9.5,-0.1
2014/1/27,2.1,6.5,-1.0
2014/1/28,4.5,10.8,-1.4
2014/1/29,3.9,10.4,-0.1
2014/1/30,6.6,13.1,1.5
2014/1/31,6.9,13.1,1.4
2014/2/1,7.4,15.4,-0.5
2014/2/2,10.0,13.3,7.4
2014/2/3,8.9,15.3,4.8
2014/2/4,0.7,5.0,-2.5
2014/2/5,-1.4,0.5,-2.5
2014/2/6,-0.7,2.0,-3.2
2014/2/7,1.1,4.3,-2.9
2014/2/8,0.7,2.0,-0.5
2014/2/9,3.0,5.4,1.1
2014/2/10,1.6,4.4,0.2
2014/2/11,1.3,4.4,-1.1
2014/2/12,2.9,8.1,-1.4
2014/2/13,2.8,6.0,0.9
2014/2/14,1.2,2.0,0.2
2014/2/15,3.3,5.7,0.4
2014/2/16,4.8,8.3,0.9
2014/2/17,2.4,6.5,-0.7
2014/2/18,1.5,3.5,0.5
2014/2/19,2.1,6.0,0.2
2014/2/20,2.4,7.8,-1.3
2014/2/21,1.9,6.0,-1.1
2014/2/22,2.4,6.8,-0.8
2014/2/23,2.9,9.1,-0.6
2014/2/24,3.0,9.2,-2.6
2014/2/25,5.7,11.8,1.7
2014/2/26,6.6,13.5,0.0
2014/2/27,11.4,16.3,7.6
2014/2/28,10.2,14.2,7.0
2014/3/1,7.2,10.9,5.8
2014/3/2,7.0,10.9,4.5
2014/3/3,4.8,8.6,0.0
2014/3/4,6.4,14.4,-2.1
2014/3/5,7.0,10.7,2.3
2014/3/6,2.0,6.1,-0.6
2014/3/7,1.0,3.9,-1.7
2014/3/8,1.7,5.5,-0.3
2014/3/9,2.8,8.6,-0.7
2014/3/10,0.5,3.0,-1.3
2014/3/11,2.4,7.3,-2.9
2014/3/12,7.8,15.0,0.5
2014/3/13,7.4,9.4,4.1
2014/3/14,3.7,6.8,0.8
2014/3/15,4.4,9.8,0.0
2014/3/16,7.2,12.9,2.4
2014/3/17,9.9,17.8,1.7
2014/3/18,10.6,13.2,6.8
2014/3/19,7.3,11.7,2.4
2014/3/20,6.5,8.5,5.3
2014/3/21,4.6,7.7,1.9
2014/3/22,4.9,10.5,1.5
2014/3/23,7.7,15.5,0.0
2014/3/24,11.1,19.6,2.9
2014/3/25,13.5,18.1,9.2
2014/3/26,13.2,14.7,11.3
2014/3/27,11.8,14.5,9.3
2014/3/28,14.2,21.9,6.8
2014/3/29,16.4,22.8,8.9
2014/3/30,12.8,16.3,9.5
2014/3/31,10.1,13.8,6.5
2014/4/1,9.1,15.7,3.3
2014/4/2,14.1,21.9,5.5
2014/4/3,15.5,22.7,8.8
2014/4/4,9.2,15.2,5.2
2014/4/5,6.6,11.5,3.0
2014/4/6,4.8,7.9,3.0
2014/4/7,9.1,16.0,2.4
2014/4/8,11.1,18.4,4.9
2014/4/9,12.4,20.4,5.7
2014/4/10,9.7,17.8,4.8
2014/4/11,8.0,14.8,2.1
2014/4/12,9.1,16.9,1.8
2014/4/13,10.4,17.8,4.5
2014/4/14,9.7,16.1,4.0
2014/4/15,12.9,21.2,3.9
2014/4/16,14.4,23.0,8.0
2014/4/17,16.1,22.9,10.9
2014/4/18,14.0,18.8,10.0
2014/4/19,10.7,14.7,6.5
2014/4/20,11.0,16.7,4.7
2014/4/21,13.3,15.5,11.4
2014/4/22,12.9,17.7,8.8
2014/4/23,12.0,19.1,6.3
2014/4/24,13.1,19.7,7.0
2014/4/25,15.2,23.8,8.4
2014/4/26,17.1,25.4,8.9
2014/4/27,18.8,25.8,11.6
2014/4/28,17.0,22.5,13.8
2014/4/29,16.5,20.1,14.1
2014/4/30,17.6,22.8,14.1
2014/5/1,16.3,18.8,14.8
