É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:34

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2017/12/1,7.9,10.8,5.5
2017/12/2,6.3,11.5,2.2
2017/12/3,6.6,13.2,1.4
2017/12/4,7.2,11.7,0.7
2017/12/5,8.6,15.8,2.1
2017/12/6,5.9,11.9,0.1
2017/12/7,5.3,11.7,-0.5
2017/12/8,5.0,10.5,0.3
2017/12/9,5.1,10.5,0.7
2017/12/10,4.8,11.5,-0.8
2017/12/11,7.7,17.1,-0.5
2017/12/12,6.2,10.5,1.7
2017/12/13,4.5,11.8,0.1
2017/12/14,4.6,9.9,-0.5
2017/12/15,4.5,10.5,-0.2
2017/12/16,5.6,13.5,-0.3
2017/12/17,4.9,9.0,0.1
2017/12/18,2.2,8.1,-3.4
2017/12/19,4.6,14.0,-2.9
2017/12/20,4.1,9.8,-0.4
2017/12/21,3.8,10.8,-2.2
2017/12/22,4.5,12.0,-2.1
2017/12/23,6.6,15.4,-1.6
2017/12/24,5.4,10.8,-0.4
2017/12/25,8.3,14.5,4.3
2017/12/26,6.5,13.8,2.1
2017/12/27,3.1,8.4,-0.4
2017/12/28,3.4,9.0,-1.7
2017/12/29,5.6,11.3,1.4
2017/12/30,5.1,11.7,-1.2
2017/12/31,2.8,6.4,0.0
2018/1/1,5.3,13.8,-2.7
2018/1/2,5.3,10.4,-0.3
2018/1/3,3.7,7.8,1.1
2018/1/4,3.5,8.6,-1.8
2018/1/5,2.3,6.5,-1.4
2018/1/6,3.9,11.8,-2.7
2018/1/7,5.8,10.9,1.3
2018/1/8,4.4,8.1,0.9
2018/1/9,8.0,17.3,4.0
2018/1/10,6.2,13.2,-0.9
2018/1/11,4.0,10.5,-1.1
2018/1/12,1.4,7.6,-4.6
2018/1/13,1.3,7.3,-5.0
2018/1/14,3.3,8.9,-0.7
2018/1/15,2.2,8.6,-3.0
2018/1/16,5.2,13.9,-1.8
2018/1/17,6.6,10.7,2.1
2018/1/18,9.7,15.8,4.3
2018/1/19,8.2,11.6,5.8
2018/1/20,6.2,10.3,3.3
2018/1/21,6.0,12.9,-1.1
2018/1/22,1.3,4.4,-0.6
2018/1/23,1.2,8.8,-4.8
2018/1/24,-0.2,6.3,-5.3
2018/1/25,-0.7,3.5,-4.4
2018/1/26,-0.4,4.3,-4.8
2018/1/27,2.0,7.3,-2.9
2018/1/28,0.9,4.9,-1.8
2018/1/29,2.5,9.3,-4.3
2018/1/30,2.5,7.9,-1.7
2018/1/31,2.4,10.0,-3.4
2018/2/1,1.7,5.3,-0.2
2018/2/2,1.9,3.6,0.2
2018/2/3,4.1,8.3,0.2
2018/2/4,4.9,10.5,0.4
2018/2/5,3.2,8.3,-0.4
2018/2/6,2.2,8.0,-2.2
2018/2/7,2.6,9.2,-2.8
2018/2/8,2.8,9.8,-2.8
2018/2/9,2.8,9.9,-3.4
2018/2/10,5.4,11.0,-1.2
2018/2/11,7.6,15.6,2.2
2018/2/12,3.0,9.3,-2.5
2018/2/13,2.6,9.9,-3.6
2018/2/14,5.1,12.1,-1.8
2018/2/15,8.2,17.0,1.6
2018/2/16,5.7,10.7,2.4
2018/2/17,4.6,12.0,-1.3
2018/2/18,2.3,8.1,-3.2
2018/2/19,5.1,11.1,-0.7
2018/2/20,7.0,13.5,0.4
2018/2/21,5.3,10.4,1.2
2018/2/22,2.9,4.5,1.3
2018/2/23,4.7,9.9,1.4
2018/2/24,6.0,14.7,-1.9
2018/2/25,4.4,8.6,1.8
2018/2/26,4.8,11.4,-0.2
2018/2/27,6.8,12.7,1.4
2018/2/28,8.8,15.6,2.3
2018/3/1,11.6,20.9,5.7
2018/3/2,8.4,13.4,4.8
2018/3/3,7.9,14.8,-0.2
2018/3/4,12.3,21.6,3.1
2018/3/5,11.8,14.8,7.8
2018/3/6,9.3,15.2,3.4
2018/3/7,4.8,9.3,0.7
2018/3/8,6.0,7.7,3.9
2018/3/9,9.9,13.6,6.2
2018/3/10,8.2,13.3,4.6
2018/3/11,7.6,11.5,5.0
2018/3/12,9.2,15.6,4.5
2018/3/13,10.1,18.0,3.1
2018/3/14,13.9,23.8,4.2
2018/3/15,15.2,22.9,7.3
2018/3/16,12.0,17.6,5.6
2018/3/17,6.9,12.3,2.8
2018/3/18,9.2,16.3,2.8
2018/3/19,11.8,16.0,7.6
2018/3/20,8.3,10.5,5.7
2018/3/21,3.6,5.7,0.4
2018/3/22,9.6,16.5,3.2
2018/3/23,12.3,17.4,9.2
2018/3/24,11.4,17.2,6.1
2018/3/25,12.8,20.4,5.0
2018/3/26,14.4,23.4,4.8
2018/3/27,15.7,22.6,8.1
2018/3/28,17.0,24.8,10.0
2018/3/29,18.3,25.5,10.4
2018/3/30,13.7,19.9,8.8
2018/3/31,11.9,19.0,4.4
