ダウンロードした時刻：2019/10/10 15:34:51

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,3.5,8.3,-2.5
2009/12/2,2.8,8.8,-1.4
2009/12/3,3.6,6.0,0.9
2009/12/4,1.4,4.2,-1.8
2009/12/5,5.0,10.8,-1.3
2009/12/6,4.6,10.0,-1.2
2009/12/7,0.1,1.3,-1.1
2009/12/8,2.0,5.1,-0.5
2009/12/9,2.8,7.1,-2.2
2009/12/10,0.2,5.9,-3.5
2009/12/11,3.6,8.8,-4.1
2009/12/12,7.9,11.1,3.5
2009/12/13,1.1,3.6,-1.3
2009/12/14,-2.1,0.9,-5.7
2009/12/15,-4.9,-2.4,-6.2
2009/12/16,-5.4,-2.3,-8.6
2009/12/17,-5.4,-2.3,-8.5
2009/12/18,-5.1,-0.1,-8.1
2009/12/19,-4.4,-1.3,-8.1
2009/12/20,-4.0,-2.7,-5.4
2009/12/21,-4.1,-2.1,-6.0
2009/12/22,-1.1,0.8,-2.9
2009/12/23,-0.4,2.1,-3.4
2009/12/24,-0.8,0.5,-2.4
2009/12/25,-3.5,1.0,-7.9
2009/12/26,1.6,3.9,-5.9
2009/12/27,1.4,3.8,-0.8
2009/12/28,2.1,7.0,-3.1
2009/12/29,-2.1,1.0,-4.7
2009/12/30,0.2,5.7,-3.8
2009/12/31,1.1,4.3,-2.2
2010/1/1,-2.8,-0.4,-4.7
2010/1/2,0.2,1.2,-0.8
2010/1/3,0.2,2.1,-3.0
2010/1/4,-1.4,2.5,-4.8
2010/1/5,0.5,1.6,-4.6
2010/1/6,1.7,3.6,-0.5
2010/1/7,2.2,4.4,-0.4
2010/1/8,-0.2,2.6,-2.8
2010/1/9,-1.2,2.5,-5.1
2010/1/10,-2.9,-0.6,-4.4
2010/1/11,-3.7,-1.8,-6.1
2010/1/12,-2.9,0.5,-7.6
2010/1/13,-2.1,1.1,-5.8
2010/1/14,-6.6,-4.9,-7.9
2010/1/15,-6.7,-4.9,-9.3
2010/1/16,-9.4,-5.3,-13.1
2010/1/17,-5.9,-0.6,-12.7
2010/1/18,-1.6,1.4,-5.4
2010/1/19,0.7,3.2,-1.8
2010/1/20,5.0,8.9,0.0
2010/1/21,-4.6,1.4,-9.0
2010/1/22,-5.7,-3.8,-8.6
2010/1/23,-2.4,-0.8,-4.1
2010/1/24,-0.2,2.2,-2.8
2010/1/25,0.8,4.3,-3.2
2010/1/26,-4.6,-1.1,-6.4
2010/1/27,2.5,6.6,-1.3
2010/1/28,2.0,7.2,-2.0
2010/1/29,-1.9,0.7,-3.6
2010/1/30,-1.7,1.0,-4.1
2010/1/31,0.7,6.4,-4.5
2010/2/1,-4.2,-0.3,-6.1
2010/2/2,-6.6,-3.8,-10.1
2010/2/3,-10.4,-7.9,-13.8
2010/2/4,-8.7,-4.9,-12.9
2010/2/5,-8.8,-5.8,-10.9
2010/2/6,-8.2,-4.9,-11.6
2010/2/7,-0.7,2.2,-5.4
2010/2/8,0.7,4.2,-5.5
2010/2/9,0.5,5.1,-2.4
2010/2/10,-2.9,-0.8,-6.6
2010/2/11,-3.9,-0.6,-9.4
2010/2/12,-4.7,-1.8,-8.4
2010/2/13,-6.7,-2.3,-11.4
2010/2/14,-4.2,0.0,-8.9
2010/2/15,-3.4,-0.3,-6.5
2010/2/16,-4.7,-0.7,-8.5
2010/2/17,-5.5,-1.2,-10.4
2010/2/18,-0.4,3.7,-6.4
2010/2/19,-0.1,2.8,-3.6
2010/2/20,-4.5,0.3,-9.9
2010/2/21,-4.1,0.5,-10.4
2010/2/22,0.7,4.5,-6.5
2010/2/23,2.2,4.4,-1.0
2010/2/24,2.1,6.0,-2.6
2010/2/25,6.8,13.6,-1.1
2010/2/26,6.1,13.0,-0.3
2010/2/27,-1.0,2.3,-4.0
2010/2/28,-1.0,1.9,-5.4
2010/3/1,-2.5,0.2,-6.6
2010/3/2,-2.3,1.6,-8.5
2010/3/3,-0.3,2.7,-4.6
2010/3/4,0.9,4.2,-4.2
2010/3/5,3.6,7.9,0.7
2010/3/6,1.9,5.2,-2.6
2010/3/7,-1.7,1.7,-4.4
2010/3/8,-4.1,-0.3,-7.8
2010/3/9,-2.9,0.6,-7.6
2010/3/10,-1.0,0.9,-2.1
2010/3/11,1.7,5.5,-1.6
2010/3/12,3.7,8.6,-2.0
2010/3/13,1.6,10.7,-3.4
2010/3/14,-0.9,1.7,-3.2
2010/3/15,0.0,2.1,-3.0
2010/3/16,3.2,8.3,-1.9
2010/3/17,-2.5,-0.3,-4.0
2010/3/18,-0.8,2.4,-3.7
2010/3/19,2.2,7.1,-3.0
2010/3/20,4.0,4.8,2.5
2010/3/21,3.1,10.6,-1.5
2010/3/22,1.0,4.0,-1.6
2010/3/23,1.8,5.8,-1.8
2010/3/24,2.7,7.1,-2.1
2010/3/25,1.0,4.1,-0.8
2010/3/26,-0.5,3.5,-4.3
2010/3/27,-3.9,-0.8,-8.1
2010/3/28,-2.5,2.9,-9.7
2010/3/29,-1.1,3.3,-5.6
2010/3/30,1.5,5.8,-4.7
2010/3/31,5.8,7.9,2.1
