ダウンロードした時刻：2019/10/10 15:56:20

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,13.2,15.5,7.6
1999/12/2,11.1,13.8,8.5
1999/12/3,8.3,12.3,5.6
1999/12/4,7.8,12.0,4.2
1999/12/5,12.8,16.3,8.0
1999/12/6,13.2,15.3,9.8
1999/12/7,8.1,11.0,4.7
1999/12/8,9.0,12.4,3.8
1999/12/9,13.7,17.0,9.9
1999/12/10,12.0,16.5,7.7
1999/12/11,11.8,16.1,7.0
1999/12/12,8.7,11.5,5.2
1999/12/13,9.0,13.4,4.0
1999/12/14,8.5,11.2,5.0
1999/12/15,10.4,13.0,8.5
1999/12/16,8.2,12.0,3.3
1999/12/17,11.2,15.4,5.8
1999/12/18,9.7,11.1,8.0
1999/12/19,7.1,10.1,3.7
1999/12/20,6.4,9.4,3.1
1999/12/21,6.1,10.7,1.9
1999/12/22,5.6,10.6,1.8
1999/12/23,5.9,9.9,2.0
1999/12/24,8.1,12.2,2.9
1999/12/25,11.6,16.0,5.6
1999/12/26,7.2,11.2,4.1
1999/12/27,6.5,9.6,2.7
1999/12/28,8.6,13.7,5.1
1999/12/29,10.2,14.0,4.4
1999/12/30,11.8,12.9,10.4
1999/12/31,11.2,12.8,6.5
2000/1/1,8.8,11.7,5.0
2000/1/2,8.9,11.3,7.3
2000/1/3,10.0,17.4,5.1
2000/1/4,8.6,12.4,5.2
2000/1/5,9.5,12.8,4.2
2000/1/6,14.2,17.5,11.2
2000/1/7,16.0,19.9,12.1
2000/1/8,11.4,13.9,7.8
2000/1/9,11.2,13.5,6.8
2000/1/10,11.1,15.4,8.2
2000/1/11,8.5,10.5,5.0
2000/1/12,8.4,11.2,4.5
2000/1/13,10.4,15.6,6.4
2000/1/14,11.7,14.1,9.5
2000/1/15,8.7,11.3,6.4
2000/1/16,9.1,10.6,7.5
2000/1/17,8.6,9.6,7.4
2000/1/18,8.0,9.0,7.2
2000/1/19,7.6,9.8,4.0
2000/1/20,6.9,11.4,3.6
2000/1/21,2.9,6.0,0.1
2000/1/22,3.4,7.2,-0.7
2000/1/23,9.2,13.0,3.7
2000/1/24,9.1,11.7,5.9
2000/1/25,4.6,9.1,2.2
2000/1/26,3.5,6.4,1.0
2000/1/27,3.5,4.2,2.9
2000/1/28,3.8,6.5,-0.1
2000/1/29,5.8,9.8,-0.1
2000/1/30,10.7,14.8,5.8
2000/1/31,6.4,8.6,3.6
2000/2/1,3.8,6.7,0.6
2000/2/2,6.6,10.3,2.5
2000/2/3,6.9,10.2,1.8
2000/2/4,7.5,8.9,3.4
2000/2/5,5.7,9.0,0.6
2000/2/6,9.3,10.8,5.6
2000/2/7,9.6,13.6,6.7
2000/2/8,7.8,10.6,0.5
2000/2/9,3.9,8.9,0.7
2000/2/10,4.2,9.3,-0.2
2000/2/11,5.4,10.8,0.7
2000/2/12,6.4,9.8,1.4
2000/2/13,7.2,9.5,3.6
2000/2/14,7.0,8.9,5.3
2000/2/15,4.2,7.6,0.8
2000/2/16,2.3,7.2,-1.4
2000/2/17,3.0,7.7,-1.5
2000/2/18,3.8,8.1,-0.3
2000/2/19,4.8,8.5,-0.2
2000/2/20,6.2,7.7,3.9
2000/2/21,4.2,8.0,1.2
2000/2/22,3.5,7.9,0.2
2000/2/23,5.2,8.4,1.6
2000/2/24,5.0,9.0,0.4
2000/2/25,1.8,5.6,-1.7
2000/2/26,3.1,5.8,-0.1
2000/2/27,5.1,8.0,1.2
2000/2/28,6.6,12.2,2.3
2000/2/29,3.6,7.7,-0.4
2000/3/1,4.3,7.4,-0.6
2000/3/2,6.8,10.5,1.7
2000/3/3,9.5,14.0,3.0
2000/3/4,13.7,17.1,9.8
2000/3/5,11.1,14.6,7.2
2000/3/6,8.3,11.5,5.3
2000/3/7,9.3,15.9,3.6
2000/3/8,7.1,11.0,2.8
2000/3/9,5.0,10.7,1.5
2000/3/10,4.7,8.2,0.3
2000/3/11,8.1,10.8,5.4
2000/3/12,7.1,9.7,5.4
2000/3/13,8.8,13.5,5.4
2000/3/14,6.4,9.7,2.5
2000/3/15,7.8,10.6,2.2
2000/3/16,9.6,13.7,5.6
2000/3/17,7.5,12.3,2.8
2000/3/18,8.6,12.7,1.9
2000/3/19,13.3,16.1,10.9
2000/3/20,10.1,12.7,5.9
2000/3/21,7.4,9.6,5.6
2000/3/22,8.9,12.6,6.9
2000/3/23,10.2,14.1,6.3
2000/3/24,11.9,17.6,5.9
2000/3/25,8.2,13.4,4.3
2000/3/26,6.9,12.0,3.3
2000/3/27,8.2,12.0,2.0
2000/3/28,13.3,16.4,8.5
2000/3/29,14.7,18.1,11.0
2000/3/30,13.2,18.5,9.5
2000/3/31,13.5,15.6,10.8
