ダウンロードした時刻：2019/10/10 16:11:38

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,6.8,10.6,3.1
1987/12/2,5.3,8.7,1.6
1987/12/3,7.1,10.8,2.0
1987/12/4,7.0,9.9,4.2
1987/12/5,5.9,9.4,3.2
1987/12/6,5.4,9.2,2.7
1987/12/7,5.7,9.4,3.3
1987/12/8,7.2,13.8,1.7
1987/12/9,7.8,9.5,6.5
1987/12/10,9.4,13.3,5.7
1987/12/11,9.7,12.7,7.4
1987/12/12,9.4,11.9,7.7
1987/12/13,8.5,12.9,5.6
1987/12/14,8.2,11.9,4.8
1987/12/15,9.4,13.4,3.7
1987/12/16,11.1,13.5,8.6
1987/12/17,7.9,11.9,4.9
1987/12/18,7.2,11.7,4.8
1987/12/19,7.7,12.7,2.1
1987/12/20,9.1,13.4,3.9
1987/12/21,9.5,12.1,7.0
1987/12/22,7.9,11.4,2.8
1987/12/23,9.7,14.9,5.1
1987/12/24,8.6,13.9,3.3
1987/12/25,9.8,16.0,3.2
1987/12/26,13.0,18.5,8.0
1987/12/27,12.5,17.8,7.3
1987/12/28,12.7,18.5,7.3
1987/12/29,12.2,19.0,7.0
1987/12/30,10.0,17.1,5.8
1987/12/31,6.9,10.9,3.6
1988/1/1,7.2,13.3,1.3
1988/1/2,10.6,14.8,6.1
1988/1/3,9.5,11.8,6.0
1988/1/4,7.3,9.1,5.2
1988/1/5,6.4,8.7,4.6
1988/1/6,5.4,9.1,2.2
1988/1/7,4.8,7.8,0.9
1988/1/8,9.5,13.2,6.0
1988/1/9,7.7,10.7,3.5
1988/1/10,4.3,7.3,2.1
1988/1/11,4.7,8.0,0.0
1988/1/12,6.7,9.5,2.5
1988/1/13,7.1,11.9,2.3
1988/1/14,7.9,14.8,1.9
1988/1/15,7.6,9.8,4.9
1988/1/16,9.7,13.1,6.8
1988/1/17,7.7,9.8,5.1
1988/1/18,6.3,9.1,4.2
1988/1/19,6.6,10.0,3.7
1988/1/20,7.9,13.0,3.0
1988/1/21,8.9,14.1,3.9
1988/1/22,12.5,15.1,8.6
1988/1/23,6.5,12.7,1.4
1988/1/24,2.4,5.2,-0.1
1988/1/25,5.4,8.6,1.6
1988/1/26,6.6,9.2,4.7
1988/1/27,6.6,9.4,3.5
1988/1/28,6.6,9.2,3.9
1988/1/29,7.4,11.5,2.3
1988/1/30,7.9,10.8,3.4
1988/1/31,6.9,10.2,4.1
1988/2/1,5.4,9.4,1.3
1988/2/2,5.4,11.7,1.8
1988/2/3,1.5,4.6,-0.6
1988/2/4,3.9,7.5,0.2
1988/2/5,9.1,15.3,2.3
1988/2/6,8.5,13.0,3.5
1988/2/7,2.4,4.9,0.7
1988/2/8,3.5,8.4,0.7
1988/2/9,4.9,8.1,1.6
1988/2/10,3.2,7.6,0.7
1988/2/11,3.5,6.7,0.9
1988/2/12,5.5,8.3,1.2
1988/2/13,6.6,9.5,4.1
1988/2/14,5.5,9.4,1.3
1988/2/15,3.9,7.4,1.4
1988/2/16,3.7,7.2,1.7
1988/2/17,3.1,6.6,1.3
1988/2/18,4.0,7.8,0.9
1988/2/19,3.8,6.8,0.2
1988/2/20,5.4,10.0,0.0
1988/2/21,3.9,7.0,2.2
1988/2/22,5.4,10.0,0.6
1988/2/23,6.4,7.3,5.1
1988/2/24,6.9,11.3,3.6
1988/2/25,6.1,10.6,1.8
1988/2/26,6.9,9.5,5.4
1988/2/27,4.4,5.6,3.0
1988/2/28,6.2,10.2,3.3
1988/2/29,7.0,9.9,3.3
1988/3/1,7.8,9.2,5.4
1988/3/2,9.8,13.7,7.7
1988/3/3,5.5,9.2,1.9
1988/3/4,3.9,8.2,0.1
1988/3/5,4.6,7.7,1.2
1988/3/6,5.9,9.4,1.7
1988/3/7,6.0,9.5,1.5
1988/3/8,4.5,8.6,-0.4
1988/3/9,6.1,9.6,0.8
1988/3/10,8.2,12.6,2.9
1988/3/11,11.5,17.5,3.3
1988/3/12,11.8,15.8,7.6
1988/3/13,11.3,16.1,5.5
1988/3/14,13.3,19.1,7.8
1988/3/15,8.0,13.1,2.5
1988/3/16,4.5,7.1,1.5
1988/3/17,5.8,8.1,2.3
1988/3/18,8.5,12.5,6.3
1988/3/19,9.2,14.2,3.5
1988/3/20,9.1,13.6,6.5
1988/3/21,9.3,12.6,6.1
1988/3/22,11.7,13.3,9.4
1988/3/23,10.0,12.7,8.4
1988/3/24,8.7,13.3,5.0
1988/3/25,7.0,8.3,5.7
1988/3/26,7.8,8.8,5.9
1988/3/27,8.2,12.0,5.0
1988/3/28,10.0,16.4,2.1
1988/3/29,11.2,16.9,9.0
1988/3/30,10.1,12.2,8.7
1988/3/31,9.7,14.7,6.1
