ダウンロードした時刻：2019/10/10 16:12:16

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,13.6,16.2,10.5
2016/12/2,11.7,15.2,8.4
2016/12/3,11.2,16.6,6.0
2016/12/4,11.8,15.7,8.3
2016/12/5,15.1,18.0,12.3
2016/12/6,11.6,14.9,6.6
2016/12/7,9.2,13.2,4.9
2016/12/8,10.5,13.8,7.4
2016/12/9,11.3,16.5,7.0
2016/12/10,8.6,12.3,5.3
2016/12/11,7.0,11.0,4.1
2016/12/12,6.9,9.9,3.2
2016/12/13,8.7,10.6,7.1
2016/12/14,8.6,11.6,4.4
2016/12/15,5.8,9.2,2.7
2016/12/16,5.7,8.2,3.3
2016/12/17,7.6,12.2,2.2
2016/12/18,8.3,12.9,3.7
2016/12/19,9.4,14.8,4.6
2016/12/20,10.1,12.8,7.9
2016/12/21,10.8,15.9,6.6
2016/12/22,15.4,21.2,11.3
2016/12/23,11.7,15.1,8.3
2016/12/24,8.2,11.1,6.1
2016/12/25,8.4,12.6,5.3
2016/12/26,9.6,12.9,5.6
2016/12/27,10.3,13.5,6.0
2016/12/28,5.1,7.7,3.0
2016/12/29,5.6,8.6,2.3
2016/12/30,6.1,9.5,3.4
2016/12/31,6.7,11.5,1.6
2017/1/1,7.9,12.7,3.7
2017/1/2,8.2,12.5,3.4
2017/1/3,10.0,14.8,6.5
2017/1/4,8.5,13.8,3.6
2017/1/5,7.5,10.6,5.8
2017/1/6,6.9,10.8,4.4
2017/1/7,6.5,10.9,1.4
2017/1/8,6.4,7.4,5.6
2017/1/9,9.0,12.2,5.6
2017/1/10,9.6,13.0,6.1
2017/1/11,7.6,11.1,5.4
2017/1/12,6.9,9.4,4.7
2017/1/13,6.7,10.4,4.6
2017/1/14,3.6,7.2,0.1
2017/1/15,2.0,5.1,-0.6
2017/1/16,4.0,6.9,0.9
2017/1/17,5.5,8.5,2.8
2017/1/18,5.7,10.6,0.8
2017/1/19,6.5,10.3,3.3
2017/1/20,4.7,9.5,1.5
2017/1/21,5.1,8.3,2.7
2017/1/22,4.2,6.8,1.4
2017/1/23,2.4,4.8,0.8
2017/1/24,2.9,6.7,1.1
2017/1/25,3.5,7.8,0.1
2017/1/26,4.3,9.5,-0.8
2017/1/27,7.4,13.3,1.6
2017/1/28,8.0,12.8,3.9
2017/1/29,7.3,11.4,3.3
2017/1/30,9.1,14.2,4.8
2017/1/31,4.4,7.5,2.2
2017/2/1,4.4,7.5,1.0
2017/2/2,5.8,8.0,2.6
2017/2/3,7.8,11.9,4.9
2017/2/4,7.4,12.5,2.1
2017/2/5,7.0,9.7,5.5
2017/2/6,7.5,11.0,3.8
2017/2/7,4.5,6.8,2.4
2017/2/8,5.4,8.7,3.2
2017/2/9,3.9,6.2,1.4
2017/2/10,4.2,7.6,1.5
2017/2/11,3.2,7.0,0.0
2017/2/12,3.4,8.4,-0.6
2017/2/13,4.4,8.5,0.6
2017/2/14,4.6,8.6,1.3
2017/2/15,6.5,10.6,3.3
2017/2/16,7.7,13.6,1.3
2017/2/17,9.6,13.0,6.7
2017/2/18,7.9,10.8,6.2
2017/2/19,6.5,10.1,2.7
2017/2/20,9.3,17.8,4.7
2017/2/21,4.7,8.6,2.9
2017/2/22,6.4,10.9,1.0
2017/2/23,10.0,13.8,6.7
2017/2/24,5.7,9.7,3.8
2017/2/25,6.5,10.4,1.9
2017/2/26,8.1,12.2,3.7
2017/2/27,6.4,10.9,3.9
2017/2/28,6.3,11.7,1.6
2017/3/1,7.3,14.1,2.6
2017/3/2,9.6,14.7,6.9
2017/3/3,8.3,11.5,5.4
2017/3/4,9.0,15.5,3.5
2017/3/5,10.9,15.9,5.7
2017/3/6,10.2,12.9,7.2
2017/3/7,6.9,10.4,4.1
2017/3/8,5.8,9.5,1.8
2017/3/9,7.0,10.2,4.2
2017/3/10,8.3,12.7,5.6
2017/3/11,7.5,12.0,4.5
2017/3/12,8.4,14.5,3.0
2017/3/13,10.1,13.7,7.5
2017/3/14,9.2,13.6,6.2
2017/3/15,7.3,11.3,4.7
2017/3/16,8.2,11.9,5.9
2017/3/17,8.6,13.8,3.9
2017/3/18,9.3,13.9,4.0
2017/3/19,11.0,16.6,4.7
2017/3/20,12.8,18.4,7.4
2017/3/21,9.5,12.0,7.9
2017/3/22,9.6,14.1,6.3
2017/3/23,10.1,14.4,6.6
2017/3/24,9.0,12.8,6.2
2017/3/25,8.8,12.7,5.3
2017/3/26,9.3,14.4,6.0
2017/3/27,9.9,14.6,7.1
2017/3/28,9.4,13.7,5.1
2017/3/29,11.3,15.4,7.0
2017/3/30,14.2,19.5,10.0
2017/3/31,8.4,12.5,5.8
