ダウンロードした時刻：2019/10/10 16:21:03

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,11.9,17.9,7.7
2015/12/2,13.0,15.2,9.2
2015/12/3,11.4,15.3,9.1
2015/12/4,10.3,11.9,8.4
2015/12/5,11.1,13.3,8.9
2015/12/6,11.1,13.2,9.4
2015/12/7,11.7,17.5,7.4
2015/12/8,11.3,15.9,8.2
2015/12/9,12.8,18.4,7.1
2015/12/10,15.6,17.2,13.8
2015/12/11,14.5,16.8,11.5
2015/12/12,11.2,15.3,8.2
2015/12/13,11.6,16.2,7.6
2015/12/14,13.5,18.0,9.4
2015/12/15,13.3,15.1,10.5
2015/12/16,9.8,12.2,5.8
2015/12/17,5.8,8.3,2.6
2015/12/18,5.7,9.9,0.9
2015/12/19,7.8,13.2,3.1
2015/12/20,8.9,11.6,4.9
2015/12/21,12.8,17.7,10.0
2015/12/22,12.3,16.6,9.2
2015/12/23,12.3,13.8,10.5
2015/12/24,12.8,17.6,9.7
2015/12/25,10.2,13.3,5.9
2015/12/26,9.1,14.5,4.4
2015/12/27,10.4,13.7,7.0
2015/12/28,7.5,10.5,5.0
2015/12/29,6.0,10.1,3.1
2015/12/30,7.0,12.6,2.7
2015/12/31,6.5,9.0,3.6
2016/1/1,7.7,13.1,2.2
2016/1/2,12.3,15.8,9.3
2016/1/3,12.4,15.5,9.1
2016/1/4,12.0,17.2,7.5
2016/1/5,10.2,13.0,7.8
2016/1/6,9.4,12.0,7.2
2016/1/7,9.2,10.3,7.8
2016/1/8,7.4,9.9,6.3
2016/1/9,7.3,8.8,5.8
2016/1/10,8.0,11.3,6.1
2016/1/11,8.6,11.6,5.8
2016/1/12,6.4,8.6,3.4
2016/1/13,5.8,7.9,3.8
2016/1/14,6.2,9.8,2.8
2016/1/15,5.3,9.6,2.0
2016/1/16,7.4,13.0,2.8
2016/1/17,8.0,10.1,6.4
2016/1/18,7.5,10.5,1.9
2016/1/19,3.6,4.9,1.6
2016/1/20,3.1,6.0,0.5
2016/1/21,2.9,5.7,0.4
2016/1/22,5.4,9.3,0.8
2016/1/23,4.3,7.3,-0.6
2016/1/24,-2.4,-0.2,-4.2
2016/1/25,0.1,2.3,-4.4
2016/1/26,4.7,9.2,1.0
2016/1/27,7.6,11.6,2.7
2016/1/28,10.2,15.7,7.4
2016/1/29,13.3,16.4,10.6
2016/1/30,11.4,15.2,8.6
2016/1/31,9.5,13.4,7.1
2016/2/1,6.9,9.5,5.2
2016/2/2,5.9,9.0,3.2
2016/2/3,5.6,11.3,1.7
2016/2/4,6.2,11.3,1.7
2016/2/5,6.7,10.9,3.7
2016/2/6,5.8,8.8,3.9
2016/2/7,5.4,9.6,1.6
2016/2/8,6.9,10.8,1.9
2016/2/9,10.3,12.4,5.9
2016/2/10,8.0,13.9,3.0
2016/2/11,10.7,18.0,4.4
2016/2/12,14.9,17.3,12.1
2016/2/13,18.5,21.1,15.3
2016/2/14,10.0,16.4,5.1
2016/2/15,3.7,5.2,2.0
2016/2/16,5.5,9.4,2.0
2016/2/17,6.4,9.8,3.5
2016/2/18,7.2,12.8,2.1
2016/2/19,9.9,14.4,6.0
2016/2/20,10.0,13.6,7.8
2016/2/21,6.9,9.3,3.6
2016/2/22,7.1,10.7,3.3
2016/2/23,8.9,13.3,6.0
2016/2/24,7.2,9.8,4.0
2016/2/25,5.2,8.3,2.4
2016/2/26,5.6,11.0,0.8
2016/2/27,10.7,16.3,5.0
2016/2/28,12.9,18.0,6.9
2016/2/29,6.0,14.8,1.4
2016/3/1,3.2,5.2,1.3
2016/3/2,6.4,12.6,0.9
2016/3/3,11.4,17.8,4.7
2016/3/4,15.9,21.4,12.4
2016/3/5,17.4,22.6,13.1
2016/3/6,18.2,23.9,15.7
2016/3/7,16.3,22.0,13.5
2016/3/8,14.9,19.7,11.6
2016/3/9,10.5,13.1,8.3
2016/3/10,9.9,12.2,7.9
2016/3/11,6.7,9.9,3.4
2016/3/12,6.8,13.7,1.6
2016/3/13,7.3,10.4,4.4
2016/3/14,9.3,13.2,6.4
2016/3/15,9.8,15.0,4.9
2016/3/16,11.7,17.6,6.9
2016/3/17,14.5,21.6,7.7
2016/3/18,15.3,16.6,13.6
2016/3/19,15.1,18.3,10.6
2016/3/20,12.0,17.3,8.9
2016/3/21,11.1,16.9,7.7
2016/3/22,11.4,18.7,4.6
2016/3/23,12.0,14.8,8.5
2016/3/24,11.0,14.6,7.9
2016/3/25,9.9,14.6,6.2
2016/3/26,10.5,16.3,5.6
2016/3/27,9.7,13.3,6.7
2016/3/28,10.8,16.5,5.1
2016/3/29,13.5,17.7,8.4
2016/3/30,16.4,18.4,13.3
2016/3/31,13.8,16.7,12.2
