ダウンロードした時刻：2019/10/10 15:48:38

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,9.1,12.6,6.9
2007/12/2,9.0,12.9,6.8
2007/12/3,8.9,12.5,6.9
2007/12/4,6.0,10.5,3.4
2007/12/5,4.0,5.9,2.6
2007/12/6,6.8,11.9,3.3
2007/12/7,8.9,12.0,6.4
2007/12/8,7.4,11.5,5.7
2007/12/9,6.3,12.4,3.3
2007/12/10,6.2,9.6,2.1
2007/12/11,8.3,10.8,5.7
2007/12/12,10.5,14.9,8.2
2007/12/13,9.8,11.8,7.1
2007/12/14,6.4,8.5,4.9
2007/12/15,4.9,7.8,3.0
2007/12/16,4.2,7.2,1.7
2007/12/17,4.6,6.8,1.8
2007/12/18,5.7,9.9,3.8
2007/12/19,5.2,8.5,2.7
2007/12/20,6.4,11.1,4.0
2007/12/21,7.1,11.3,4.3
2007/12/22,7.4,9.9,5.4
2007/12/23,9.5,12.4,7.0
2007/12/24,7.7,10.9,3.5
2007/12/25,4.1,8.4,1.3
2007/12/26,4.5,11.7,-0.1
2007/12/27,6.9,15.3,0.1
2007/12/28,9.6,16.0,5.0
2007/12/29,11.1,16.0,8.0
2007/12/30,3.8,8.2,0.7
2007/12/31,1.7,3.6,0.2
2008/1/1,1.1,2.7,0.3
2008/1/2,1.4,3.4,0.5
2008/1/3,1.8,4.7,0.4
2008/1/4,2.7,6.7,0.9
2008/1/5,3.9,8.9,0.6
2008/1/6,5.4,11.0,2.0
2008/1/7,5.2,11.2,1.6
2008/1/8,6.2,10.2,4.0
2008/1/9,5.5,9.0,2.8
2008/1/10,4.9,11.4,-0.2
2008/1/11,6.8,12.8,1.4
2008/1/12,5.8,8.1,3.3
2008/1/13,1.7,3.6,-0.2
2008/1/14,2.0,5.2,-0.4
2008/1/15,2.9,9.3,-2.5
2008/1/16,2.8,5.3,1.4
2008/1/17,0.5,2.9,-1.0
2008/1/18,1.2,6.1,-2.2
2008/1/19,1.6,7.4,-1.9
2008/1/20,1.9,5.4,-1.5
2008/1/21,3.7,6.8,-0.2
2008/1/22,2.6,7.0,-1.3
2008/1/23,4.5,7.7,1.9
2008/1/24,2.2,8.5,-0.9
2008/1/25,0.1,1.7,-1.2
2008/1/26,0.1,1.7,-1.3
2008/1/27,0.1,2.7,-2.3
2008/1/28,1.2,5.1,-3.1
2008/1/29,2.7,4.3,1.1
2008/1/30,4.7,8.4,2.3
2008/1/31,2.8,6.0,0.7
2008/2/1,1.5,4.6,-0.9
2008/2/2,1.9,5.3,-1.4
2008/2/3,2.9,6.4,0.1
2008/2/4,1.6,5.3,-0.3
2008/2/5,1.8,4.4,0.2
2008/2/6,2.2,7.1,-1.4
2008/2/7,1.9,5.3,0.0
2008/2/8,1.0,3.6,-0.7
2008/2/9,0.0,1.3,-1.9
2008/2/10,3.6,9.5,0.2
2008/2/11,4.6,10.9,-1.3
2008/2/12,3.5,5.8,-0.1
2008/2/13,-0.5,2.7,-1.9
2008/2/14,0.1,2.5,-2.0
2008/2/15,1.1,3.0,0.1
2008/2/16,0.1,1.3,-1.0
2008/2/17,0.1,3.6,-1.3
2008/2/18,0.5,1.5,-0.9
2008/2/19,1.9,5.6,-0.9
2008/2/20,3.1,6.7,0.8
2008/2/21,3.7,8.7,0.5
2008/2/22,5.3,13.2,-0.7
2008/2/23,2.7,7.3,-2.4
2008/2/24,0.0,3.2,-1.4
2008/2/25,1.4,6.2,-2.8
2008/2/26,4.4,6.8,0.5
2008/2/27,1.9,4.5,-0.1
2008/2/28,3.1,8.5,0.2
2008/2/29,6.1,12.8,0.5
2008/3/1,4.9,7.9,1.9
2008/3/2,5.7,11.5,0.1
2008/3/3,5.3,8.7,1.7
2008/3/4,3.3,7.6,-0.8
2008/3/5,1.1,4.3,-0.1
2008/3/6,3.5,8.1,-0.6
2008/3/7,4.6,9.4,1.6
2008/3/8,4.6,10.1,0.7
2008/3/9,7.8,15.8,-0.5
2008/3/10,8.1,11.6,4.8
2008/3/11,8.5,15.5,1.3
2008/3/12,9.6,16.1,5.6
2008/3/13,12.2,18.0,4.8
2008/3/14,11.9,14.8,8.4
2008/3/15,8.2,12.3,4.3
2008/3/16,8.9,15.8,3.1
2008/3/17,8.3,14.4,3.4
2008/3/18,9.8,16.1,2.6
2008/3/19,12.4,17.3,8.6
2008/3/20,9.9,11.2,8.6
2008/3/21,10.6,14.3,8.1
2008/3/22,9.0,15.4,3.6
2008/3/23,13.1,20.4,5.8
2008/3/24,10.6,14.1,6.4
2008/3/25,10.9,19.0,3.7
2008/3/26,9.5,14.0,6.0
2008/3/27,8.4,13.6,4.7
2008/3/28,8.2,11.4,6.3
2008/3/29,6.7,9.0,4.4
2008/3/30,6.0,10.0,3.0
2008/3/31,6.8,10.4,4.0
