ダウンロードした時刻：2019/10/10 16:06:15

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,15.0,19.2,10.7
1990/12/2,9.5,12.9,4.7
1990/12/3,7.9,11.8,5.0
1990/12/4,7.9,12.1,4.5
1990/12/5,6.7,14.7,1.7
1990/12/6,6.8,14.5,1.5
1990/12/7,8.1,16.3,2.3
1990/12/8,8.9,16.3,3.7
1990/12/9,10.2,14.6,4.9
1990/12/10,10.2,16.0,6.9
1990/12/11,9.0,17.0,5.4
1990/12/12,7.1,10.5,4.2
1990/12/13,6.2,11.4,3.2
1990/12/14,9.1,13.3,3.9
1990/12/15,7.3,11.0,5.5
1990/12/16,4.9,9.4,2.7
1990/12/17,4.8,8.9,2.1
1990/12/18,5.2,9.0,3.3
1990/12/19,7.3,8.6,4.9
1990/12/20,6.7,10.7,3.7
1990/12/21,8.0,13.4,4.9
1990/12/22,9.3,15.1,4.7
1990/12/23,5.7,9.4,3.8
1990/12/24,4.6,7.9,1.2
1990/12/25,5.6,11.6,2.3
1990/12/26,7.0,11.3,0.9
1990/12/27,2.8,6.6,-0.8
1990/12/28,3.6,6.6,0.9
1990/12/29,3.3,5.7,1.9
1990/12/30,4.0,10.0,0.3
1990/12/31,4.5,10.1,-1.0
1991/1/1,8.4,11.2,6.0
1991/1/2,8.4,11.2,4.9
1991/1/3,4.6,8.5,-0.2
1991/1/4,3.3,7.0,-0.3
1991/1/5,2.6,7.2,-0.9
1991/1/6,0.7,2.3,-1.2
1991/1/7,1.8,4.9,0.3
1991/1/8,2.4,5.9,0.4
1991/1/9,2.1,4.7,0.3
1991/1/10,3.8,7.5,0.3
1991/1/11,4.8,7.8,2.8
1991/1/12,4.4,8.7,2.3
1991/1/13,2.6,5.9,-0.6
1991/1/14,2.1,5.1,0.0
1991/1/15,2.0,6.3,0.2
1991/1/16,2.7,8.2,0.3
1991/1/17,5.0,11.2,1.7
1991/1/18,2.6,5.7,0.5
1991/1/19,4.6,8.0,0.3
1991/1/20,4.6,12.9,-0.8
1991/1/21,6.5,9.0,3.2
1991/1/22,7.0,9.4,3.5
1991/1/23,3.2,5.2,0.5
1991/1/24,4.0,9.1,-1.2
1991/1/25,5.6,9.4,2.7
1991/1/26,3.4,8.0,1.1
1991/1/27,2.5,5.7,0.3
1991/1/28,1.8,5.3,0.4
1991/1/29,2.1,4.9,0.8
1991/1/30,2.6,6.0,0.6
1991/1/31,3.2,8.3,0.6
1991/2/1,2.6,7.3,0.0
1991/2/2,1.0,3.8,0.2
1991/2/3,1.9,7.1,-0.2
1991/2/4,2.9,7.5,0.1
1991/2/5,2.8,5.5,0.9
1991/2/6,4.2,9.3,-0.1
1991/2/7,4.2,8.7,0.8
1991/2/8,2.8,5.8,-0.2
1991/2/9,2.9,8.7,-1.7
1991/2/10,7.3,10.9,0.8
1991/2/11,7.4,11.0,4.9
1991/2/12,5.2,8.7,3.2
1991/2/13,5.2,7.3,1.2
1991/2/14,4.5,9.7,-1.1
1991/2/15,10.2,15.2,4.7
1991/2/16,5.5,8.9,2.5
1991/2/17,2.7,5.1,1.1
1991/2/18,3.1,5.5,-0.1
1991/2/19,0.6,4.0,-2.2
1991/2/20,0.0,4.6,-2.6
1991/2/21,0.7,6.0,-3.0
1991/2/22,0.5,5.6,-3.5
1991/2/23,-0.3,4.4,-2.5
1991/2/24,-1.4,2.9,-4.6
1991/2/25,0.2,5.0,-4.3
1991/2/26,1.9,10.3,-3.9
1991/2/27,5.3,13.2,-2.4
1991/2/28,8.8,12.7,4.0
1991/3/1,4.3,7.1,0.1
1991/3/2,3.1,8.8,-1.7
1991/3/3,3.1,7.9,-0.8
1991/3/4,6.4,13.8,-1.6
1991/3/5,10.2,15.9,6.6
1991/3/6,10.9,17.4,5.7
1991/3/7,7.0,10.8,5.3
1991/3/8,5.6,10.1,3.9
1991/3/9,10.0,13.5,6.1
1991/3/10,6.9,9.6,5.0
1991/3/11,6.4,7.6,5.2
1991/3/12,6.8,10.2,1.5
1991/3/13,6.8,13.5,0.8
1991/3/14,3.8,7.9,0.7
1991/3/15,3.3,6.2,1.3
1991/3/16,2.5,5.0,0.8
1991/3/17,4.8,7.7,2.0
1991/3/18,5.3,11.8,0.8
1991/3/19,11.6,19.7,1.1
1991/3/20,13.7,19.4,8.2
1991/3/21,7.0,8.3,5.6
1991/3/22,7.0,9.3,4.0
1991/3/23,10.6,12.7,9.0
1991/3/24,10.0,12.2,8.0
1991/3/25,9.0,13.5,4.3
1991/3/26,9.7,14.2,5.9
1991/3/27,13.7,22.2,8.9
1991/3/28,8.7,9.7,7.4
1991/3/29,7.7,9.9,3.9
1991/3/30,9.3,11.2,4.6
1991/3/31,7.9,10.1,4.6
