ダウンロードした時刻：2019/10/10 15:54:34

,飯田,飯田,飯田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,7.8,16.6,2.1
1980/12/2,8.1,15.6,-0.2
1980/12/3,10.1,15.5,6.6
1980/12/4,4.7,9.0,-0.8
1980/12/5,2.7,8.8,-1.5
1980/12/6,2.6,10.9,-3.5
1980/12/7,3.1,12.0,-3.0
1980/12/8,2.7,9.9,-2.3
1980/12/9,4.2,10.2,-1.5
1980/12/10,3.9,9.6,-1.9
1980/12/11,2.3,12.1,-4.3
1980/12/12,4.1,9.8,1.3
1980/12/13,0.0,2.0,-1.5
1980/12/14,-0.2,1.6,-2.5
1980/12/15,0.6,4.4,-3.6
1980/12/16,-1.7,4.7,-6.6
1980/12/17,1.7,9.4,-3.2
1980/12/18,2.5,9.3,-4.8
1980/12/19,3.3,9.8,-1.7
1980/12/20,-0.6,3.0,-3.8
1980/12/21,-1.4,6.2,-6.7
1980/12/22,-1.0,6.6,-7.8
1980/12/23,-1.6,-0.2,-4.1
1980/12/24,0.6,1.9,-0.5
1980/12/25,2.3,7.4,-2.1
1980/12/26,0.8,6.4,-2.3
1980/12/27,-1.6,0.5,-3.3
1980/12/28,-2.9,-0.6,-4.3
1980/12/29,-3.5,-0.1,-5.9
1980/12/30,-3.3,4.6,-9.3
1980/12/31,-2.1,5.7,-8.1
1981/1/1,-1.9,6.4,-7.8
1981/1/2,0.9,4.5,-2.3
1981/1/3,-1.9,-0.7,-2.6
1981/1/4,-1.9,2.9,-6.7
1981/1/5,-2.8,2.0,-7.0
1981/1/6,-2.1,2.3,-6.3
1981/1/7,-0.6,2.8,-3.2
1981/1/8,-0.8,6.0,-6.6
1981/1/9,0.6,7.5,-7.3
1981/1/10,0.7,4.3,-2.4
1981/1/11,-1.9,2.5,-3.8
1981/1/12,-2.1,0.2,-4.1
1981/1/13,-2.0,1.7,-5.4
1981/1/14,-3.3,2.8,-9.1
1981/1/15,-1.3,5.4,-7.6
1981/1/16,-0.4,6.9,-5.2
1981/1/17,-2.6,4.9,-8.6
1981/1/18,-1.9,4.5,-9.5
1981/1/19,1.2,6.3,-2.7
1981/1/20,-1.5,4.7,-6.7
1981/1/21,-1.8,4.6,-7.3
1981/1/22,-2.0,5.0,-6.8
1981/1/23,-2.4,6.7,-9.6
1981/1/24,0.0,4.2,-5.7
1981/1/25,3.4,8.5,-2.3
1981/1/26,-0.9,6.4,-5.2
1981/1/27,-3.0,4.5,-8.4
1981/1/28,-2.4,5.6,-9.0
1981/1/29,-2.1,4.9,-8.4
1981/1/30,-1.2,6.6,-7.0
1981/1/31,-1.6,7.3,-8.4
1981/2/1,-0.9,3.4,-4.2
1981/2/2,0.6,6.1,-4.0
1981/2/3,0.5,7.1,-4.2
1981/2/4,-1.3,3.8,-4.7
1981/2/5,-1.5,7.6,-8.7
1981/2/6,-0.6,7.4,-7.9
1981/2/7,0.4,8.1,-5.4
1981/2/8,1.8,6.1,-3.7
1981/2/9,2.2,7.1,-1.4
1981/2/10,0.2,5.9,-4.1
1981/2/11,-0.5,4.3,-4.3
1981/2/12,0.1,10.7,-8.1
1981/2/13,3.3,7.4,-0.8
1981/2/14,6.2,12.9,1.7
1981/2/15,6.4,13.7,-0.7
1981/2/16,9.7,17.4,5.1
1981/2/17,0.3,5.1,-4.1
1981/2/18,-0.2,7.5,-7.7
1981/2/19,4.1,8.4,-0.1
1981/2/20,1.9,8.4,-3.2
1981/2/21,1.4,8.1,-2.8
1981/2/22,-0.1,5.0,-5.8
1981/2/23,-1.0,1.1,-3.7
1981/2/24,2.5,7.3,0.0
1981/2/25,-2.5,1.3,-5.8
1981/2/26,-7.1,-4.0,-9.5
1981/2/27,-5.8,0.4,-10.3
1981/2/28,-4.4,3.3,-12.6
1981/3/1,-0.6,5.0,-6.0
1981/3/2,1.2,7.6,-2.9
1981/3/3,3.0,12.6,-5.0
1981/3/4,4.9,10.8,2.1
1981/3/5,3.4,10.0,-1.4
1981/3/6,0.5,4.7,-3.1
1981/3/7,2.0,9.1,-5.3
1981/3/8,6.7,13.8,-0.6
1981/3/9,1.9,5.0,-1.1
1981/3/10,2.5,8.3,-1.7
1981/3/11,2.5,10.9,-5.1
1981/3/12,6.0,15.9,-2.7
1981/3/13,6.5,14.1,-1.8
1981/3/14,9.8,13.9,4.9
1981/3/15,7.2,14.5,1.8
1981/3/16,3.0,9.3,-1.6
1981/3/17,3.7,11.7,-3.6
1981/3/18,6.4,17.7,-3.3
1981/3/19,9.6,20.0,-1.2
1981/3/20,12.1,19.3,6.4
1981/3/21,7.1,8.7,5.2
1981/3/22,10.9,19.3,5.4
1981/3/23,9.4,16.4,2.5
1981/3/24,8.3,16.3,0.1
1981/3/25,11.6,15.1,8.4
1981/3/26,8.4,15.2,2.3
1981/3/27,6.1,12.7,1.3
1981/3/28,5.7,13.8,-0.1
1981/3/29,6.9,15.5,-1.0
1981/3/30,8.0,13.5,4.1
1981/3/31,2.8,4.2,1.4
