ダウンロードした時刻：2017/07/24 15:38:01

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,4.7,10.3,-1.7
1986/1/2,1.2,6.8,-1.7
1986/1/3,0.9,5.8,-4.7
1986/1/4,3.8,8.7,0.0
1986/1/5,1.0,4.5,-2.2
1986/1/6,-1.9,-0.6,-3.5
1986/1/7,2.6,8.6,-3.5
1986/1/8,2.8,8.7,-2.5
1986/1/9,0.7,4.6,-1.8
1986/1/10,-1.2,1.0,-3.4
1986/1/11,-1.3,1.8,-4.4
1986/1/12,-1.1,2.6,-4.9
1986/1/13,-0.5,4.4,-6.6
1986/1/14,-1.8,0.0,-2.7
1986/1/15,1.4,4.3,-1.3
1986/1/16,-0.2,4.8,-4.9
1986/1/17,1.9,6.9,-3.0
1986/1/18,3.7,6.9,-0.1
1986/1/19,1.2,6.4,-2.9
1986/1/20,1.3,9.0,-4.8
1986/1/21,-0.4,1.9,-4.2
1986/1/22,-4.0,1.4,-6.4
1986/1/23,-2.8,-0.3,-6.1
1986/1/24,-2.4,0.5,-4.8
1986/1/25,-2.6,-0.2,-4.5
1986/1/26,-2.9,-0.8,-4.2
1986/1/27,-3.0,-0.2,-6.2
1986/1/28,-1.5,3.2,-6.3
1986/1/29,0.1,3.0,-2.5
1986/1/30,0.1,5.1,-6.1
1986/1/31,1.3,4.4,-1.4
1986/2/1,-0.7,2.3,-4.7
1986/2/2,-1.9,3.4,-7.4
1986/2/3,-0.8,3.9,-4.8
1986/2/4,-1.8,1.5,-4.4
1986/2/5,-2.6,2.9,-7.7
1986/2/6,-2.1,1.2,-5.7
1986/2/7,-2.6,2.2,-5.6
1986/2/8,-2.4,4.5,-9.0
1986/2/9,-2.0,3.9,-6.5
1986/2/10,-2.5,0.8,-5.6
1986/2/11,-1.2,4.5,-7.4
1986/2/12,1.6,5.6,-1.4
1986/2/13,4.2,9.3,-3.6
1986/2/14,5.0,7.2,2.9
1986/2/15,2.3,4.2,1.0
1986/2/16,-1.1,1.6,-2.7
1986/2/17,0.4,4.6,-3.9
1986/2/18,-0.7,3.2,-4.1
1986/2/19,-0.3,1.2,-1.6
1986/2/20,0.4,6.2,-4.2
1986/2/21,-0.7,2.9,-4.5
1986/2/22,0.9,5.8,-3.4
1986/2/23,2.2,9.0,-5.2
1986/2/24,0.3,4.7,-3.7
1986/2/25,-2.2,0.8,-4.3
1986/2/26,1.2,5.1,-3.9
1986/2/27,1.4,7.3,-4.0
1986/2/28,0.7,2.0,-0.6
1986/3/1,1.3,5.0,-1.7
1986/3/2,2.2,7.2,-3.4
1986/3/3,0.3,4.6,-1.9
1986/3/4,0.2,4.9,-4.4
1986/3/5,-0.4,1.9,-3.9
1986/3/6,1.3,4.1,-0.9
1986/3/7,4.1,10.5,-3.0
1986/3/8,6.0,11.8,0.7
1986/3/9,7.7,17.9,-1.0
1986/3/10,8.5,14.2,3.2
1986/3/11,4.4,8.4,0.4
1986/3/12,3.9,8.1,0.3
1986/3/13,5.6,10.7,1.3
1986/3/14,4.0,6.8,1.4
1986/3/15,2.7,4.0,0.9
1986/3/16,5.6,14.9,2.7
1986/3/17,3.6,6.2,0.7
1986/3/18,3.9,7.9,0.4
1986/3/19,1.4,2.4,0.1
1986/3/20,5.0,8.0,1.9
1986/3/21,4.7,8.5,2.5
1986/3/22,5.8,10.9,1.8
1986/3/23,1.0,4.0,0.4
1986/3/24,4.1,6.2,1.4
1986/3/25,4.5,7.9,1.2
1986/3/26,6.6,12.9,-0.7
1986/3/27,9.4,15.9,1.7
1986/3/28,3.2,6.4,0.7
1986/3/29,3.7,7.8,0.5
1986/3/30,6.9,12.8,0.7
1986/3/31,7.1,10.5,5.2
1986/4/1,6.3,9.6,2.5
1986/4/2,6.2,13.9,-0.8
1986/4/3,6.5,14.4,-0.4
1986/4/4,9.5,14.6,5.9
1986/4/5,10.0,14.5,6.3
1986/4/6,7.1,13.0,1.6
1986/4/7,4.7,8.4,2.3
1986/4/8,9.2,15.0,3.4
1986/4/9,12.5,19.9,2.7
1986/4/10,14.1,19.3,9.2
1986/4/11,9.8,17.7,3.5
1986/4/12,7.3,10.9,1.9
1986/4/13,11.0,18.7,1.2
1986/4/14,12.1,18.9,6.1
1986/4/15,10.5,15.2,5.3
1986/4/16,7.6,11.9,2.3
1986/4/17,8.2,14.6,-0.5
1986/4/18,13.7,22.5,5.8
1986/4/19,12.5,18.5,8.1
1986/4/20,12.6,15.8,10.7
1986/4/21,15.0,21.9,10.4
1986/4/22,14.3,18.0,11.6
1986/4/23,13.8,19.7,10.9
1986/4/24,14.0,22.3,8.9
1986/4/25,16.4,25.8,6.8
1986/4/26,13.7,18.3,10.2
1986/4/27,14.5,20.3,9.2
1986/4/28,12.9,19.3,8.1
1986/4/29,12.0,19.4,6.2
1986/4/30,14.6,23.1,4.8
1986/5/1,16.9,23.7,8.7
