ダウンロードした時刻：2019/10/10 15:38:39

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,11.4,13.0,9.1
2003/12/2,9.7,14.0,5.1
2003/12/3,7.8,10.1,5.0
2003/12/4,5.1,6.6,3.1
2003/12/5,5.5,8.2,3.2
2003/12/6,8.3,13.5,3.8
2003/12/7,5.9,13.2,2.1
2003/12/8,3.5,7.2,0.6
2003/12/9,3.1,4.4,0.5
2003/12/10,5.6,7.3,3.4
2003/12/11,5.9,8.0,2.5
2003/12/12,5.3,6.3,4.5
2003/12/13,7.0,9.8,4.7
2003/12/14,7.6,9.9,5.1
2003/12/15,7.3,11.9,4.7
2003/12/16,5.9,8.4,4.0
2003/12/17,5.9,8.4,3.2
2003/12/18,6.9,9.1,4.0
2003/12/19,3.4,7.0,0.3
2003/12/20,2.5,5.8,-0.1
2003/12/21,5.6,8.8,2.7
2003/12/22,9.0,11.7,4.7
2003/12/23,10.3,11.8,9.1
2003/12/24,9.4,11.7,7.6
2003/12/25,9.4,12.7,6.2
2003/12/26,4.1,6.4,1.4
2003/12/27,0.9,2.8,-1.4
2003/12/28,5.0,7.7,0.6
2003/12/29,7.6,10.2,4.5
2003/12/30,4.0,6.6,2.3
2003/12/31,5.4,9.6,1.6
2004/1/1,5.8,8.4,3.0
2004/1/2,4.5,6.4,3.7
2004/1/3,4.9,7.0,2.1
2004/1/4,3.7,6.0,0.7
2004/1/5,3.8,5.9,0.5
2004/1/6,2.2,4.5,-0.4
2004/1/7,1.8,5.1,-1.2
2004/1/8,1.2,4.7,-1.3
2004/1/9,1.7,4.0,-2.6
2004/1/10,0.7,6.4,-3.8
2004/1/11,0.2,2.2,-2.4
2004/1/12,1.7,2.9,0.3
2004/1/13,2.6,6.7,-0.2
2004/1/14,-0.3,3.4,-2.7
2004/1/15,-0.7,1.5,-2.4
2004/1/16,1.0,3.8,-1.7
2004/1/17,0.1,3.9,-2.4
2004/1/18,-0.4,3.7,-3.5
2004/1/19,3.5,6.8,0.1
2004/1/20,4.7,7.7,1.7
2004/1/21,3.2,5.8,1.5
2004/1/22,0.0,2.0,-2.2
2004/1/23,0.5,2.6,-2.6
2004/1/24,2.7,5.2,0.0
2004/1/25,0.7,4.1,-0.9
2004/1/26,1.8,3.0,-0.9
2004/1/27,1.0,2.1,-1.4
2004/1/28,2.7,6.8,-0.2
2004/1/29,2.6,,1.1
2004/1/30,3.8,5.8,2.0
2004/1/31,2.8,3.8,1.4
2004/2/1,3.5,5.8,-0.5
2004/2/2,3.4,7.2,-0.7
2004/2/3,2.6,6.2,-1.0
2004/2/4,1.2,2.6,-1.2
2004/2/5,0.6,2.5,-1.9
2004/2/6,0.4,2.3,-1.6
2004/2/7,0.0,1.2,-1.6
2004/2/8,1.2,3.3,-1.2
2004/2/9,0.7,2.4,-1.4
2004/2/10,0.3,2.4,-2.2
2004/2/11,0.2,5.0,-4.8
2004/2/12,4.7,6.6,1.4
2004/2/13,3.7,7.2,1.4
2004/2/14,5.3,10.4,1.0
2004/2/15,4.1,6.8,2.0
2004/2/16,3.0,5.0,1.2
2004/2/17,3.9,6.8,1.6
2004/2/18,2.8,4.5,1.5
2004/2/19,2.7,5.7,1.1
2004/2/20,2.8,8.2,-1.8
2004/2/21,7.4,15.2,-0.7
2004/2/22,12.4,21.6,6.4
2004/2/23,3.9,13.0,1.1
2004/2/24,4.2,7.7,1.7
2004/2/25,7.7,10.9,3.7
2004/2/26,5.6,11.4,-0.1
2004/2/27,1.1,3.6,-1.1
2004/2/28,3.7,9.1,0.4
2004/2/29,4.9,8.3,2.2
2004/3/1,1.3,3.6,-1.4
2004/3/2,0.4,4.6,-2.0
2004/3/3,-1.4,1.0,-3.4
2004/3/4,0.2,1.8,-1.2
2004/3/5,-0.9,1.4,-4.0
2004/3/6,0.9,5.6,-4.9
2004/3/7,1.6,3.7,-0.8
2004/3/8,2.1,4.9,-1.4
2004/3/9,5.8,10.0,1.7
2004/3/10,9.6,17.2,2.2
2004/3/11,8.6,16.8,3.6
2004/3/12,7.3,10.9,5.6
2004/3/13,5.0,8.7,2.5
2004/3/14,4.5,7.9,0.1
2004/3/15,3.4,8.1,-0.5
2004/3/16,7.2,15.9,-0.7
2004/3/17,12.5,22.6,5.4
2004/3/18,3.1,6.3,1.0
2004/3/19,3.9,7.7,1.0
2004/3/20,4.8,11.0,-0.6
2004/3/21,5.0,10.4,0.3
2004/3/22,5.7,10.1,1.0
2004/3/23,6.4,10.9,3.0
2004/3/24,7.5,14.1,1.6
2004/3/25,8.4,11.6,5.7
2004/3/26,7.0,9.9,5.1
2004/3/27,6.5,9.4,2.4
2004/3/28,7.1,12.7,0.7
2004/3/29,11.1,17.5,5.7
2004/3/30,12.8,20.4,8.3
2004/3/31,8.2,12.4,3.9
