É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:47

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2005/12/1,4.9,10.6,-0.8
2005/12/2,5.8,12.2,-0.6
2005/12/3,4.7,11.5,-0.7
2005/12/4,3.3,7.7,-0.1
2005/12/5,4.7,10.0,0.7
2005/12/6,5.1,8.5,2.2
2005/12/7,4.4,10.1,0.4
2005/12/8,4.6,10.4,-0.3
2005/12/9,5.0,11.8,-1.4
2005/12/10,5.3,12.7,-0.8
2005/12/11,1.8,6.4,-2.3
2005/12/12,0.9,6.6,-4.0
2005/12/13,1.4,7.3,-3.2
2005/12/14,0.7,7.9,-5.2
2005/12/15,1.3,6.9,-4.9
2005/12/16,2.5,9.7,-3.4
2005/12/17,3.5,10.9,-3.6
2005/12/18,0.5,3.6,-2.4
2005/12/19,0.4,5.5,-3.3
2005/12/20,2.3,9.2,-4.1
2005/12/21,2.6,7.8,-1.2
2005/12/22,0.7,5.7,-3.2
2005/12/23,2.0,8.3,-4.4
2005/12/24,1.3,7.2,-2.6
2005/12/25,0.8,7.3,-5.3
2005/12/26,1.6,6.3,-2.4
2005/12/27,0.1,5.7,-4.8
2005/12/28,0.2,6.0,-5.2
2005/12/29,-0.1,6.4,-5.9
2005/12/30,0.6,6.6,-5.1
2005/12/31,1.2,6.2,-3.1
2006/1/1,1.4,5.7,-3.9
2006/1/2,3.6,6.7,-0.9
2006/1/3,0.4,6.9,-3.6
2006/1/4,0.1,5.9,-4.6
2006/1/5,-0.3,4.5,-4.1
2006/1/6,-1.9,2.4,-7.5
2006/1/7,0.2,6.0,-4.2
2006/1/8,-0.9,6.0,-5.8
2006/1/9,-0.6,4.7,-6.8
2006/1/10,1.5,6.8,-2.0
2006/1/11,2.0,9.4,-3.9
2006/1/12,1.0,8.1,-4.9
2006/1/13,1.6,3.9,-2.5
2006/1/14,5.3,10.1,0.3
2006/1/15,8.1,13.0,2.3
2006/1/16,6.4,10.4,1.3
2006/1/17,5.3,9.4,0.0
2006/1/18,1.9,7.6,-1.9
2006/1/19,0.2,5.7,-4.4
2006/1/20,0.3,5.7,-4.1
2006/1/21,0.4,1.8,-1.6
2006/1/22,0.4,5.0,-3.5
2006/1/23,-0.6,3.5,-3.4
2006/1/24,0.6,7.9,-5.2
2006/1/25,1.0,8.0,-6.2
2006/1/26,1.9,9.9,-4.5
2006/1/27,1.5,9.0,-5.0
2006/1/28,1.4,7.6,-3.6
2006/1/29,1.9,8.5,-4.5
2006/1/30,5.5,12.7,-1.9
2006/1/31,3.7,6.0,1.4
2006/2/1,3.8,5.4,2.6
2006/2/2,4.5,10.5,0.1
2006/2/3,3.6,11.5,-2.2
2006/2/4,-1.4,2.5,-4.7
2006/2/5,-1.4,5.3,-7.4
2006/2/6,-0.7,3.8,-5.8
2006/2/7,2.9,6.3,-0.1
2006/2/8,3.9,11.8,-1.2
2006/2/9,1.5,6.0,-2.8
2006/2/10,1.3,7.8,-4.9
2006/2/11,3.5,12.9,-3.5
2006/2/12,1.6,7.5,-2.2
2006/2/13,1.9,9.2,-5.7
2006/2/14,6.4,14.5,-1.8
2006/2/15,11.0,21.6,1.7
2006/2/16,6.1,9.3,3.9
2006/2/17,4.9,10.2,-0.4
2006/2/18,1.8,7.2,-4.7
2006/2/19,4.7,9.9,-0.4
2006/2/20,4.1,9.6,1.3
2006/2/21,6.9,11.2,2.7
2006/2/22,8.1,10.9,5.2
2006/2/23,9.1,15.6,4.7
2006/2/24,5.4,6.5,4.6
2006/2/25,6.7,12.5,1.4
2006/2/26,7.2,10.0,4.5
2006/2/27,7.1,12.2,1.4
2006/2/28,2.8,5.4,0.5
2006/3/1,4.5,7.7,1.8
2006/3/2,6.1,8.9,3.4
2006/3/3,3.5,9.1,-0.6
2006/3/4,3.4,9.2,-2.6
2006/3/5,6.5,12.8,1.0
2006/3/6,7.8,15.6,1.1
2006/3/7,7.6,11.9,5.4
2006/3/8,8.6,18.8,1.3
2006/3/9,5.8,11.9,0.3
2006/3/10,7.3,10.2,5.0
2006/3/11,10.0,17.0,2.2
2006/3/12,8.2,16.0,2.1
2006/3/13,4.0,9.5,0.4
2006/3/14,3.2,9.8,-3.0
2006/3/15,5.5,13.9,-2.7
2006/3/16,8.7,13.2,1.3
2006/3/17,11.4,16.9,6.4
2006/3/18,9.2,15.8,2.0
2006/3/19,8.3,16.4,1.7
2006/3/20,5.9,12.7,-1.4
2006/3/21,9.1,17.0,2.9
2006/3/22,7.4,13.6,-0.1
2006/3/23,9.8,15.8,5.6
2006/3/24,9.2,14.9,4.8
2006/3/25,8.0,14.7,1.7
2006/3/26,10.4,15.1,6.9
2006/3/27,9.4,16.8,4.7
2006/3/28,11.5,17.6,6.6
2006/3/29,6.6,10.9,3.1
2006/3/30,6.0,13.0,1.4
2006/3/31,5.5,12.2,0.2
