ダウンロードした時刻：2019/10/10 15:39:33

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,1.3,3.9,-0.4
2017/12/2,1.8,5.0,0.1
2017/12/3,4.1,12.4,-1.1
2017/12/4,4.3,7.2,0.8
2017/12/5,3.1,6.5,-0.4
2017/12/6,0.2,2.2,-0.9
2017/12/7,2.7,9.6,-1.1
2017/12/8,2.3,4.5,-0.8
2017/12/9,0.4,4.1,-2.3
2017/12/10,2.5,7.7,-0.7
2017/12/11,4.2,10.7,-1.4
2017/12/12,-0.6,1.0,-1.7
2017/12/13,-1.0,0.5,-2.4
2017/12/14,0.8,4.4,-2.7
2017/12/15,1.4,5.0,-1.4
2017/12/16,2.3,5.7,-1.0
2017/12/17,-0.6,2.8,-2.7
2017/12/18,1.0,3.9,-2.7
2017/12/19,1.4,4.2,-1.7
2017/12/20,0.6,4.8,-2.4
2017/12/21,1.1,5.3,-1.3
2017/12/22,1.1,4.5,-2.3
2017/12/23,3.5,7.0,0.5
2017/12/24,3.0,6.5,-0.1
2017/12/25,3.8,8.5,-0.6
2017/12/26,-0.3,2.1,-3.0
2017/12/27,-3.3,-1.6,-4.3
2017/12/28,-1.4,-0.3,-3.3
2017/12/29,0.4,3.2,-1.3
2017/12/30,-0.3,2.3,-1.9
2017/12/31,-1.0,2.6,-4.3
2018/1/1,2.4,5.5,-2.1
2018/1/2,0.8,3.3,-1.6
2018/1/3,-1.2,1.6,-3.5
2018/1/4,-1.4,1.1,-4.9
2018/1/5,-1.9,1.0,-5.4
2018/1/6,0.2,4.8,-3.2
2018/1/7,1.3,4.0,-1.2
2018/1/8,0.1,3.2,-3.9
2018/1/9,2.4,8.1,0.1
2018/1/10,0.7,2.2,-1.0
2018/1/11,-2.2,0.6,-5.4
2018/1/12,-5.0,-1.5,-9.3
2018/1/13,-3.4,0.3,-8.1
2018/1/14,-2.5,1.1,-7.0
2018/1/15,-1.9,6.0,-9.7
2018/1/16,2.1,5.4,-1.9
2018/1/17,1.6,3.2,0.5
2018/1/18,3.7,8.3,0.5
2018/1/19,1.8,5.3,-2.7
2018/1/20,0.0,5.9,-5.5
2018/1/21,-0.2,2.9,-4.0
2018/1/22,-3.5,-1.4,-5.9
2018/1/23,-1.4,3.1,-4.3
2018/1/24,-4.4,-1.6,-7.8
2018/1/25,-5.4,-3.5,-7.6
2018/1/26,-5.0,-3.2,-6.7
2018/1/27,-2.5,0.1,-5.0
2018/1/28,-0.8,1.7,-3.3
2018/1/29,-1.8,1.9,-4.8
2018/1/30,-3.5,-0.3,-5.6
2018/1/31,-2.0,2.4,-6.3
2018/2/1,-1.7,2.5,-4.7
2018/2/2,-3.0,1.8,-6.9
2018/2/3,-0.1,5.7,-6.2
2018/2/4,0.2,3.2,-3.2
2018/2/5,-1.5,0.5,-5.1
2018/2/6,-2.3,1.2,-6.8
2018/2/7,-0.3,2.9,-2.0
2018/2/8,-0.9,1.7,-4.2
2018/2/9,0.7,4.5,-3.6
2018/2/10,1.9,7.0,-2.8
2018/2/11,0.9,6.0,-2.3
2018/2/12,-3.4,-2.2,-4.6
2018/2/13,-3.0,-1.3,-4.7
2018/2/14,1.9,7.8,-3.5
2018/2/15,0.8,5.2,-1.9
2018/2/16,-0.6,3.5,-4.0
2018/2/17,-3.4,0.9,-6.0
2018/2/18,-4.0,-0.7,-6.6
2018/2/19,-2.3,2.7,-7.1
2018/2/20,-1.8,3.1,-5.5
2018/2/21,-1.6,1.9,-4.3
2018/2/22,-2.2,2.5,-6.1
2018/2/23,-0.4,5.4,-6.7
2018/2/24,-0.6,5.1,-4.4
2018/2/25,-1.5,2.5,-4.3
2018/2/26,-1.5,3.6,-5.7
2018/2/27,-1.3,2.5,-5.4
2018/2/28,2.1,5.5,-2.2
2018/3/1,4.6,9.7,1.0
2018/3/2,0.8,2.7,-2.2
2018/3/3,2.6,9.5,-3.6
2018/3/4,7.1,17.3,-2.1
2018/3/5,4.2,7.6,2.5
2018/3/6,1.4,4.7,-1.3
2018/3/7,-0.2,3.9,-4.8
2018/3/8,3.0,6.9,-1.7
2018/3/9,5.8,12.0,2.1
2018/3/10,2.3,6.5,-1.7
2018/3/11,2.6,10.0,-3.6
2018/3/12,2.7,7.6,-1.3
2018/3/13,7.0,17.6,-2.4
2018/3/14,11.0,17.5,2.7
2018/3/15,11.3,20.9,2.7
2018/3/16,5.7,14.8,0.1
2018/3/17,1.5,7.0,-1.4
2018/3/18,4.3,14.5,-3.6
2018/3/19,8.4,13.5,3.4
2018/3/20,3.0,7.9,-0.5
2018/3/21,1.0,4.0,-1.8
2018/3/22,3.7,6.1,0.3
2018/3/23,5.7,11.2,2.1
2018/3/24,5.5,13.8,-0.8
2018/3/25,9.4,15.2,2.2
2018/3/26,13.7,20.8,6.3
2018/3/27,11.1,20.8,3.1
2018/3/28,13.1,23.1,3.8
2018/3/29,13.1,21.5,5.6
2018/3/30,7.2,12.2,1.5
2018/3/31,6.7,14.8,-1.5
