ダウンロードした時刻：2019/10/10 16:00:24

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,9.2,14.3,2.5
1986/12/2,9.0,12.1,5.9
1986/12/3,5.7,7.3,3.5
1986/12/4,8.7,10.9,6.7
1986/12/5,9.7,14.4,6.3
1986/12/6,10.5,13.7,6.4
1986/12/7,13.5,20.0,6.6
1986/12/8,8.7,13.2,6.4
1986/12/9,8.9,14.5,2.8
1986/12/10,10.9,17.8,4.1
1986/12/11,11.9,17.2,8.7
1986/12/12,9.9,14.8,6.8
1986/12/13,10.5,15.2,5.8
1986/12/14,10.4,13.8,8.7
1986/12/15,7.6,9.4,5.9
1986/12/16,7.8,12.2,4.0
1986/12/17,8.3,13.1,4.4
1986/12/18,5.0,7.1,4.3
1986/12/19,11.9,18.0,4.6
1986/12/20,8.0,11.9,4.5
1986/12/21,5.5,8.0,3.2
1986/12/22,5.3,8.8,2.6
1986/12/23,5.4,8.9,1.3
1986/12/24,8.2,13.7,2.2
1986/12/25,7.6,10.4,4.9
1986/12/26,8.1,12.4,4.8
1986/12/27,6.5,9.2,2.7
1986/12/28,2.0,2.8,0.5
1986/12/29,4.7,9.0,1.7
1986/12/30,6.4,12.0,1.0
1986/12/31,10.6,15.8,3.2
1987/1/1,6.8,13.1,3.7
1987/1/2,3.0,4.9,1.0
1987/1/3,5.3,8.5,0.8
1987/1/4,6.8,12.8,3.9
1987/1/5,2.6,4.9,0.3
1987/1/6,2.8,5.9,0.3
1987/1/7,4.6,8.3,1.6
1987/1/8,8.0,14.3,2.1
1987/1/9,9.3,14.7,3.5
1987/1/10,4.3,8.3,0.8
1987/1/11,2.8,5.6,0.2
1987/1/12,1.8,5.5,-0.1
1987/1/13,5.4,10.2,0.2
1987/1/14,4.2,8.2,0.2
1987/1/15,5.9,11.0,-0.5
1987/1/16,7.5,11.0,3.1
1987/1/17,12.1,17.2,7.4
1987/1/18,6.8,11.0,3.6
1987/1/19,4.9,8.4,1.1
1987/1/20,2.7,6.3,0.5
1987/1/21,2.9,6.6,0.1
1987/1/22,4.7,9.4,-0.7
1987/1/23,8.1,16.3,2.2
1987/1/24,10.9,16.2,6.3
1987/1/25,3.7,6.4,1.1
1987/1/26,3.5,7.7,-0.6
1987/1/27,4.8,9.4,-0.7
1987/1/28,6.4,11.2,1.3
1987/1/29,8.1,14.6,2.2
1987/1/30,8.6,16.8,2.8
1987/1/31,5.2,7.9,3.0
1987/2/1,4.8,8.3,2.0
1987/2/2,0.8,4.6,-1.0
1987/2/3,3.2,8.2,0.5
1987/2/4,4.8,8.4,2.7
1987/2/5,6.7,12.4,0.6
1987/2/6,7.4,11.5,1.2
1987/2/7,8.4,12.6,4.7
1987/2/8,9.5,14.6,4.0
1987/2/9,8.1,13.1,4.2
1987/2/10,11.0,17.1,4.7
1987/2/11,15.8,19.8,8.2
1987/2/12,14.6,21.1,6.7
1987/2/13,6.4,7.0,5.9
1987/2/14,9.9,16.7,4.0
1987/2/15,5.7,7.9,3.5
1987/2/16,5.3,11.2,1.0
1987/2/17,3.3,6.2,1.5
1987/2/18,1.9,2.9,0.7
1987/2/19,4.5,7.8,2.6
1987/2/20,4.5,6.9,2.3
1987/2/21,4.4,7.6,1.3
1987/2/22,4.1,5.8,2.4
1987/2/23,6.8,10.7,2.4
1987/2/24,9.2,13.6,3.9
1987/2/25,8.0,12.3,2.7
1987/2/26,4.1,8.3,0.5
1987/2/27,4.7,9.0,0.4
1987/2/28,5.2,10.4,0.5
1987/3/1,5.0,11.8,1.9
1987/3/2,4.0,9.1,0.2
1987/3/3,5.9,11.5,-0.6
1987/3/4,10.5,16.1,2.9
1987/3/5,14.7,20.0,9.6
1987/3/6,13.3,19.1,5.5
1987/3/7,2.8,6.6,0.4
1987/3/8,5.2,9.3,0.4
1987/3/9,7.3,11.8,4.1
1987/3/10,6.0,9.8,1.7
1987/3/11,4.1,7.0,1.6
1987/3/12,8.2,12.3,2.4
1987/3/13,7.5,8.7,6.7
1987/3/14,11.2,17.7,6.8
1987/3/15,9.0,11.6,6.3
1987/3/16,8.6,14.3,4.8
1987/3/17,5.9,7.4,4.3
1987/3/18,9.9,16.0,4.1
1987/3/19,10.1,14.0,8.2
1987/3/20,11.9,19.3,8.0
1987/3/21,10.3,12.6,8.3
1987/3/22,10.6,12.0,8.4
1987/3/23,11.0,12.1,9.1
1987/3/24,15.9,20.7,11.6
1987/3/25,12.9,18.6,5.2
1987/3/26,7.0,10.3,4.4
1987/3/27,8.9,13.3,3.6
1987/3/28,9.7,12.2,7.2
1987/3/29,9.9,11.5,8.3
1987/3/30,13.1,16.7,6.8
1987/3/31,10.1,15.3,3.8
