ダウンロードした時刻：2019/10/10 16:11:20

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,12.1,14.1,10.6
2011/12/2,11.5,13.5,9.3
2011/12/3,15.2,17.9,12.6
2011/12/4,12.5,15.3,10.6
2011/12/5,11.4,14.6,9.3
2011/12/6,10.2,12.8,8.1
2011/12/7,12.2,15.3,8.7
2011/12/8,10.7,12.4,9.4
2011/12/9,6.9,9.9,4.4
2011/12/10,6.6,10.2,3.4
2011/12/11,7.6,11.0,4.8
2011/12/12,9.9,13.5,7.2
2011/12/13,10.8,14.2,8.1
2011/12/14,10.9,14.9,8.2
2011/12/15,11.1,15.2,8.2
2011/12/16,6.3,9.8,2.4
2011/12/17,5.3,9.9,1.7
2011/12/18,7.0,10.2,4.1
2011/12/19,7.4,10.8,4.6
2011/12/20,7.4,10.9,5.0
2011/12/21,8.7,12.0,5.9
2011/12/22,8.3,11.1,4.9
2011/12/23,4.7,7.9,2.7
2011/12/24,5.0,8.3,2.9
2011/12/25,3.7,7.4,1.6
2011/12/26,3.1,6.9,0.8
2011/12/27,4.5,7.9,1.5
2011/12/28,5.4,8.1,2.7
2011/12/29,7.1,11.2,2.5
2011/12/30,5.3,8.5,2.8
2011/12/31,5.5,9.6,1.9
2012/1/1,7.5,10.7,4.1
2012/1/2,6.3,9.2,3.6
2012/1/3,5.8,7.3,3.6
2012/1/4,4.4,7.5,1.4
2012/1/5,4.2,8.4,1.0
2012/1/6,6.3,10.2,3.2
2012/1/7,5.5,8.4,3.8
2012/1/8,5.5,8.2,3.1
2012/1/9,7.4,11.4,4.6
2012/1/10,7.3,11.4,3.9
2012/1/11,6.2,9.9,1.9
2012/1/12,4.0,6.3,1.2
2012/1/13,6.5,10.0,4.2
2012/1/14,6.4,8.6,4.5
2012/1/15,6.5,8.2,4.3
2012/1/16,5.9,6.8,5.0
2012/1/17,6.3,9.9,3.5
2012/1/18,6.4,9.3,1.6
2012/1/19,7.3,10.1,6.2
2012/1/20,9.0,10.7,6.6
2012/1/21,8.2,9.9,6.6
2012/1/22,8.1,12.1,4.6
2012/1/23,7.0,10.8,3.0
2012/1/24,3.1,6.3,1.0
2012/1/25,2.4,6.1,0.0
2012/1/26,2.4,6.3,-1.0
2012/1/27,4.4,8.3,1.0
2012/1/28,5.2,8.9,3.3
2012/1/29,3.9,6.4,1.6
2012/1/30,3.5,7.0,1.2
2012/1/31,3.7,7.5,0.6
2012/2/1,4.7,8.1,0.7
2012/2/2,0.5,3.9,-2.2
2012/2/3,1.6,5.0,-2.4
2012/2/4,4.7,7.4,2.0
2012/2/5,5.8,8.6,2.9
2012/2/6,7.9,9.9,5.5
2012/2/7,8.6,10.7,5.3
2012/2/8,3.1,6.3,-0.4
2012/2/9,2.2,5.6,-1.4
2012/2/10,4.0,7.2,0.8
2012/2/11,4.7,7.7,1.6
2012/2/12,4.6,9.2,1.2
2012/2/13,5.1,6.4,3.5
2012/2/14,6.2,7.1,5.1
2012/2/15,5.4,7.8,3.0
2012/2/16,4.1,7.2,1.5
2012/2/17,4.0,7.8,1.0
2012/2/18,1.6,5.2,-0.4
2012/2/19,3.1,8.2,-1.5
2012/2/20,4.7,8.3,0.9
2012/2/21,5.7,8.4,2.6
2012/2/22,8.7,11.5,5.2
2012/2/23,10.9,13.7,8.4
2012/2/24,9.4,13.3,7.3
2012/2/25,7.6,8.8,6.3
2012/2/26,4.9,7.2,2.1
2012/2/27,3.3,7.5,1.2
2012/2/28,4.9,9.0,0.2
2012/2/29,8.1,12.5,4.5
2012/3/1,9.4,12.3,5.8
2012/3/2,10.9,12.6,9.0
2012/3/3,9.4,12.3,7.1
2012/3/4,8.3,10.3,5.5
2012/3/5,11.2,13.1,9.9
2012/3/6,13.0,17.6,10.1
2012/3/7,11.0,12.6,9.0
2012/3/8,10.3,12.8,6.8
2012/3/9,7.4,10.3,6.2
2012/3/10,8.2,11.8,5.8
2012/3/11,5.8,10.0,2.4
2012/3/12,3.7,7.9,1.3
2012/3/13,4.4,8.3,1.4
2012/3/14,6.3,10.6,1.8
2012/3/15,7.3,11.2,4.2
2012/3/16,8.1,12.3,2.6
2012/3/17,12.2,15.4,9.4
2012/3/18,11.8,13.7,9.6
2012/3/19,7.6,10.7,4.5
2012/3/20,6.8,10.9,2.6
2012/3/21,7.7,12.4,4.2
2012/3/22,10.2,15.2,5.1
2012/3/23,10.6,12.8,7.8
2012/3/24,10.7,13.3,7.3
2012/3/25,7.6,10.9,4.9
2012/3/26,6.2,10.3,3.1
2012/3/27,8.6,12.4,4.3
2012/3/28,11.2,15.8,8.2
2012/3/29,10.8,16.1,5.8
2012/3/30,14.2,18.2,9.7
2012/3/31,11.2,15.6,5.3
