ダウンロードした時刻：2019/10/10 16:00:41

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,10.1,13.1,7.5
1999/12/2,9.2,11.1,7.8
1999/12/3,9.3,12.9,6.6
1999/12/4,9.0,13.6,6.0
1999/12/5,10.9,14.5,7.0
1999/12/6,10.8,13.7,8.5
1999/12/7,9.4,12.9,6.5
1999/12/8,9.9,14.1,5.2
1999/12/9,11.7,17.0,5.7
1999/12/10,11.2,14.5,7.3
1999/12/11,12.5,16.6,7.7
1999/12/12,8.9,12.7,6.7
1999/12/13,8.5,13.4,3.9
1999/12/14,8.0,10.7,5.5
1999/12/15,8.1,12.8,4.9
1999/12/16,7.4,11.1,3.0
1999/12/17,11.5,16.0,6.9
1999/12/18,8.5,11.3,6.2
1999/12/19,6.6,10.6,3.8
1999/12/20,6.2,9.9,2.2
1999/12/21,6.4,11.2,2.4
1999/12/22,5.8,10.2,1.8
1999/12/23,6.3,11.5,2.0
1999/12/24,7.7,12.3,2.5
1999/12/25,11.3,15.4,7.4
1999/12/26,7.4,11.8,4.7
1999/12/27,7.5,11.3,3.9
1999/12/28,7.3,11.8,2.9
1999/12/29,9.6,14.5,3.9
1999/12/30,9.6,13.7,6.1
1999/12/31,9.0,11.5,7.4
2000/1/1,8.3,13.4,4.9
2000/1/2,7.0,8.6,4.8
2000/1/3,9.5,18.0,4.3
2000/1/4,9.5,13.8,6.5
2000/1/5,9.0,11.4,6.2
2000/1/6,10.2,13.4,8.1
2000/1/7,11.7,16.3,8.3
2000/1/8,10.0,12.0,7.2
2000/1/9,8.9,11.8,4.7
2000/1/10,10.1,14.2,7.4
2000/1/11,7.6,11.3,4.7
2000/1/12,3.6,5.4,1.8
2000/1/13,6.8,9.8,2.7
2000/1/14,11.1,14.2,8.8
2000/1/15,8.9,10.9,7.2
2000/1/16,7.8,9.5,5.9
2000/1/17,5.1,7.1,2.4
2000/1/18,7.9,10.7,5.6
2000/1/19,5.4,7.5,3.7
2000/1/20,7.0,12.4,3.3
2000/1/21,3.7,7.3,0.9
2000/1/22,4.5,8.7,-0.8
2000/1/23,6.3,12.9,1.5
2000/1/24,8.5,13.6,4.0
2000/1/25,4.6,8.0,2.6
2000/1/26,3.9,7.3,0.6
2000/1/27,2.9,5.6,0.2
2000/1/28,4.1,9.6,-1.0
2000/1/29,6.2,9.8,0.5
2000/1/30,9.4,15.2,3.3
2000/1/31,6.4,9.4,3.8
2000/2/1,5.3,8.7,2.4
2000/2/2,7.2,12.6,3.9
2000/2/3,7.1,10.8,3.4
2000/2/4,7.0,11.7,4.4
2000/2/5,6.6,10.5,2.5
2000/2/6,6.8,10.1,2.9
2000/2/7,8.9,13.3,4.3
2000/2/8,6.9,13.5,0.4
2000/2/9,5.1,10.6,1.1
2000/2/10,5.2,10.1,1.0
2000/2/11,5.9,11.1,1.0
2000/2/12,7.7,12.3,2.8
2000/2/13,8.1,12.5,4.1
2000/2/14,7.0,9.4,5.5
2000/2/15,5.0,10.0,1.7
2000/2/16,2.7,7.1,-0.6
2000/2/17,3.6,8.7,-0.7
2000/2/18,4.0,8.7,0.2
2000/2/19,4.5,7.1,0.6
2000/2/20,4.2,6.0,2.3
2000/2/21,5.3,9.3,1.3
2000/2/22,4.2,8.9,0.5
2000/2/23,5.6,10.1,0.9
2000/2/24,5.2,10.8,1.2
2000/2/25,3.4,8.0,0.6
2000/2/26,3.1,5.4,1.1
2000/2/27,4.8,9.7,-0.1
2000/2/28,6.5,11.9,1.8
2000/2/29,4.3,9.5,-0.3
2000/3/1,5.5,10.7,0.2
2000/3/2,6.8,11.9,1.3
2000/3/3,10.4,15.4,4.6
2000/3/4,11.8,16.5,8.3
2000/3/5,11.3,14.0,7.8
2000/3/6,7.5,10.6,6.0
2000/3/7,10.2,17.7,3.7
2000/3/8,7.6,13.3,4.0
2000/3/9,5.7,12.0,1.7
2000/3/10,5.1,9.6,1.4
2000/3/11,7.0,10.4,2.9
2000/3/12,6.5,9.0,4.2
2000/3/13,8.3,15.8,4.4
2000/3/14,6.8,12.1,3.2
2000/3/15,7.8,12.1,3.2
2000/3/16,6.8,8.6,4.8
2000/3/17,8.7,13.5,5.1
2000/3/18,9.5,14.4,3.0
2000/3/19,12.7,15.3,9.7
2000/3/20,9.8,13.4,5.2
2000/3/21,7.0,9.8,3.8
2000/3/22,9.0,13.4,5.4
2000/3/23,10.0,14.7,4.7
2000/3/24,11.9,17.9,6.2
2000/3/25,8.7,14.6,4.4
2000/3/26,7.3,13.2,3.8
2000/3/27,8.5,14.3,2.2
2000/3/28,11.4,16.8,6.8
2000/3/29,15.0,17.9,11.3
2000/3/30,12.8,17.5,8.6
2000/3/31,13.0,17.5,8.3
