É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:27

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1996/12/1,4.1,8.8,1.0
1996/12/2,3.4,10.5,-1.9
1996/12/3,3.1,11.5,-3.1
1996/12/4,3.6,10.1,-2.4
1996/12/5,5.7,8.0,2.9
1996/12/6,7.8,12.4,2.6
1996/12/7,4.7,10.8,0.7
1996/12/8,3.5,12.2,-2.2
1996/12/9,3.6,10.6,-2.8
1996/12/10,4.4,10.6,-1.4
1996/12/11,6.3,13.6,1.9
1996/12/12,5.9,14.0,0.1
1996/12/13,5.2,8.8,1.2
1996/12/14,7.0,14.6,1.9
1996/12/15,5.8,13.6,-0.1
1996/12/16,6.7,14.0,0.3
1996/12/17,10.5,15.5,7.2
1996/12/18,10.0,18.0,5.8
1996/12/19,6.8,12.6,3.3
1996/12/20,5.1,10.6,0.4
1996/12/21,3.3,10.3,-2.3
1996/12/22,3.6,11.1,-2.1
1996/12/23,5.4,10.9,-0.1
1996/12/24,2.0,9.8,-3.8
1996/12/25,3.1,11.7,-3.1
1996/12/26,4.3,13.4,-2.0
1996/12/27,3.4,9.8,-1.8
1996/12/28,5.2,14.6,-1.8
1996/12/29,3.2,10.9,-2.5
1996/12/30,3.4,12.5,-2.8
1996/12/31,3.6,13.3,-2.6
1997/1/1,3.7,11.6,-1.9
1997/1/2,5.0,11.5,1.1
1997/1/3,4.5,9.9,-1.9
1997/1/4,5.1,11.1,0.1
1997/1/5,0.3,4.8,-3.7
1997/1/6,2.3,8.3,-0.8
1997/1/7,2.3,11.6,-3.6
1997/1/8,2.1,7.7,-3.2
1997/1/9,1.1,7.6,-3.5
1997/1/10,0.4,7.8,-4.9
1997/1/11,1.1,9.4,-4.9
1997/1/12,2.0,8.6,-3.4
1997/1/13,2.0,9.3,-3.6
1997/1/14,1.8,9.4,-3.6
1997/1/15,2.7,10.3,-3.1
1997/1/16,2.5,9.0,-0.9
1997/1/17,2.7,11.4,-3.5
1997/1/18,4.9,13.5,-2.5
1997/1/19,5.6,12.3,-1.1
1997/1/20,4.6,12.9,-2.0
1997/1/21,2.1,12.2,-2.8
1997/1/22,-1.2,2.9,-5.7
1997/1/23,2.2,8.9,-5.7
1997/1/24,2.0,6.9,-2.6
1997/1/25,3.3,8.4,-1.1
1997/1/26,4.3,10.4,-2.2
1997/1/27,3.9,11.9,-3.6
1997/1/28,3.9,12.8,-3.3
1997/1/29,3.1,7.9,-0.7
1997/1/30,2.2,6.6,-1.9
1997/1/31,0.6,6.5,-5.4
1997/2/1,1.3,10.1,-4.7
1997/2/2,2.2,8.4,-5.0
1997/2/3,3.7,10.1,0.5
1997/2/4,3.6,7.9,1.1
1997/2/5,2.7,9.5,-4.2
1997/2/6,5.1,12.1,-1.1
1997/2/7,5.4,12.7,-0.7
1997/2/8,6.4,13.5,1.0
1997/2/9,6.1,13.7,-0.2
1997/2/10,6.1,12.7,-0.1
1997/2/11,4.7,11.4,-0.5
1997/2/12,4.9,9.9,1.6
1997/2/13,2.3,9.5,-4.9
1997/2/14,3.1,11.1,-3.7
1997/2/15,3.8,11.2,-3.3
1997/2/16,3.1,7.3,0.4
1997/2/17,6.1,12.7,0.8
1997/2/18,4.1,11.0,-0.2
1997/2/19,2.8,7.6,-1.8
1997/2/20,3.5,12.4,-4.7
1997/2/21,2.2,8.6,-2.1
1997/2/22,-0.4,3.8,-3.4
1997/2/23,0.5,9.6,-7.5
1997/2/24,4.3,14.2,-3.8
1997/2/25,6.8,16.3,-2.3
1997/2/26,10.0,20.4,4.7
1997/2/27,8.1,15.3,2.6
1997/2/28,8.9,16.4,2.9
1997/3/1,8.6,16.9,4.2
1997/3/2,6.4,12.2,1.1
1997/3/3,6.3,10.3,4.0
1997/3/4,6.4,14.2,1.4
1997/3/5,7.7,17.3,-1.0
1997/3/6,9.0,17.7,0.8
1997/3/7,13.3,23.6,4.9
1997/3/8,11.8,16.8,7.7
1997/3/9,9.1,16.0,2.8
1997/3/10,7.3,15.3,-0.6
1997/3/11,11.9,22.1,5.3
1997/3/12,8.2,16.2,2.2
1997/3/13,8.6,15.6,1.6
1997/3/14,12.7,21.6,5.0
1997/3/15,9.6,13.5,7.6
1997/3/16,7.9,11.2,6.4
1997/3/17,8.9,15.3,4.8
1997/3/18,8.7,15.0,4.8
1997/3/19,9.4,16.1,3.1
1997/3/20,9.0,13.5,4.8
1997/3/21,10.1,16.6,3.6
1997/3/22,10.7,16.6,7.3
1997/3/23,7.5,9.0,5.6
1997/3/24,6.8,11.7,2.1
1997/3/25,7.8,17.7,-1.1
1997/3/26,10.9,18.0,3.3
1997/3/27,9.5,13.8,6.6
1997/3/28,9.6,18.6,1.2
1997/3/29,9.4,15.8,4.9
1997/3/30,13.5,24.7,7.1
1997/3/31,10.1,17.7,2.3
