ダウンロードした時刻：2019/10/10 15:48:13

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,4.2,10.8,0.3
1987/12/2,1.6,4.0,0.3
1987/12/3,2.2,4.7,0.3
1987/12/4,2.5,5.0,1.3
1987/12/5,3.2,5.1,1.2
1987/12/6,3.9,6.8,2.0
1987/12/7,3.2,7.4,-0.3
1987/12/8,4.4,11.9,-1.2
1987/12/9,4.8,7.2,1.5
1987/12/10,7.2,13.9,2.8
1987/12/11,7.0,9.7,4.0
1987/12/12,6.7,9.6,3.2
1987/12/13,5.6,11.7,0.5
1987/12/14,6.2,12.0,0.4
1987/12/15,8.8,12.8,4.6
1987/12/16,8.2,11.8,5.6
1987/12/17,5.3,9.3,2.9
1987/12/18,2.9,7.2,-0.5
1987/12/19,5.3,10.8,0.1
1987/12/20,7.3,11.9,3.3
1987/12/21,6.5,10.2,3.9
1987/12/22,7.1,12.0,2.1
1987/12/23,7.7,12.0,4.2
1987/12/24,6.7,13.5,1.5
1987/12/25,9.3,18.2,2.4
1987/12/26,11.0,17.7,6.5
1987/12/27,10.5,18.6,5.0
1987/12/28,10.7,19.7,4.4
1987/12/29,11.1,18.8,5.1
1987/12/30,7.4,13.4,3.2
1987/12/31,3.4,8.4,0.3
1988/1/1,5.2,11.9,-1.5
1988/1/2,7.5,9.1,5.3
1988/1/3,6.2,11.2,2.6
1988/1/4,4.7,7.6,0.9
1988/1/5,3.5,5.7,2.4
1988/1/6,2.8,6.5,-0.7
1988/1/7,3.1,7.2,-2.3
1988/1/8,7.1,10.3,5.1
1988/1/9,4.1,8.1,1.6
1988/1/10,0.8,3.2,0.3
1988/1/11,1.1,3.1,0.1
1988/1/12,2.7,5.7,0.7
1988/1/13,4.3,9.3,0.8
1988/1/14,6.0,14.6,0.7
1988/1/15,6.1,7.6,4.5
1988/1/16,6.4,12.1,1.9
1988/1/17,4.7,8.2,2.3
1988/1/18,3.4,6.5,1.9
1988/1/19,3.5,7.8,0.7
1988/1/20,5.2,12.6,-0.2
1988/1/21,6.7,15.6,-0.2
1988/1/22,10.4,14.3,7.2
1988/1/23,3.8,11.7,-0.5
1988/1/24,0.9,3.6,-0.4
1988/1/25,1.4,3.5,-1.1
1988/1/26,2.7,5.6,1.4
1988/1/27,1.9,5.1,0.4
1988/1/28,3.7,7.9,0.5
1988/1/29,5.3,11.0,0.1
1988/1/30,3.8,5.8,2.6
1988/1/31,2.3,4.2,0.7
1988/2/1,2.6,5.5,0.6
1988/2/2,3.5,8.8,-1.3
1988/2/3,-0.6,1.2,-2.3
1988/2/4,2.1,5.2,-1.7
1988/2/5,7.1,9.6,3.0
1988/2/6,4.7,9.2,1.7
1988/2/7,-0.3,3.3,-1.7
1988/2/8,0.4,3.7,-1.6
1988/2/9,1.6,3.3,-0.2
1988/2/10,0.7,3.4,-0.4
1988/2/11,1.0,3.6,-0.6
1988/2/12,1.8,5.2,-1.6
1988/2/13,2.1,3.8,0.0
1988/2/14,1.7,6.4,-1.4
1988/2/15,0.6,3.0,-1.5
1988/2/16,-0.5,2.0,-1.7
1988/2/17,-0.7,3.3,-3.6
1988/2/18,-1.9,1.8,-6.7
1988/2/19,0.7,3.8,-1.5
1988/2/20,1.8,2.6,0.1
1988/2/21,0.6,2.4,-0.3
1988/2/22,1.6,7.8,-4.9
1988/2/23,4.3,6.1,2.4
1988/2/24,3.7,6.4,0.3
1988/2/25,2.9,7.4,-2.4
1988/2/26,4.6,8.5,1.2
1988/2/27,3.9,6.5,2.1
1988/2/28,2.9,7.4,-0.6
1988/2/29,4.1,8.7,-0.7
1988/3/1,5.2,6.4,3.4
1988/3/2,6.6,10.8,4.6
1988/3/3,2.8,6.3,-0.5
1988/3/4,1.7,5.8,-0.9
1988/3/5,2.5,4.8,-0.2
1988/3/6,2.0,4.1,0.5
1988/3/7,0.6,3.1,-0.6
1988/3/8,1.0,3.5,-0.9
1988/3/9,2.8,5.5,0.1
1988/3/10,5.0,10.0,1.5
1988/3/11,9.8,16.0,0.7
1988/3/12,9.3,13.7,4.6
1988/3/13,8.9,15.9,2.4
1988/3/14,9.8,16.8,3.3
1988/3/15,4.7,8.2,-0.7
1988/3/16,2.6,5.6,-0.6
1988/3/17,3.3,4.6,1.5
1988/3/18,5.6,10.1,2.3
1988/3/19,7.0,12.9,1.4
1988/3/20,6.1,9.2,4.0
1988/3/21,6.1,8.0,3.5
1988/3/22,8.5,10.3,6.3
1988/3/23,7.8,10.8,5.7
1988/3/24,5.4,9.8,0.7
1988/3/25,6.0,9.8,1.8
1988/3/26,5.6,6.7,4.3
1988/3/27,5.2,9.5,0.9
1988/3/28,6.4,14.8,-0.9
1988/3/29,8.5,13.2,5.1
1988/3/30,8.4,11.8,4.6
1988/3/31,7.3,11.7,3.0
