ダウンロードした時刻：2019/10/10 16:03:55

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,6.9,11.2,5.4
2012/12/2,4.9,8.2,1.4
2012/12/3,6.6,13.7,-0.6
2012/12/4,7.1,9.9,5.4
2012/12/5,7.2,10.0,4.2
2012/12/6,3.8,8.0,0.8
2012/12/7,5.3,8.0,1.1
2012/12/8,4.8,9.3,0.7
2012/12/9,3.0,4.5,0.5
2012/12/10,3.7,8.2,1.2
2012/12/11,2.6,6.1,0.2
2012/12/12,2.9,6.3,0.9
2012/12/13,4.5,11.0,0.9
2012/12/14,6.2,14.0,-1.0
2012/12/15,11.5,15.5,9.3
2012/12/16,9.6,13.1,5.9
2012/12/17,6.1,9.8,2.9
2012/12/18,6.0,9.6,3.1
2012/12/19,2.1,4.5,0.3
2012/12/20,4.4,9.9,-0.3
2012/12/21,4.5,8.4,1.5
2012/12/22,7.2,10.2,4.8
2012/12/23,3.3,7.2,-0.7
2012/12/24,1.1,5.2,-0.8
2012/12/25,4.5,7.7,0.3
2012/12/26,2.3,5.2,0.6
2012/12/27,2.6,8.9,-1.4
2012/12/28,3.6,5.8,-0.1
2012/12/29,8.4,12.9,4.9
2012/12/30,6.0,7.9,3.2
2012/12/31,1.6,4.4,0.0
2013/1/1,3.6,7.2,0.0
2013/1/2,3.9,8.1,1.4
2013/1/3,0.8,3.2,-0.6
2013/1/4,0.2,2.0,-0.8
2013/1/5,1.1,5.4,-1.7
2013/1/6,3.0,7.0,-0.9
2013/1/7,4.2,9.8,0.1
2013/1/8,3.3,8.0,-0.1
2013/1/9,4.8,8.8,3.0
2013/1/10,3.3,5.6,1.4
2013/1/11,3.3,8.4,0.0
2013/1/12,4.5,11.0,-1.0
2013/1/13,5.3,10.0,0.8
2013/1/14,5.8,8.6,4.1
2013/1/15,3.3,5.3,0.9
2013/1/16,3.4,7.0,-1.2
2013/1/17,1.8,6.0,-0.3
2013/1/18,1.8,5.5,-1.3
2013/1/19,4.1,8.6,-0.5
2013/1/20,4.9,8.2,2.1
2013/1/21,3.4,6.4,-0.3
2013/1/22,7.1,8.4,5.6
2013/1/23,5.3,7.7,3.1
2013/1/24,5.5,10.8,1.4
2013/1/25,2.3,7.3,-0.9
2013/1/26,0.9,4.5,-0.9
2013/1/27,0.6,3.7,-1.2
2013/1/28,1.9,3.5,0.4
2013/1/29,3.5,9.1,-0.6
2013/1/30,5.4,9.5,2.3
2013/1/31,5.8,12.0,0.7
2013/2/1,8.5,15.4,0.2
2013/2/2,11.1,15.5,7.4
2013/2/3,7.8,11.2,6.2
2013/2/4,7.1,9.7,5.5
2013/2/5,5.6,7.0,3.3
2013/2/6,5.5,9.8,2.7
2013/2/7,4.5,8.8,-0.3
2013/2/8,-0.9,2.1,-3.1
2013/2/9,1.9,6.2,-1.3
2013/2/10,3.7,8.2,-0.2
2013/2/11,3.4,8.0,1.0
2013/2/12,3.0,7.6,-0.2
2013/2/13,4.3,6.1,2.6
2013/2/14,5.2,11.1,0.8
2013/2/15,4.9,10.0,2.4
2013/2/16,1.6,5.9,0.2
2013/2/17,2.8,7.2,-1.1
2013/2/18,5.6,7.6,4.3
2013/2/19,3.6,5.4,1.9
2013/2/20,3.4,8.7,0.4
2013/2/21,3.5,7.6,0.2
2013/2/22,4.9,10.0,-0.7
2013/2/23,5.4,8.4,3.4
2013/2/24,4.2,7.6,1.0
2013/2/25,3.9,8.9,0.0
2013/2/26,5.7,9.6,0.8
2013/2/27,8.1,15.4,3.5
2013/2/28,7.5,16.8,0.8
2013/3/1,10.4,16.6,4.4
2013/3/2,4.8,8.0,1.9
2013/3/3,3.0,8.3,-0.7
2013/3/4,5.9,11.7,-0.1
2013/3/5,7.6,13.5,2.9
2013/3/6,10.3,15.2,4.3
2013/3/7,12.3,21.9,3.3
2013/3/8,15.6,19.3,12.6
2013/3/9,16.0,21.0,9.9
2013/3/10,9.3,20.8,1.4
2013/3/11,4.3,9.1,-0.1
2013/3/12,9.4,18.1,-0.5
2013/3/13,13.2,19.8,5.2
2013/3/14,4.3,7.6,0.4
2013/3/15,5.8,14.1,-1.8
2013/3/16,9.2,16.3,2.8
2013/3/17,11.5,20.7,1.5
2013/3/18,15.0,19.5,11.0
2013/3/19,13.4,18.6,11.1
2013/3/20,11.4,18.6,4.7
2013/3/21,5.6,10.6,2.5
2013/3/22,9.0,16.5,1.3
2013/3/23,8.7,11.6,6.9
2013/3/24,10.4,16.9,4.4
2013/3/25,7.9,12.2,4.0
2013/3/26,6.7,11.0,3.1
2013/3/27,8.2,11.9,3.1
2013/3/28,13.0,18.8,9.6
2013/3/29,10.8,15.9,9.3
2013/3/30,9.7,13.4,7.6
2013/3/31,8.6,14.7,3.6
