ダウンロードした時刻：2017/07/24 15:36:53

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,-0.6,1.0,-2.9
2008/1/2,0.4,2.2,-1.2
2008/1/3,0.3,1.3,-1.0
2008/1/4,1.7,4.7,-0.8
2008/1/5,-0.4,2.4,-4.6
2008/1/6,1.2,4.0,-0.2
2008/1/7,0.2,5.6,-5.1
2008/1/8,-0.3,2.7,-4.3
2008/1/9,0.7,5.0,-3.5
2008/1/10,-1.3,0.5,-3.2
2008/1/11,-0.1,1.7,-1.9
2008/1/12,-0.8,0.6,-2.0
2008/1/13,-3.5,-1.3,-5.4
2008/1/14,-3.2,-0.6,-9.1
2008/1/15,-1.0,2.1,-2.3
2008/1/16,-2.8,-0.6,-5.2
2008/1/17,-3.5,-1.1,-5.1
2008/1/18,-3.9,-2.3,-7.2
2008/1/19,-4.6,-0.2,-11.5
2008/1/20,-0.9,1.6,-4.1
2008/1/21,-2.3,-0.8,-4.2
2008/1/22,-3.5,0.0,-8.1
2008/1/23,-3.0,0.1,-7.6
2008/1/24,-1.0,1.7,-2.9
2008/1/25,-2.1,0.4,-5.0
2008/1/26,-4.2,-1.0,-7.3
2008/1/27,-2.0,0.8,-6.1
2008/1/28,0.5,3.4,-2.6
2008/1/29,-0.5,2.1,-3.2
2008/1/30,-0.2,2.4,-2.9
2008/1/31,-2.0,-0.3,-5.3
2008/2/1,-2.3,-0.1,-4.5
2008/2/2,-0.7,3.4,-5.8
2008/2/3,-2.0,0.3,-5.9
2008/2/4,-2.3,3.2,-8.8
2008/2/5,-1.5,0.3,-3.1
2008/2/6,-1.1,2.0,-3.2
2008/2/7,-1.4,2.9,-3.6
2008/2/8,-1.8,1.1,-3.9
2008/2/9,-1.9,3.4,-9.5
2008/2/10,0.4,3.3,-1.8
2008/2/11,0.6,5.5,-3.2
2008/2/12,-0.3,3.5,-3.3
2008/2/13,-3.7,-2.0,-5.4
2008/2/14,-1.6,0.0,-3.3
2008/2/15,-2.0,0.6,-3.7
2008/2/16,-2.8,-0.3,-4.3
2008/2/17,-2.8,0.8,-5.6
2008/2/18,-1.0,3.1,-5.4
2008/2/19,-0.2,,-2.6
2008/2/20,0.9,4.1,-1.6
2008/2/21,-0.2,3.5,-3.5
2008/2/22,-3.0,1.4,-9.3
2008/2/23,-1.1,3.5,-3.3
2008/2/24,-1.3,1.6,-5.2
2008/2/25,-2.3,1.8,-6.7
2008/2/26,-1.6,0.2,-4.3
2008/2/27,-1.7,0.5,-3.3
2008/2/28,0.5,3.3,-3.5
2008/2/29,3.7,8.1,-0.5
2008/3/1,1.3,4.9,-1.1
2008/3/2,1.5,4.8,-1.0
2008/3/3,0.6,5.7,-2.7
2008/3/4,0.2,4.1,-1.9
2008/3/5,-0.2,5.2,-4.9
2008/3/6,0.4,4.0,-1.4
2008/3/7,-0.1,,-2.1
2008/3/8,2.2,6.1,-1.5
2008/3/9,3.9,8.9,0.5
2008/3/10,2.4,7.2,-4.0
2008/3/11,5.3,12.4,-0.2
2008/3/12,2.5,8.9,-3.6
2008/3/13,5.0,10.5,-0.3
2008/3/14,3.7,8.0,0.8
2008/3/15,4.5,7.0,0.5
2008/3/16,3.8,11.2,-0.6
2008/3/17,4.8,9.4,1.4
2008/3/18,4.3,11.5,-2.0
2008/3/19,3.8,10.2,-2.7
2008/3/20,4.3,7.9,1.9
2008/3/21,4.9,12.6,-0.3
2008/3/22,4.1,13.6,-4.2
2008/3/23,5.7,15.2,-2.3
2008/3/24,5.6,7.3,3.1
2008/3/25,8.3,17.3,1.3
2008/3/26,4.6,7.4,1.8
2008/3/27,4.7,10.7,0.0
2008/3/28,2.0,4.2,-0.7
2008/3/29,3.6,6.1,2.2
2008/3/30,4.9,9.3,1.0
2008/3/31,3.1,6.9,1.2
2008/4/1,5.3,8.4,1.2
2008/4/2,8.3,13.0,3.9
2008/4/3,6.8,11.6,3.4
2008/4/4,8.1,13.2,4.5
2008/4/5,7.5,12.9,1.4
2008/4/6,6.4,15.9,-0.8
2008/4/7,8.8,17.2,-0.8
2008/4/8,11.2,13.3,8.7
2008/4/9,10.9,16.8,5.0
2008/4/10,9.9,13.3,8.0
2008/4/11,9.0,12.1,6.8
2008/4/12,7.1,8.3,3.5
2008/4/13,6.5,12.5,0.4
2008/4/14,8.1,12.0,5.5
2008/4/15,9.5,17.2,4.1
2008/4/16,11.7,23.4,0.8
2008/4/17,13.4,21.4,6.3
2008/4/18,12.8,14.1,11.5
2008/4/19,11.7,13.9,8.9
2008/4/20,14.1,22.9,6.7
2008/4/21,14.6,23.4,6.8
2008/4/22,13.3,23.7,5.2
2008/4/23,14.3,24.6,4.8
2008/4/24,12.2,13.9,9.3
2008/4/25,9.1,13.5,3.0
2008/4/26,8.5,17.3,0.2
2008/4/27,10.9,16.7,7.2
2008/4/28,9.3,14.3,2.2
2008/4/29,10.8,21.4,-0.5
2008/4/30,15.4,25.0,5.8
2008/5/1,17.4,27.8,8.5
