ダウンロードした時刻：2019/10/10 15:45:36

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,5.8,11.1,1.4
2008/12/2,8.4,17.1,1.8
2008/12/3,11.1,17.9,6.2
2008/12/4,12.7,18.9,6.4
2008/12/5,10.7,18.2,5.1
2008/12/6,2.0,5.5,0.5
2008/12/7,2.9,8.3,-0.2
2008/12/8,7.3,12.1,-0.6
2008/12/9,13.1,19.4,9.5
2008/12/10,11.3,16.4,7.6
2008/12/11,12.1,19.6,6.4
2008/12/12,8.5,11.4,5.2
2008/12/13,9.2,15.0,4.6
2008/12/14,5.4,8.5,2.8
2008/12/15,5.4,9.3,1.2
2008/12/16,7.1,13.0,2.8
2008/12/17,8.3,14.8,2.7
2008/12/18,7.0,11.3,5.3
2008/12/19,5.5,10.8,1.8
2008/12/20,10.0,17.4,1.5
2008/12/21,14.4,19.0,8.3
2008/12/22,5.3,8.8,0.4
2008/12/23,2.9,5.9,1.1
2008/12/24,5.6,11.1,0.0
2008/12/25,6.9,10.4,1.2
2008/12/26,0.1,2.1,-0.9
2008/12/27,1.6,4.5,-1.3
2008/12/28,3.4,6.4,1.3
2008/12/29,6.1,11.2,1.8
2008/12/30,6.2,10.0,0.7
2008/12/31,1.9,4.3,0.5
2009/1/1,1.6,3.3,0.7
2009/1/2,2.0,3.5,0.7
2009/1/3,3.1,5.2,1.7
2009/1/4,4.7,9.5,1.2
2009/1/5,5.1,9.2,3.1
2009/1/6,4.0,8.1,0.8
2009/1/7,3.7,8.9,-0.1
2009/1/8,4.3,10.0,-0.1
2009/1/9,6.7,10.3,2.0
2009/1/10,1.6,6.0,-1.0
2009/1/11,1.4,4.2,-1.5
2009/1/12,1.5,4.0,0.2
2009/1/13,2.0,6.0,0.4
2009/1/14,1.9,7.6,-1.6
2009/1/15,-0.8,0.9,-2.3
2009/1/16,1.8,5.2,-2.8
2009/1/17,2.6,5.2,-0.2
2009/1/18,6.2,10.8,0.0
2009/1/19,5.8,8.9,2.0
2009/1/20,3.6,7.3,0.9
2009/1/21,5.7,10.5,1.0
2009/1/22,6.7,9.8,4.2
2009/1/23,8.3,15.4,1.6
2009/1/24,0.0,2.3,-1.5
2009/1/25,1.9,5.4,-0.5
2009/1/26,2.6,4.8,0.8
2009/1/27,2.8,7.1,0.6
2009/1/28,2.7,8.2,-1.5
2009/1/29,6.4,13.0,-0.9
2009/1/30,8.2,12.0,5.4
2009/1/31,7.6,9.1,5.6
2009/2/1,4.2,6.3,1.8
2009/2/2,3.7,9.1,-0.4
2009/2/3,5.6,6.4,2.9
2009/2/4,4.6,8.7,1.3
2009/2/5,5.3,11.2,-0.5
2009/2/6,5.1,8.7,0.9
2009/2/7,6.6,13.2,-0.4
2009/2/8,4.8,8.7,0.2
2009/2/9,3.9,7.8,-1.0
2009/2/10,5.0,9.6,1.2
2009/2/11,4.8,12.0,-0.5
2009/2/12,5.9,11.4,2.2
2009/2/13,14.0,18.0,3.8
2009/2/14,11.7,17.8,5.6
2009/2/15,9.0,16.6,2.9
2009/2/16,2.6,8.1,-1.7
2009/2/17,0.1,4.6,-3.6
2009/2/18,2.1,7.9,-1.0
2009/2/19,1.8,5.3,-1.0
2009/2/20,4.6,8.8,1.1
2009/2/21,2.0,5.8,0.2
2009/2/22,6.4,13.8,-0.5
2009/2/23,6.0,8.1,3.5
2009/2/24,6.2,11.4,1.0
2009/2/25,7.9,10.5,4.3
2009/2/26,5.0,8.0,2.5
2009/2/27,5.3,7.6,3.1
2009/2/28,6.1,11.1,0.9
2009/3/1,7.1,12.8,3.0
2009/3/2,3.5,6.7,-0.3
2009/3/3,2.1,5.6,0.3
2009/3/4,4.1,7.2,1.0
2009/3/5,5.9,10.8,0.2
2009/3/6,11.3,15.1,6.9
2009/3/7,6.3,10.2,3.5
2009/3/8,6.1,11.5,1.5
2009/3/9,7.3,13.3,1.4
2009/3/10,6.7,12.8,3.5
2009/3/11,3.4,7.0,0.6
2009/3/12,4.2,9.0,-0.4
2009/3/13,9.8,14.9,1.5
2009/3/14,5.5,16.5,1.1
2009/3/15,6.4,12.7,1.3
2009/3/16,9.9,14.4,3.7
2009/3/17,12.2,17.1,8.7
2009/3/18,17.2,25.5,10.6
2009/3/19,18.8,24.4,13.9
2009/3/20,8.5,18.3,3.1
2009/3/21,6.8,13.7,0.9
2009/3/22,15.0,19.6,9.3
2009/3/23,7.0,10.7,4.1
2009/3/24,7.0,15.9,0.5
2009/3/25,5.6,12.6,3.0
2009/3/26,3.4,8.3,0.3
2009/3/27,3.3,7.2,0.7
2009/3/28,5.0,10.1,1.1
2009/3/29,4.6,8.4,2.0
2009/3/30,6.3,10.9,2.1
2009/3/31,7.0,11.2,1.6
