ダウンロードした時刻：2019/10/10 15:48:04

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,10.3,16.1,6.1
1980/12/2,12.2,18.7,2.9
1980/12/3,11.8,14.1,8.2
1980/12/4,5.0,13.8,2.5
1980/12/5,4.5,6.5,2.6
1980/12/6,6.7,10.8,4.1
1980/12/7,6.5,8.9,5.5
1980/12/8,5.7,8.4,3.8
1980/12/9,6.0,9.7,2.9
1980/12/10,5.0,7.7,3.7
1980/12/11,8.0,13.4,0.9
1980/12/12,8.1,13.0,1.2
1980/12/13,1.0,4.6,0.0
1980/12/14,2.2,4.8,0.6
1980/12/15,3.0,5.1,1.3
1980/12/16,2.9,5.6,1.1
1980/12/17,3.1,6.9,1.0
1980/12/18,4.8,9.1,1.9
1980/12/19,3.5,6.8,0.4
1980/12/20,2.4,5.8,0.4
1980/12/21,1.0,2.8,0.5
1980/12/22,1.6,4.5,0.0
1980/12/23,1.9,5.8,-1.7
1980/12/24,3.6,7.8,0.5
1980/12/25,5.5,8.7,3.5
1980/12/26,3.3,6.0,0.7
1980/12/27,1.3,3.4,0.0
1980/12/28,0.4,2.1,-0.3
1980/12/29,0.2,1.4,-1.0
1980/12/30,1.1,2.3,0.0
1980/12/31,1.1,2.2,0.6
1981/1/1,2.5,6.4,-0.8
1981/1/2,3.6,6.8,0.5
1981/1/3,1.6,3.6,0.7
1981/1/4,2.0,4.5,0.5
1981/1/5,0.5,2.2,0.0
1981/1/6,0.9,2.4,-0.2
1981/1/7,1.3,2.5,0.1
1981/1/8,1.2,2.5,0.0
1981/1/9,2.8,5.0,0.7
1981/1/10,2.3,5.2,0.7
1981/1/11,0.5,2.5,-0.1
1981/1/12,1.3,4.0,-0.3
1981/1/13,-0.3,2.0,-1.2
1981/1/14,0.4,2.0,-1.3
1981/1/15,0.8,4.0,-1.9
1981/1/16,-0.3,2.3,-2.3
1981/1/17,-0.3,1.7,-2.5
1981/1/18,0.3,4.1,-4.5
1981/1/19,1.7,2.5,0.5
1981/1/20,0.8,3.9,-0.2
1981/1/21,0.9,3.4,-1.0
1981/1/22,-0.3,1.8,-2.7
1981/1/23,0.8,4.6,-1.7
1981/1/24,2.5,4.4,-1.2
1981/1/25,2.5,5.4,0.7
1981/1/26,0.0,1.0,-1.9
1981/1/27,0.0,2.3,-2.7
1981/1/28,-0.1,3.5,-3.5
1981/1/29,0.3,4.0,-3.4
1981/1/30,1.1,4.1,-3.2
1981/1/31,0.3,7.1,-4.9
1981/2/1,2.1,5.4,-0.5
1981/2/2,2.6,4.8,0.1
1981/2/3,1.7,5.7,-1.2
1981/2/4,1.1,3.7,-1.2
1981/2/5,0.6,4.5,-3.6
1981/2/6,2.1,6.1,-1.1
1981/2/7,1.2,5.8,-3.4
1981/2/8,2.2,4.9,0.8
1981/2/9,2.3,5.9,0.7
1981/2/10,2.3,4.5,0.7
1981/2/11,2.1,4.7,0.6
1981/2/12,3.5,8.7,-1.4
1981/2/13,4.6,8.0,1.9
1981/2/14,4.7,9.8,1.2
1981/2/15,5.5,14.3,-0.4
1981/2/16,5.1,9.0,2.8
1981/2/17,1.2,3.3,-1.8
1981/2/18,2.6,9.6,-5.0
1981/2/19,3.6,6.3,1.4
1981/2/20,1.2,3.1,-1.2
1981/2/21,1.7,4.4,-1.5
1981/2/22,1.8,5.9,-2.0
1981/2/23,2.1,3.8,-0.2
1981/2/24,3.8,7.3,1.5
1981/2/25,-1.0,3.0,-3.0
1981/2/26,-3.3,-0.6,-4.9
1981/2/27,-0.8,2.8,-4.9
1981/2/28,-0.1,3.0,-4.3
1981/3/1,1.7,4.5,-1.8
1981/3/2,2.5,5.7,-1.4
1981/3/3,2.1,8.6,-5.8
1981/3/4,4.2,8.6,1.5
1981/3/5,3.4,8.2,0.5
1981/3/6,2.8,7.6,-0.6
1981/3/7,4.2,9.2,-1.2
1981/3/8,3.7,7.4,0.4
1981/3/9,3.2,6.4,1.3
1981/3/10,2.1,5.6,0.9
1981/3/11,2.7,7.1,-0.8
1981/3/12,5.6,14.5,-2.1
1981/3/13,7.8,12.9,2.0
1981/3/14,10.8,15.8,5.0
1981/3/15,6.6,11.1,3.0
1981/3/16,4.4,7.0,1.7
1981/3/17,4.4,9.6,-0.6
1981/3/18,5.9,13.1,-0.9
1981/3/19,9.4,18.3,1.9
1981/3/20,10.1,17.7,4.9
1981/3/21,6.3,10.5,4.0
1981/3/22,7.5,12.8,4.2
1981/3/23,7.0,10.9,2.6
1981/3/24,8.9,15.5,-0.8
1981/3/25,14.4,18.3,10.6
1981/3/26,8.3,12.8,4.0
1981/3/27,6.0,9.3,2.6
1981/3/28,5.4,11.3,0.6
1981/3/29,7.6,14.7,1.0
1981/3/30,7.3,11.8,3.5
1981/3/31,4.8,8.1,2.7
