ダウンロードした時刻：2019/10/10 15:53:03

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,5.6,10.8,0.3
1985/12/2,7.3,14.4,3.0
1985/12/3,7.5,14.2,2.3
1985/12/4,8.2,11.6,4.6
1985/12/5,9.9,16.5,5.1
1985/12/6,9.1,14.7,3.4
1985/12/7,9.9,14.2,5.4
1985/12/8,7.7,10.6,5.1
1985/12/9,5.5,10.1,2.3
1985/12/10,2.3,4.5,0.5
1985/12/11,3.9,7.9,1.2
1985/12/12,3.4,8.6,-0.7
1985/12/13,4.5,9.3,1.5
1985/12/14,5.6,10.3,1.5
1985/12/15,2.3,6.9,-0.3
1985/12/16,1.6,5.7,-1.5
1985/12/17,0.0,1.7,-2.7
1985/12/18,2.0,6.7,-3.2
1985/12/19,3.2,6.6,0.0
1985/12/20,3.8,7.8,1.1
1985/12/21,4.0,8.8,-0.5
1985/12/22,5.0,6.7,2.2
1985/12/23,6.8,12.0,2.4
1985/12/24,3.6,6.7,0.4
1985/12/25,3.1,7.3,-2.8
1985/12/26,6.1,12.0,0.4
1985/12/27,6.1,11.5,3.0
1985/12/28,4.7,11.6,-0.4
1985/12/29,6.1,13.5,-1.8
1985/12/30,8.6,9.9,7.1
1985/12/31,8.9,12.7,4.8
1986/1/1,3.7,8.2,1.7
1986/1/2,1.9,6.2,-0.1
1986/1/3,2.0,4.5,-0.5
1986/1/4,3.7,6.0,2.1
1986/1/5,1.1,4.5,-1.3
1986/1/6,0.3,3.8,-2.0
1986/1/7,1.5,6.8,-2.8
1986/1/8,3.0,8.0,-1.9
1986/1/9,1.9,5.3,-0.3
1986/1/10,1.3,6.3,-2.0
1986/1/11,1.0,6.4,-3.8
1986/1/12,0.9,6.4,-3.5
1986/1/13,-0.2,2.8,-3.5
1986/1/14,2.0,6.7,-2.5
1986/1/15,3.7,10.3,-2.0
1986/1/16,5.8,11.0,0.8
1986/1/17,5.9,11.5,1.8
1986/1/18,5.2,10.9,0.8
1986/1/19,4.6,12.3,-1.8
1986/1/20,5.8,12.6,-0.8
1986/1/21,5.6,10.1,1.8
1986/1/22,1.7,6.1,-1.2
1986/1/23,1.0,4.5,-1.7
1986/1/24,2.1,6.7,-0.2
1986/1/25,1.0,4.0,-1.2
1986/1/26,0.3,2.5,-0.5
1986/1/27,0.1,3.8,-1.5
1986/1/28,1.2,5.8,-3.1
1986/1/29,3.5,9.1,-0.2
1986/1/30,3.4,9.6,-1.9
1986/1/31,5.1,11.1,0.3
1986/2/1,3.2,8.6,-0.4
1986/2/2,2.6,8.9,-1.0
1986/2/3,2.8,9.4,-2.3
1986/2/4,1.8,6.2,-1.1
1986/2/5,1.2,4.9,-0.6
1986/2/6,1.3,5.9,-1.4
1986/2/7,1.2,7.3,-3.9
1986/2/8,1.7,7.1,-3.0
1986/2/9,1.6,6.7,-1.3
1986/2/10,1.8,6.2,-1.6
1986/2/11,1.6,5.5,-2.1
1986/2/12,3.5,9.6,-2.2
1986/2/13,4.6,10.5,-2.4
1986/2/14,6.1,8.9,3.4
1986/2/15,5.2,12.1,0.1
1986/2/16,0.0,4.3,-3.4
1986/2/17,2.1,7.5,-3.7
1986/2/18,0.7,2.9,-1.2
1986/2/19,4.5,9.8,1.2
1986/2/20,4.1,9.1,-0.7
1986/2/21,3.6,8.0,-0.3
1986/2/22,3.5,9.3,-0.4
1986/2/23,3.8,10.6,-2.0
1986/2/24,1.5,6.6,-1.4
1986/2/25,1.1,5.9,-2.0
1986/2/26,3.4,8.9,-2.1
1986/2/27,4.2,9.3,0.9
1986/2/28,-1.0,1.2,-2.5
1986/3/1,1.6,8.1,-4.9
1986/3/2,2.7,8.9,-2.1
1986/3/3,3.7,9.4,0.7
1986/3/4,3.6,9.7,-1.9
1986/3/5,2.2,8.1,-1.6
1986/3/6,6.6,14.4,0.0
1986/3/7,8.1,16.7,1.3
1986/3/8,8.8,17.0,1.0
1986/3/9,11.3,18.4,3.3
1986/3/10,10.9,13.9,8.7
1986/3/11,7.9,10.2,5.8
1986/3/12,7.9,13.1,3.7
1986/3/13,9.0,16.0,0.9
1986/3/14,8.4,9.8,7.7
1986/3/15,13.0,19.1,7.2
1986/3/16,10.0,14.1,4.7
1986/3/17,5.9,9.8,3.0
1986/3/18,6.7,11.2,0.9
1986/3/19,8.7,11.3,5.8
1986/3/20,7.1,10.0,4.7
1986/3/21,7.4,12.9,4.1
1986/3/22,7.6,13.0,1.6
1986/3/23,7.2,8.6,5.3
1986/3/24,7.6,10.9,4.9
1986/3/25,6.9,13.0,2.8
1986/3/26,7.7,15.8,-0.2
1986/3/27,10.7,17.7,2.3
1986/3/28,9.9,11.5,8.7
1986/3/29,11.1,16.6,7.1
1986/3/30,9.7,12.9,5.1
1986/3/31,10.0,15.1,5.4
