ダウンロードした時刻：2017/07/24 15:37:46

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/1/1,-3.5,0.6,-6.5
2003/1/2,-4.2,-2.3,-7.6
2003/1/3,-4.1,-0.1,-9.8
2003/1/4,1.0,5.5,-1.8
2003/1/5,-3.2,-1.7,-4.7
2003/1/6,-2.3,0.2,-4.7
2003/1/7,-1.2,2.7,-4.3
2003/1/8,-0.2,3.4,-3.7
2003/1/9,-0.8,4.8,-6.2
2003/1/10,2.4,4.7,-0.6
2003/1/11,0.8,3.8,-1.4
2003/1/12,1.4,6.1,-2.7
2003/1/13,2.7,9.2,-5.2
2003/1/14,4.3,7.7,0.7
2003/1/15,-2.9,0.8,-5.6
2003/1/16,0.6,4.7,-6.7
2003/1/17,4.3,7.8,0.3
2003/1/18,-0.1,3.2,-3.3
2003/1/19,1.1,3.1,-1.5
2003/1/20,-0.3,3.4,-2.4
2003/1/21,-1.8,1.7,-3.1
2003/1/22,-1.3,2.4,-3.1
2003/1/23,-2.9,-0.1,-5.8
2003/1/24,-0.8,2.7,-3.3
2003/1/25,-0.2,2.1,-2.3
2003/1/26,-0.3,3.9,-2.8
2003/1/27,0.0,1.4,-2.0
2003/1/28,2.9,7.3,0.3
2003/1/29,-2.6,0.8,-5.0
2003/1/30,-2.9,-0.4,-4.8
2003/1/31,-2.2,0.2,-4.7
2003/2/1,-2.0,1.6,-5.8
2003/2/2,-2.4,2.1,-6.5
2003/2/3,-1.6,3.3,-6.6
2003/2/4,-0.4,2.6,-2.7
2003/2/5,-1.7,1.5,-3.2
2003/2/6,-1.7,1.8,-6.1
2003/2/7,4.7,8.4,-0.4
2003/2/8,5.3,10.1,1.9
2003/2/9,3.5,6.9,1.1
2003/2/10,3.4,8.8,-0.7
2003/2/11,2.6,5.0,1.4
2003/2/12,-0.5,2.3,-2.9
2003/2/13,-1.7,1.6,-3.4
2003/2/14,-0.4,3.9,-3.5
2003/2/15,1.8,6.4,-2.0
2003/2/16,-0.1,2.7,-3.5
2003/2/17,2.1,5.7,-1.3
2003/2/18,1.0,5.9,-3.7
2003/2/19,1.1,6.7,-4.5
2003/2/20,2.1,6.8,-2.0
2003/2/21,1.4,5.4,-1.2
2003/2/22,1.3,6.0,-3.0
2003/2/23,2.1,5.5,-1.1
2003/2/24,-0.4,3.4,-3.7
2003/2/25,0.6,4.9,-2.8
2003/2/26,3.3,8.9,-2.2
2003/2/27,-0.5,3.2,-2.7
2003/2/28,0.3,6.0,-5.0
2003/3/1,0.8,5.0,-3.4
2003/3/2,3.8,9.0,0.2
2003/3/3,3.6,10.6,-1.3
2003/3/4,-3.0,0.2,-5.3
2003/3/5,-1.0,3.2,-6.0
2003/3/6,2.4,6.0,-1.1
2003/3/7,1.5,3.1,0.0
2003/3/8,1.0,3.1,0.0
2003/3/9,1.0,4.8,-0.9
2003/3/10,-0.1,5.0,-2.3
2003/3/11,-1.5,1.4,-3.3
2003/3/12,0.1,4.7,-3.9
2003/3/13,0.8,6.3,-2.8
2003/3/14,2.6,8.7,-2.7
2003/3/15,2.6,9.1,-1.7
2003/3/16,4.4,10.6,-0.7
2003/3/17,3.1,8.5,0.1
2003/3/18,3.3,8.6,-1.8
2003/3/19,2.4,7.3,0.0
2003/3/20,1.5,6.4,-0.7
2003/3/21,2.0,7.9,-1.8
2003/3/22,3.1,10.0,-3.4
2003/3/23,3.8,12.0,-3.0
2003/3/24,6.8,15.5,-0.1
2003/3/25,7.6,12.5,3.1
2003/3/26,7.3,14.6,1.1
2003/3/27,8.3,16.1,2.2
2003/3/28,6.5,10.3,3.2
2003/3/29,5.6,9.8,2.5
2003/3/30,6.6,12.5,0.6
2003/3/31,7.8,14.4,2.2
2003/4/1,7.1,13.5,1.9
2003/4/2,6.8,12.8,0.6
2003/4/3,7.2,15.9,0.7
2003/4/4,7.5,15.4,0.9
2003/4/5,5.0,6.2,4.0
2003/4/6,7.1,10.9,4.3
2003/4/7,11.4,18.1,6.4
2003/4/8,9.5,12.6,6.2
2003/4/9,7.8,12.6,2.9
2003/4/10,6.0,11.8,0.4
2003/4/11,8.3,16.9,-1.0
2003/4/12,10.1,14.4,7.6
2003/4/13,12.0,18.6,7.1
2003/4/14,10.3,16.2,5.0
2003/4/15,10.5,17.6,4.6
2003/4/16,12.7,21.4,5.1
2003/4/17,16.4,27.1,6.3
2003/4/18,18.8,23.8,13.4
2003/4/19,15.2,20.4,9.8
2003/4/20,8.4,12.2,6.2
2003/4/21,8.0,12.2,6.0
2003/4/22,9.8,16.2,2.6
2003/4/23,9.4,11.3,7.1
2003/4/24,11.8,16.1,9.6
2003/4/25,11.4,14.2,9.3
2003/4/26,13.6,21.7,9.5
2003/4/27,12.9,19.4,7.1
2003/4/28,15.5,24.9,6.3
2003/4/29,18.5,28.5,8.7
2003/4/30,13.3,19.6,8.1
2003/5/1,10.0,15.4,4.0
