ダウンロードした時刻：2019/10/10 15:58:59

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,8.3,11.0,4.9
1984/12/2,10.5,15.8,5.7
1984/12/3,10.2,14.8,5.1
1984/12/4,9.3,13.7,4.4
1984/12/5,13.6,19.8,5.3
1984/12/6,9.4,17.2,5.8
1984/12/7,7.2,9.8,5.5
1984/12/8,7.5,11.5,3.0
1984/12/9,8.1,13.5,2.5
1984/12/10,10.7,14.4,5.9
1984/12/11,10.5,11.5,9.3
1984/12/12,14.8,18.4,11.1
1984/12/13,13.8,16.2,11.7
1984/12/14,13.3,17.8,8.8
1984/12/15,7.8,11.4,5.5
1984/12/16,5.3,7.6,2.1
1984/12/17,7.1,10.4,2.0
1984/12/18,7.7,12.2,5.0
1984/12/19,7.5,10.2,5.2
1984/12/20,6.8,8.7,4.7
1984/12/21,6.6,10.0,3.5
1984/12/22,8.7,12.5,5.1
1984/12/23,5.3,7.7,3.3
1984/12/24,4.8,9.4,0.3
1984/12/25,2.4,5.6,-1.1
1984/12/26,3.0,6.4,0.3
1984/12/27,3.8,7.6,-0.7
1984/12/28,4.3,8.3,-0.1
1984/12/29,3.8,7.0,0.8
1984/12/30,3.5,8.0,-0.8
1984/12/31,4.0,9.1,0.0
1985/1/1,4.7,9.4,-0.2
1985/1/2,5.1,9.8,1.4
1985/1/3,3.8,5.8,1.5
1985/1/4,4.5,9.3,1.7
1985/1/5,3.0,7.2,0.4
1985/1/6,2.5,6.4,-0.8
1985/1/7,3.3,6.6,-0.4
1985/1/8,4.6,8.3,0.8
1985/1/9,4.8,9.3,0.9
1985/1/10,6.8,12.1,2.6
1985/1/11,7.8,10.8,4.6
1985/1/12,4.7,8.0,2.4
1985/1/13,5.1,9.3,0.6
1985/1/14,3.3,8.4,-0.4
1985/1/15,2.5,6.0,-1.2
1985/1/16,6.6,13.5,-1.1
1985/1/17,2.6,6.1,0.3
1985/1/18,2.1,5.4,-1.8
1985/1/19,3.2,6.9,-0.9
1985/1/20,6.4,11.5,2.5
1985/1/21,5.3,8.9,2.8
1985/1/22,5.5,8.6,1.5
1985/1/23,6.2,11.4,1.2
1985/1/24,3.8,5.6,2.5
1985/1/25,2.6,6.1,0.6
1985/1/26,2.1,7.0,-2.2
1985/1/27,2.6,5.0,-1.3
1985/1/28,5.7,12.1,0.6
1985/1/29,2.5,4.9,0.3
1985/1/30,0.9,3.9,-2.5
1985/1/31,3.3,7.8,-2.4
1985/2/1,7.2,13.4,-1.3
1985/2/2,7.5,11.6,3.9
1985/2/3,6.3,10.7,2.3
1985/2/4,7.6,10.5,3.1
1985/2/5,5.6,8.0,4.7
1985/2/6,8.4,10.7,4.8
1985/2/7,10.2,14.0,7.0
1985/2/8,6.9,9.9,4.8
1985/2/9,5.5,8.9,3.5
1985/2/10,9.1,14.7,6.8
1985/2/11,7.4,11.4,4.9
1985/2/12,7.7,10.1,4.5
1985/2/13,7.2,13.5,2.9
1985/2/14,4.6,7.9,2.1
1985/2/15,5.4,9.9,1.8
1985/2/16,7.0,9.2,3.1
1985/2/17,7.4,11.8,4.7
1985/2/18,7.3,10.1,3.9
1985/2/19,4.4,7.8,2.9
1985/2/20,7.1,9.6,3.3
1985/2/21,6.9,13.5,2.9
1985/2/22,4.6,8.5,0.6
1985/2/23,4.9,8.2,0.3
1985/2/24,4.6,8.5,1.5
1985/2/25,5.6,9.6,1.7
1985/2/26,5.9,8.9,2.4
1985/2/27,5.9,8.6,3.2
1985/2/28,3.1,4.8,1.6
1985/3/1,6.9,10.5,3.7
1985/3/2,6.8,7.9,5.9
1985/3/3,8.5,14.4,4.9
1985/3/4,6.1,8.5,3.1
1985/3/5,5.8,7.4,4.6
1985/3/6,6.0,8.0,5.0
1985/3/7,7.2,10.2,4.2
1985/3/8,10.3,15.0,6.4
1985/3/9,11.3,17.9,6.3
1985/3/10,7.5,11.0,6.0
1985/3/11,2.1,6.1,1.4
1985/3/12,6.0,8.2,1.3
1985/3/13,7.3,10.3,4.1
1985/3/14,4.9,8.0,2.0
1985/3/15,5.5,9.0,3.9
1985/3/16,6.2,9.2,3.4
1985/3/17,5.5,7.5,3.8
1985/3/18,11.8,17.0,6.2
1985/3/19,6.8,10.9,4.3
1985/3/20,8.0,11.6,4.6
1985/3/21,7.5,8.9,5.6
1985/3/22,9.6,13.7,5.1
1985/3/23,6.2,7.4,5.1
1985/3/24,7.1,10.5,4.1
1985/3/25,10.8,15.6,4.6
1985/3/26,15.9,20.3,10.8
1985/3/27,6.9,11.0,4.3
1985/3/28,8.9,11.9,6.0
1985/3/29,10.1,12.2,7.7
1985/3/30,10.2,14.6,7.5
1985/3/31,7.0,11.5,4.2
