ダウンロードした時刻：2019/10/10 16:04:52

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,14.5,18.7,9.5
1990/12/2,9.1,11.5,7.0
1990/12/3,8.3,9.8,7.1
1990/12/4,8.5,13.2,3.9
1990/12/5,8.5,15.5,2.7
1990/12/6,9.0,16.7,3.3
1990/12/7,11.1,18.1,6.3
1990/12/8,11.3,18.9,5.6
1990/12/9,11.5,17.6,5.4
1990/12/10,11.4,17.4,7.4
1990/12/11,10.1,14.9,5.6
1990/12/12,7.0,9.9,5.2
1990/12/13,7.6,13.2,4.4
1990/12/14,11.2,13.4,7.6
1990/12/15,8.0,11.5,5.5
1990/12/16,6.7,9.1,4.4
1990/12/17,6.9,10.5,4.2
1990/12/18,5.5,8.2,3.2
1990/12/19,7.0,9.1,4.5
1990/12/20,7.4,11.0,2.8
1990/12/21,9.2,14.3,4.7
1990/12/22,10.3,14.2,4.6
1990/12/23,5.0,6.7,3.5
1990/12/24,5.6,6.8,4.5
1990/12/25,7.2,11.4,2.8
1990/12/26,5.5,10.6,-0.7
1990/12/27,4.6,7.2,-0.8
1990/12/28,4.6,8.0,2.5
1990/12/29,3.9,5.7,2.2
1990/12/30,4.0,10.1,0.6
1990/12/31,6.7,12.6,0.3
1991/1/1,9.6,11.3,8.1
1991/1/2,8.7,10.0,6.6
1991/1/3,4.7,6.7,2.8
1991/1/4,3.6,5.7,1.9
1991/1/5,2.1,5.5,-1.2
1991/1/6,1.2,3.5,-0.9
1991/1/7,3.7,7.9,0.8
1991/1/8,2.7,6.8,0.6
1991/1/9,4.2,6.6,1.6
1991/1/10,5.3,8.4,1.6
1991/1/11,4.6,8.7,2.6
1991/1/12,3.5,9.6,1.0
1991/1/13,1.7,4.9,0.2
1991/1/14,1.1,2.6,0.1
1991/1/15,1.6,3.6,0.4
1991/1/16,4.1,9.5,0.9
1991/1/17,6.6,10.5,3.7
1991/1/18,4.7,6.1,2.8
1991/1/19,4.9,9.6,0.6
1991/1/20,6.0,13.1,-0.3
1991/1/21,7.2,8.7,5.3
1991/1/22,7.4,9.7,4.4
1991/1/23,3.7,6.0,0.1
1991/1/24,4.8,9.6,-1.2
1991/1/25,6.8,9.8,2.8
1991/1/26,3.1,5.4,1.2
1991/1/27,2.0,4.5,0.5
1991/1/28,3.4,5.3,1.3
1991/1/29,2.9,5.3,1.3
1991/1/30,3.8,5.5,1.7
1991/1/31,3.0,6.6,1.4
1991/2/1,3.6,9.3,0.6
1991/2/2,2.4,5.8,0.4
1991/2/3,3.0,7.0,1.2
1991/2/4,4.6,9.1,1.4
1991/2/5,3.5,5.6,1.3
1991/2/6,4.8,9.2,0.4
1991/2/7,5.4,10.3,2.1
1991/2/8,4.2,7.2,1.3
1991/2/9,3.6,9.3,-1.9
1991/2/10,9.6,14.2,4.7
1991/2/11,7.4,11.2,5.3
1991/2/12,6.8,9.6,4.4
1991/2/13,5.0,8.4,0.7
1991/2/14,6.4,12.6,0.1
1991/2/15,10.7,17.3,5.9
1991/2/16,5.3,9.4,2.2
1991/2/17,3.3,6.5,0.7
1991/2/18,4.1,6.2,0.3
1991/2/19,1.9,6.4,-0.4
1991/2/20,1.0,5.1,-1.3
1991/2/21,0.5,3.9,-2.8
1991/2/22,-0.7,2.7,-2.9
1991/2/23,-1.2,1.4,-3.4
1991/2/24,-2.3,-0.6,-3.6
1991/2/25,1.1,5.2,-2.3
1991/2/26,1.5,8.6,-4.1
1991/2/27,5.3,13.1,-2.6
1991/2/28,8.2,11.8,4.7
1991/3/1,4.5,8.6,0.3
1991/3/2,4.1,9.7,-0.7
1991/3/3,4.4,10.5,-0.1
1991/3/4,8.0,15.3,-1.2
1991/3/5,10.9,17.1,7.3
1991/3/6,10.8,16.4,7.0
1991/3/7,7.3,9.9,5.1
1991/3/8,5.7,14.5,2.9
1991/3/9,9.5,14.8,6.9
1991/3/10,7.5,10.4,5.6
1991/3/11,6.5,7.9,4.9
1991/3/12,7.6,11.6,3.6
1991/3/13,7.2,12.3,1.1
1991/3/14,4.0,7.9,1.1
1991/3/15,4.1,7.3,1.4
1991/3/16,4.9,10.0,2.6
1991/3/17,5.7,8.3,4.0
1991/3/18,6.3,13.0,0.2
1991/3/19,11.0,21.0,2.3
1991/3/20,13.5,17.9,8.1
1991/3/21,6.9,9.8,4.9
1991/3/22,7.7,11.1,4.1
1991/3/23,10.6,11.5,9.4
1991/3/24,9.7,14.2,5.6
1991/3/25,9.6,13.9,6.0
1991/3/26,10.0,15.7,4.6
1991/3/27,13.1,19.9,9.6
1991/3/28,8.2,9.7,6.8
1991/3/29,9.5,13.4,6.5
1991/3/30,10.2,13.7,7.8
1991/3/31,8.3,11.2,5.3
