ダウンロードした時刻：2017/07/24 15:45:00

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/1/1,5.9,7.7,3.7
1998/1/2,8.5,13.4,4.8
1998/1/3,7.8,14.3,2.7
1998/1/4,8.9,11.6,6.4
1998/1/5,6.5,9.6,3.6
1998/1/6,7.1,10.7,3.4
1998/1/7,6.4,11.1,1.8
1998/1/8,7.0,8.7,5.6
1998/1/9,7.4,10.0,3.7
1998/1/10,5.4,8.6,1.4
1998/1/11,5.5,6.7,4.3
1998/1/12,5.7,8.5,4.0
1998/1/13,6.3,11.1,2.6
1998/1/14,6.4,9.0,4.5
1998/1/15,7.0,9.4,5.3
1998/1/16,8.4,11.5,6.0
1998/1/17,8.4,13.1,2.8
1998/1/18,10.0,11.5,8.5
1998/1/19,4.2,8.5,1.1
1998/1/20,3.9,7.5,1.1
1998/1/21,5.7,9.8,2.4
1998/1/22,5.3,8.7,1.6
1998/1/23,4.2,5.6,2.1
1998/1/24,1.9,5.1,0.1
1998/1/25,2.7,5.2,-0.4
1998/1/26,4.2,9.1,-0.5
1998/1/27,6.1,9.9,2.7
1998/1/28,5.1,9.0,2.1
1998/1/29,4.1,7.2,0.9
1998/1/30,4.7,10.9,-1.1
1998/1/31,7.6,12.2,3.2
1998/2/1,5.1,6.8,2.1
1998/2/2,5.6,10.3,0.2
1998/2/3,4.4,7.1,1.6
1998/2/4,5.6,8.2,2.4
1998/2/5,3.8,8.0,-1.0
1998/2/6,5.4,11.6,0.7
1998/2/7,4.0,8.2,1.0
1998/2/8,4.2,9.6,0.1
1998/2/9,5.3,9.0,1.9
1998/2/10,6.9,11.9,1.1
1998/2/11,5.9,11.4,-0.3
1998/2/12,12.9,20.8,5.3
1998/2/13,14.6,21.1,10.1
1998/2/14,13.2,20.7,7.9
1998/2/15,7.2,10.0,4.7
1998/2/16,6.9,12.0,1.4
1998/2/17,6.8,9.5,4.2
1998/2/18,6.8,10.7,4.1
1998/2/19,10.7,16.4,3.5
1998/2/20,12.4,14.2,10.9
1998/2/21,10.0,12.8,6.7
1998/2/22,8.3,13.0,5.3
1998/2/23,9.5,15.4,2.7
1998/2/24,9.9,11.8,9.1
1998/2/25,11.5,15.3,9.2
1998/2/26,11.0,14.5,9.3
1998/2/27,10.1,14.4,6.0
1998/2/28,9.5,15.1,5.7
1998/3/1,8.8,11.5,7.1
1998/3/2,8.8,12.3,5.7
1998/3/3,9.3,15.5,3.3
1998/3/4,10.3,15.1,4.7
1998/3/5,7.5,10.5,5.6
1998/3/6,9.3,14.1,5.7
1998/3/7,7.9,11.1,5.1
1998/3/8,7.7,12.4,3.2
1998/3/9,10.9,17.0,5.9
1998/3/10,8.8,11.6,7.1
1998/3/11,10.2,14.3,6.9
1998/3/12,11.9,15.5,9.5
1998/3/13,11.3,15.2,7.3
1998/3/14,12.3,17.9,5.8
1998/3/15,7.6,11.7,4.1
1998/3/16,7.4,13.0,2.1
1998/3/17,8.9,15.0,3.3
1998/3/18,8.2,12.9,4.4
1998/3/19,12.5,17.1,4.1
1998/3/20,13.8,18.7,7.9
1998/3/21,9.2,12.6,6.6
1998/3/22,9.5,13.2,6.8
1998/3/23,8.5,12.6,4.2
1998/3/24,9.6,14.3,6.7
1998/3/25,10.6,14.9,6.8
1998/3/26,12.1,17.1,5.6
1998/3/27,15.8,19.1,12.0
1998/3/28,15.2,19.8,11.9
1998/3/29,15.6,23.4,9.7
1998/3/30,16.2,23.0,9.7
1998/3/31,15.9,22.4,10.4
1998/4/1,8.5,11.8,6.4
1998/4/2,9.3,12.5,7.3
1998/4/3,9.2,14.0,4.3
1998/4/4,11.8,17.3,4.4
1998/4/5,16.3,21.7,9.3
1998/4/6,16.4,18.7,14.7
1998/4/7,17.2,22.3,14.0
1998/4/8,14.8,17.4,12.1
1998/4/9,15.5,16.9,14.6
1998/4/10,17.2,22.5,12.8
1998/4/11,19.0,26.2,12.4
1998/4/12,20.8,26.2,13.9
1998/4/13,22.4,24.3,20.4
1998/4/14,21.7,24.4,18.6
1998/4/15,18.5,22.9,15.9
1998/4/16,17.7,22.2,13.6
1998/4/17,17.9,22.3,14.8
1998/4/18,16.2,20.2,13.6
1998/4/19,18.0,23.7,14.1
1998/4/20,19.8,26.5,12.8
1998/4/21,20.4,24.1,16.1
1998/4/22,20.5,22.7,18.8
1998/4/23,20.4,23.8,18.6
1998/4/24,22.0,25.7,18.4
1998/4/25,21.2,27.1,17.7
1998/4/26,18.2,21.9,15.2
1998/4/27,19.2,25.9,13.4
1998/4/28,22.1,26.9,17.5
1998/4/29,23.1,26.8,19.1
1998/4/30,22.9,27.8,18.8
1998/5/1,22.9,26.6,18.2
