ダウンロードした時刻：2019/10/10 15:45:13

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,14.6,19.0,11.2
1990/12/2,10.0,12.8,7.7
1990/12/3,7.3,10.7,5.6
1990/12/4,8.2,11.7,5.5
1990/12/5,8.8,14.7,6.0
1990/12/6,9.9,16.6,5.7
1990/12/7,11.1,18.3,6.3
1990/12/8,12.4,19.5,8.1
1990/12/9,12.2,17.9,7.0
1990/12/10,11.3,16.2,7.9
1990/12/11,10.1,17.3,6.1
1990/12/12,6.8,10.0,4.5
1990/12/13,5.7,10.3,2.3
1990/12/14,10.0,13.5,2.2
1990/12/15,5.8,9.1,4.3
1990/12/16,4.5,7.3,2.5
1990/12/17,4.4,8.0,1.4
1990/12/18,4.7,6.7,1.9
1990/12/19,4.5,6.9,2.0
1990/12/20,5.6,9.0,1.3
1990/12/21,9.2,14.9,5.1
1990/12/22,9.6,14.9,4.4
1990/12/23,3.6,11.4,1.2
1990/12/24,2.8,5.3,1.1
1990/12/25,5.0,9.6,1.8
1990/12/26,4.6,9.6,0.4
1990/12/27,2.8,6.0,0.1
1990/12/28,3.2,6.8,0.6
1990/12/29,3.1,4.6,1.8
1990/12/30,3.4,8.2,0.9
1990/12/31,4.8,9.6,-0.5
1991/1/1,7.5,9.7,5.2
1991/1/2,7.2,8.4,5.7
1991/1/3,4.2,7.9,1.4
1991/1/4,1.4,2.5,0.3
1991/1/5,0.8,2.2,-0.2
1991/1/6,0.2,2.0,-0.7
1991/1/7,1.5,4.1,-0.1
1991/1/8,1.4,4.1,0.3
1991/1/9,1.2,3.7,0.3
1991/1/10,2.4,3.5,1.2
1991/1/11,2.5,5.1,0.7
1991/1/12,3.2,7.0,0.5
1991/1/13,2.2,4.5,0.4
1991/1/14,1.6,4.1,0.3
1991/1/15,0.6,1.4,0.0
1991/1/16,2.0,5.4,0.3
1991/1/17,3.4,6.8,0.9
1991/1/18,0.0,1.5,-0.9
1991/1/19,2.1,8.0,-1.1
1991/1/20,2.5,9.3,-3.3
1991/1/21,2.9,6.3,-0.9
1991/1/22,3.4,6.2,0.6
1991/1/23,0.5,2.3,-1.4
1991/1/24,1.7,6.9,-4.0
1991/1/25,4.7,6.7,1.5
1991/1/26,1.6,3.7,0.1
1991/1/27,1.5,5.1,0.3
1991/1/28,0.2,2.9,-1.4
1991/1/29,0.0,5.0,-3.2
1991/1/30,1.2,5.2,-2.1
1991/1/31,2.1,4.9,0.7
1991/2/1,1.1,2.0,0.3
1991/2/2,0.1,1.5,-0.7
1991/2/3,0.9,3.9,-0.9
1991/2/4,1.5,4.9,-0.1
1991/2/5,0.5,2.1,-0.7
1991/2/6,2.0,4.3,-0.8
1991/2/7,3.1,7.0,1.2
1991/2/8,1.6,4.6,-0.5
1991/2/9,1.9,6.8,-1.6
1991/2/10,4.7,9.5,-1.2
1991/2/11,5.6,9.7,2.8
1991/2/12,3.1,6.3,1.3
1991/2/13,2.8,6.2,-0.1
1991/2/14,3.4,9.1,-2.6
1991/2/15,7.6,12.4,2.5
1991/2/16,5.2,8.0,2.9
1991/2/17,1.8,4.3,-0.4
1991/2/18,1.8,4.1,-1.2
1991/2/19,1.0,3.7,-0.4
1991/2/20,1.1,5.9,-2.3
1991/2/21,0.2,4.7,-1.0
1991/2/22,-0.2,2.5,-2.6
1991/2/23,-2.1,-0.2,-2.7
1991/2/24,-2.2,-0.4,-3.8
1991/2/25,-0.9,2.0,-3.9
1991/2/26,2.1,6.6,-2.2
1991/2/27,4.6,10.6,1.3
1991/2/28,5.9,8.3,1.8
1991/3/1,2.1,3.4,1.3
1991/3/2,3.3,7.4,-0.4
1991/3/3,3.5,8.7,0.4
1991/3/4,6.3,14.0,-1.0
1991/3/5,8.6,14.3,3.8
1991/3/6,9.8,17.8,3.7
1991/3/7,5.4,8.3,3.2
1991/3/8,4.3,6.1,2.6
1991/3/9,7.2,10.7,4.0
1991/3/10,6.0,8.5,3.7
1991/3/11,4.3,5.8,3.2
1991/3/12,6.6,11.4,4.1
1991/3/13,5.9,8.8,3.6
1991/3/14,2.1,5.7,-0.9
1991/3/15,1.9,5.7,-1.4
1991/3/16,1.5,2.9,0.4
1991/3/17,4.0,7.2,1.7
1991/3/18,4.5,8.9,0.3
1991/3/19,11.9,19.9,1.7
1991/3/20,12.1,17.0,6.3
1991/3/21,5.0,7.0,3.2
1991/3/22,5.3,7.8,1.3
1991/3/23,9.5,11.7,7.0
1991/3/24,9.5,13.2,6.2
1991/3/25,8.1,11.9,4.1
1991/3/26,8.5,11.6,5.5
1991/3/27,7.9,9.2,6.1
1991/3/28,7.3,8.8,6.0
1991/3/29,6.7,9.4,3.5
1991/3/30,8.7,15.4,2.1
1991/3/31,6.6,8.1,4.8
