ダウンロードした時刻：2019/10/10 16:00:06

,尾鷲,尾鷲,尾鷲
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,10.3,15.0,5.7
1999/12/2,10.5,14.0,7.3
1999/12/3,8.9,14.6,3.5
1999/12/4,9.0,16.6,2.0
1999/12/5,13.3,17.7,8.9
1999/12/6,12.5,17.1,9.0
1999/12/7,8.9,11.7,3.8
1999/12/8,7.5,14.1,2.6
1999/12/9,9.8,15.9,4.2
1999/12/10,9.7,16.9,4.9
1999/12/11,10.7,16.9,5.2
1999/12/12,7.3,13.4,2.5
1999/12/13,9.2,14.9,3.5
1999/12/14,9.3,15.7,4.6
1999/12/15,8.4,13.8,3.8
1999/12/16,7.8,14.3,2.9
1999/12/17,11.3,16.8,4.2
1999/12/18,9.4,12.3,6.0
1999/12/19,5.5,9.1,0.9
1999/12/20,3.8,9.5,0.0
1999/12/21,4.9,8.0,1.3
1999/12/22,3.8,10.9,-0.7
1999/12/23,4.2,11.2,-1.4
1999/12/24,5.3,12.5,0.6
1999/12/25,7.0,12.3,2.4
1999/12/26,7.1,11.2,3.3
1999/12/27,6.1,11.7,0.7
1999/12/28,6.7,13.6,0.7
1999/12/29,8.7,16.2,3.6
1999/12/30,9.4,15.9,4.3
1999/12/31,8.8,15.3,4.1
2000/1/1,7.7,14.6,2.9
2000/1/2,7.5,12.6,2.3
2000/1/3,10.0,17.9,4.5
2000/1/4,7.9,14.9,2.1
2000/1/5,8.8,13.9,2.6
2000/1/6,11.9,14.2,9.7
2000/1/7,11.8,17.8,4.4
2000/1/8,6.4,11.4,2.3
2000/1/9,7.8,12.7,3.0
2000/1/10,10.9,17.9,4.7
2000/1/11,6.3,12.7,2.3
2000/1/12,8.4,12.3,3.4
2000/1/13,12.6,14.3,10.4
2000/1/14,11.2,15.8,6.4
2000/1/15,8.1,14.3,2.5
2000/1/16,8.2,12.2,2.8
2000/1/17,9.8,14.4,6.3
2000/1/18,7.4,13.1,2.6
2000/1/19,7.4,13.9,0.9
2000/1/20,4.9,8.9,1.9
2000/1/21,2.6,6.4,0.4
2000/1/22,4.0,9.1,-2.2
2000/1/23,6.9,8.9,4.9
2000/1/24,10.2,14.7,6.9
2000/1/25,7.7,12.9,1.4
2000/1/26,3.0,7.5,-0.1
2000/1/27,2.8,8.4,-1.8
2000/1/28,3.0,10.0,-2.5
2000/1/29,4.4,11.6,-1.5
2000/1/30,8.7,15.0,2.5
2000/1/31,6.5,10.5,3.3
2000/2/1,4.2,10.0,-0.7
2000/2/2,5.8,12.2,0.1
2000/2/3,6.6,12.8,0.9
2000/2/4,5.2,9.1,-0.3
2000/2/5,5.4,12.7,-1.5
2000/2/6,7.3,9.0,3.9
2000/2/7,8.4,13.6,4.5
2000/2/8,5.2,11.7,1.2
2000/2/9,3.9,7.3,1.9
2000/2/10,4.0,10.0,-0.1
2000/2/11,6.5,14.3,-0.2
2000/2/12,7.2,13.6,1.2
2000/2/13,8.5,14.8,2.2
2000/2/14,7.9,10.3,5.8
2000/2/15,4.9,10.7,1.5
2000/2/16,2.1,6.1,-0.9
2000/2/17,4.1,8.9,-0.9
2000/2/18,4.5,9.6,0.0
2000/2/19,5.0,8.8,1.4
2000/2/20,6.7,12.3,3.8
2000/2/21,4.6,9.4,0.9
2000/2/22,4.8,9.6,1.9
2000/2/23,4.5,9.2,-0.9
2000/2/24,7.1,12.4,2.9
2000/2/25,3.4,8.2,-0.3
2000/2/26,2.4,5.7,0.0
2000/2/27,5.5,10.7,0.5
2000/2/28,5.3,13.2,-1.6
2000/2/29,3.6,8.8,0.0
2000/3/1,4.8,11.8,-1.4
2000/3/2,7.8,15.1,1.4
2000/3/3,10.1,17.4,2.6
2000/3/4,12.1,15.5,9.0
2000/3/5,12.1,16.9,6.8
2000/3/6,10.4,18.1,5.2
2000/3/7,10.2,17.3,4.6
2000/3/8,7.1,12.2,2.8
2000/3/9,6.3,11.4,0.3
2000/3/10,6.3,11.3,-0.1
2000/3/11,7.0,11.7,3.8
2000/3/12,7.5,14.3,4.3
2000/3/13,9.0,16.3,3.3
2000/3/14,8.4,16.2,0.8
2000/3/15,9.3,15.0,2.3
2000/3/16,12.5,19.9,7.4
2000/3/17,8.3,12.9,2.4
2000/3/18,8.5,16.5,0.4
2000/3/19,10.6,15.8,7.6
2000/3/20,10.6,15.5,4.9
2000/3/21,9.0,15.4,2.2
2000/3/22,10.4,17.2,5.4
2000/3/23,10.8,16.1,3.7
2000/3/24,12.3,15.9,8.2
2000/3/25,9.3,12.8,4.4
2000/3/26,10.1,14.5,4.0
2000/3/27,9.7,16.4,3.2
2000/3/28,12.4,18.5,7.3
2000/3/29,13.2,17.9,8.0
2000/3/30,11.9,17.3,7.8
2000/3/31,12.2,17.6,7.0
