ダウンロードした時刻：2017/07/24 15:44:01

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,7.5,14.3,2.5
1997/1/2,6.8,11.1,2.3
1997/1/3,3.8,7.0,2.1
1997/1/4,3.7,6.1,0.2
1997/1/5,1.7,4.8,-2.1
1997/1/6,4.7,7.9,2.1
1997/1/7,3.4,5.8,0.4
1997/1/8,3.3,6.2,0.4
1997/1/9,2.8,4.6,1.0
1997/1/10,3.4,7.3,0.8
1997/1/11,3.7,6.7,0.8
1997/1/12,4.1,8.6,0.8
1997/1/13,3.6,9.0,0.2
1997/1/14,3.4,6.7,-0.7
1997/1/15,4.8,7.8,0.7
1997/1/16,3.5,8.2,-0.4
1997/1/17,4.3,10.7,0.0
1997/1/18,5.2,9.3,1.9
1997/1/19,5.1,7.6,1.8
1997/1/20,5.1,10.9,0.8
1997/1/21,2.8,9.6,-4.1
1997/1/22,-0.9,1.5,-4.5
1997/1/23,2.3,4.5,0.4
1997/1/24,2.2,3.4,0.9
1997/1/25,1.5,3.1,0.3
1997/1/26,2.3,4.7,0.5
1997/1/27,3.6,7.9,0.8
1997/1/28,4.5,9.6,-0.5
1997/1/29,2.9,5.7,0.4
1997/1/30,0.8,2.0,-0.4
1997/1/31,2.2,5.0,0.0
1997/2/1,2.0,5.8,-0.6
1997/2/2,2.7,4.6,0.6
1997/2/3,2.2,5.5,0.4
1997/2/4,2.1,4.3,0.1
1997/2/5,3.7,7.5,0.6
1997/2/6,3.0,6.7,-0.7
1997/2/7,4.3,6.5,2.0
1997/2/8,4.4,8.5,-0.5
1997/2/9,5.2,10.9,0.2
1997/2/10,5.0,9.9,-0.1
1997/2/11,2.5,5.3,0.3
1997/2/12,1.6,3.6,0.3
1997/2/13,2.0,4.3,0.4
1997/2/14,2.5,6.7,-0.8
1997/2/15,3.7,7.3,-0.8
1997/2/16,5.4,10.4,2.6
1997/2/17,3.8,6.3,2.0
1997/2/18,2.2,4.8,0.8
1997/2/19,1.4,4.0,-1.1
1997/2/20,4.6,9.7,0.9
1997/2/21,2.1,6.3,-2.0
1997/2/22,-0.3,1.4,-2.4
1997/2/23,2.9,6.9,-0.2
1997/2/24,3.5,10.2,-2.7
1997/2/25,3.9,7.6,-1.1
1997/2/26,7.4,9.5,5.7
1997/2/27,6.2,9.6,2.0
1997/2/28,7.1,15.4,0.6
1997/3/1,7.3,9.1,3.7
1997/3/2,5.2,8.9,-0.3
1997/3/3,5.2,8.2,1.9
1997/3/4,5.2,10.8,0.7
1997/3/5,6.0,11.6,0.7
1997/3/6,9.2,17.2,1.8
1997/3/7,11.0,19.3,8.8
1997/3/8,7.9,11.5,3.6
1997/3/9,6.5,11.5,2.9
1997/3/10,5.9,11.1,0.7
1997/3/11,7.8,11.0,5.2
1997/3/12,6.7,10.9,3.9
1997/3/13,7.4,12.0,2.0
1997/3/14,11.1,16.7,8.1
1997/3/15,9.4,12.5,7.7
1997/3/16,8.0,9.2,6.7
1997/3/17,6.9,9.6,4.8
1997/3/18,6.7,12.1,0.1
1997/3/19,7.5,10.7,4.3
1997/3/20,7.6,10.7,3.9
1997/3/21,7.7,12.6,2.6
1997/3/22,9.0,11.9,7.3
1997/3/23,7.8,11.9,4.9
1997/3/24,3.6,6.1,0.4
1997/3/25,5.6,12.6,-1.1
1997/3/26,10.3,15.5,4.2
1997/3/27,9.4,12.5,5.8
1997/3/28,10.1,16.0,2.7
1997/3/29,10.9,12.8,9.0
1997/3/30,9.0,11.9,5.7
1997/3/31,7.5,11.2,2.5
1997/4/1,9.2,15.6,2.7
1997/4/2,8.4,10.4,5.6
1997/4/3,11.7,13.9,8.8
1997/4/4,12.1,14.6,10.3
1997/4/5,12.4,15.1,10.9
1997/4/6,11.9,14.2,10.9
1997/4/7,10.2,11.4,8.7
1997/4/8,10.9,14.6,9.0
1997/4/9,11.0,17.0,8.2
1997/4/10,10.9,15.4,7.8
1997/4/11,10.0,16.9,4.9
1997/4/12,10.9,18.1,3.8
1997/4/13,12.6,20.1,6.3
1997/4/14,12.8,21.0,6.6
1997/4/15,11.3,14.1,7.3
1997/4/16,9.3,15.0,3.4
1997/4/17,11.6,19.5,3.6
1997/4/18,12.7,20.3,10.2
1997/4/19,11.6,15.1,7.5
1997/4/20,12.9,20.2,5.5
1997/4/21,14.7,18.8,12.7
1997/4/22,14.6,18.8,11.7
1997/4/23,11.6,13.9,8.6
1997/4/24,10.4,14.3,7.6
1997/4/25,11.6,17.8,5.8
1997/4/26,13.3,21.3,5.7
1997/4/27,15.9,24.4,8.5
1997/4/28,15.1,17.3,13.5
1997/4/29,16.9,22.4,12.6
1997/4/30,14.9,18.2,13.0
1997/5/1,17.0,23.8,10.6
