ダウンロードした時刻：2019/10/10 15:56:54

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,7.5,12.1,3.6
1987/12/2,4.0,7.6,0.9
1987/12/3,6.4,11.0,2.0
1987/12/4,6.9,10.4,3.9
1987/12/5,6.3,10.3,3.2
1987/12/6,6.0,8.9,3.4
1987/12/7,5.3,9.0,2.9
1987/12/8,3.9,7.6,1.1
1987/12/9,6.4,8.5,2.3
1987/12/10,9.5,13.1,5.3
1987/12/11,10.4,13.0,7.5
1987/12/12,10.2,13.1,8.2
1987/12/13,9.2,13.5,6.6
1987/12/14,7.1,11.7,3.7
1987/12/15,7.7,11.1,2.8
1987/12/16,9.5,14.0,6.5
1987/12/17,7.5,12.3,4.8
1987/12/18,5.8,10.0,2.1
1987/12/19,8.1,14.1,2.2
1987/12/20,8.9,14.6,2.6
1987/12/21,9.0,12.2,6.6
1987/12/22,7.6,11.1,4.2
1987/12/23,9.1,15.2,4.5
1987/12/24,7.8,12.5,2.1
1987/12/25,8.9,15.4,2.6
1987/12/26,11.8,15.5,7.6
1987/12/27,11.2,19.4,5.0
1987/12/28,11.3,17.0,6.8
1987/12/29,10.8,15.0,7.3
1987/12/30,9.0,18.3,5.0
1987/12/31,6.5,10.2,3.6
1988/1/1,4.9,9.9,-0.9
1988/1/2,8.7,12.7,3.0
1988/1/3,9.0,12.3,3.9
1988/1/4,6.5,8.7,1.8
1988/1/5,6.1,8.6,4.3
1988/1/6,4.8,8.3,1.6
1988/1/7,3.8,7.5,-1.6
1988/1/8,9.4,13.6,5.4
1988/1/9,7.5,10.5,3.2
1988/1/10,4.1,6.9,1.7
1988/1/11,4.5,7.1,1.7
1988/1/12,6.7,10.2,2.2
1988/1/13,7.3,13.1,3.3
1988/1/14,6.2,11.0,2.0
1988/1/15,7.3,10.3,2.6
1988/1/16,10.0,13.9,7.1
1988/1/17,7.0,10.4,3.6
1988/1/18,5.4,9.2,3.3
1988/1/19,5.7,9.8,1.5
1988/1/20,6.8,11.2,2.8
1988/1/21,5.7,9.2,1.0
1988/1/22,11.9,17.1,7.6
1988/1/23,7.0,13.3,1.3
1988/1/24,2.4,5.4,-0.4
1988/1/25,5.3,8.6,2.3
1988/1/26,6.2,10.2,2.8
1988/1/27,5.8,10.4,2.2
1988/1/28,5.7,9.7,1.2
1988/1/29,5.5,12.2,-0.1
1988/1/30,8.2,12.5,4.3
1988/1/31,6.0,9.2,2.8
1988/2/1,5.5,10.6,1.8
1988/2/2,4.4,12.5,0.5
1988/2/3,1.1,4.5,-0.9
1988/2/4,2.8,8.7,-0.2
1988/2/5,4.1,8.0,-1.0
1988/2/6,7.9,14.0,3.8
1988/2/7,2.2,4.7,0.7
1988/2/8,2.8,7.0,0.0
1988/2/9,4.5,8.9,-0.3
1988/2/10,2.5,5.7,0.8
1988/2/11,3.2,7.0,0.2
1988/2/12,5.4,9.2,2.0
1988/2/13,6.0,9.7,3.2
1988/2/14,4.9,7.6,0.8
1988/2/15,3.3,6.5,1.0
1988/2/16,2.7,5.8,0.1
1988/2/17,2.5,6.8,-0.7
1988/2/18,2.6,8.0,-1.6
1988/2/19,2.7,6.5,0.2
1988/2/20,5.3,11.6,-1.4
1988/2/21,3.4,6.6,1.4
1988/2/22,2.6,6.2,-1.6
1988/2/23,6.1,8.1,2.7
1988/2/24,6.5,10.2,4.1
1988/2/25,6.2,11.0,2.0
1988/2/26,6.9,10.3,3.6
1988/2/27,3.9,5.2,1.8
1988/2/28,5.5,9.9,1.8
1988/2/29,6.7,9.6,3.1
1988/3/1,7.2,9.6,5.1
1988/3/2,9.5,13.1,7.4
1988/3/3,5.2,7.6,1.3
1988/3/4,3.2,6.9,-0.2
1988/3/5,4.3,7.8,-0.1
1988/3/6,6.3,11.9,2.5
1988/3/7,4.2,9.6,1.0
1988/3/8,4.0,8.7,0.1
1988/3/9,5.8,10.6,1.1
1988/3/10,7.1,13.2,2.9
1988/3/11,7.5,11.6,0.6
1988/3/12,11.8,17.5,7.1
1988/3/13,10.1,15.0,5.6
1988/3/14,10.3,14.2,5.4
1988/3/15,7.7,11.9,2.5
1988/3/16,4.4,8.2,0.9
1988/3/17,6.1,8.8,3.2
1988/3/18,8.9,11.6,6.7
1988/3/19,10.2,15.3,5.2
1988/3/20,9.7,14.7,6.1
1988/3/21,8.9,10.5,7.5
1988/3/22,11.0,14.0,7.8
1988/3/23,9.7,12.7,7.5
1988/3/24,7.8,12.2,5.0
1988/3/25,5.9,7.4,4.0
1988/3/26,7.7,9.7,6.2
1988/3/27,7.3,10.9,3.8
1988/3/28,8.4,13.0,1.5
1988/3/29,9.9,14.2,7.5
1988/3/30,10.0,12.3,8.4
1988/3/31,9.5,14.3,5.7
