ダウンロードした時刻：2019/10/10 16:20:50

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,13.1,18.8,7.3
2005/12/2,11.2,13.1,7.0
2005/12/3,9.0,12.5,5.5
2005/12/4,7.7,11.7,2.9
2005/12/5,5.2,7.4,1.4
2005/12/6,7.4,11.1,4.1
2005/12/7,6.8,8.1,4.9
2005/12/8,7.8,9.0,5.4
2005/12/9,7.1,9.8,3.7
2005/12/10,7.4,12.6,3.1
2005/12/11,7.7,10.6,5.6
2005/12/12,5.5,7.0,3.9
2005/12/13,4.4,5.7,2.9
2005/12/14,4.8,7.2,2.8
2005/12/15,3.9,5.2,2.6
2005/12/16,5.3,8.9,2.8
2005/12/17,4.7,8.3,0.8
2005/12/18,2.2,5.1,-1.0
2005/12/19,6.4,9.8,2.6
2005/12/20,5.4,11.1,1.2
2005/12/21,4.7,7.5,-0.7
2005/12/22,2.5,5.0,-0.5
2005/12/23,8.1,12.6,3.3
2005/12/24,5.8,9.7,1.7
2005/12/25,7.2,13.4,0.5
2005/12/26,6.9,10.6,3.4
2005/12/27,4.5,7.4,0.6
2005/12/28,4.0,7.9,-0.3
2005/12/29,6.5,12.1,1.6
2005/12/30,7.1,11.5,3.4
2005/12/31,7.4,10.7,3.2
2006/1/1,7.2,11.1,3.8
2006/1/2,8.7,12.0,6.3
2006/1/3,7.5,9.6,3.4
2006/1/4,4.7,7.8,2.5
2006/1/5,4.4,6.2,2.9
2006/1/6,3.9,5.5,1.7
2006/1/7,2.8,4.9,0.2
2006/1/8,3.5,7.3,0.1
2006/1/9,4.9,8.6,0.9
2006/1/10,6.3,11.8,2.7
2006/1/11,6.4,12.3,1.9
2006/1/12,9.1,16.3,2.5
2006/1/13,13.7,16.1,10.2
2006/1/14,12.3,14.2,9.2
2006/1/15,9.1,11.4,5.9
2006/1/16,7.4,9.9,4.9
2006/1/17,8.7,12.7,4.8
2006/1/18,8.4,9.6,6.3
2006/1/19,8.3,9.7,7.1
2006/1/20,5.0,7.2,3.9
2006/1/21,6.5,9.6,3.7
2006/1/22,6.2,10.8,2.0
2006/1/23,5.2,8.4,2.1
2006/1/24,4.5,9.8,0.4
2006/1/25,5.4,10.3,1.1
2006/1/26,6.0,11.0,0.8
2006/1/27,7.5,10.7,3.8
2006/1/28,6.5,12.2,1.7
2006/1/29,11.0,15.6,5.3
2006/1/30,13.5,16.8,10.8
2006/1/31,14.2,18.5,12.0
2006/2/1,11.2,14.2,6.2
2006/2/2,7.4,12.0,4.1
2006/2/3,5.7,8.4,1.6
2006/2/4,2.4,6.0,-0.1
2006/2/5,3.7,8.6,-1.2
2006/2/6,5.9,8.5,4.1
2006/2/7,7.7,10.9,3.3
2006/2/8,3.4,6.5,1.6
2006/2/9,3.6,8.0,1.4
2006/2/10,7.4,10.2,3.5
2006/2/11,10.4,13.0,8.5
2006/2/12,7.0,9.9,1.8
2006/2/13,6.8,13.8,-0.3
2006/2/14,15.3,17.7,9.8
2006/2/15,14.1,18.1,11.4
2006/2/16,10.8,12.7,9.5
2006/2/17,7.3,10.1,3.2
2006/2/18,4.9,8.8,1.6
2006/2/19,6.9,11.0,3.4
2006/2/20,7.5,11.8,4.8
2006/2/21,10.4,16.8,5.5
2006/2/22,10.2,15.6,6.3
2006/2/23,10.2,15.1,6.8
2006/2/24,10.7,16.7,6.8
2006/2/25,13.0,18.2,7.9
2006/2/26,12.5,16.5,8.5
2006/2/27,9.3,13.1,6.7
2006/2/28,7.5,9.4,6.2
2006/3/1,6.9,8.1,6.3
2006/3/2,6.1,8.6,4.9
2006/3/3,5.5,8.7,1.8
2006/3/4,5.9,12.1,0.4
2006/3/5,11.8,17.1,4.6
2006/3/6,13.3,15.3,10.3
2006/3/7,11.6,17.1,7.4
2006/3/8,12.3,17.7,7.8
2006/3/9,11.1,13.4,9.8
2006/3/10,13.5,18.0,10.2
2006/3/11,13.4,17.9,8.7
2006/3/12,8.9,14.4,2.5
2006/3/13,3.0,5.3,1.1
2006/3/14,6.3,8.8,3.0
2006/3/15,11.1,14.7,6.5
2006/3/16,11.0,15.1,8.1
2006/3/17,11.4,16.9,6.4
2006/3/18,11.1,12.7,9.9
2006/3/19,10.5,13.5,5.7
2006/3/20,8.9,14.6,3.8
2006/3/21,11.0,15.8,8.1
2006/3/22,13.8,19.4,10.1
2006/3/23,12.7,16.3,8.4
2006/3/24,10.8,16.6,5.8
2006/3/25,11.0,17.0,5.2
2006/3/26,11.7,16.2,9.4
2006/3/27,13.1,19.8,8.1
2006/3/28,10.3,16.0,6.2
2006/3/29,8.0,11.0,4.7
2006/3/30,11.4,14.3,7.8
2006/3/31,10.0,15.0,4.9
