É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:27

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1989/12/1,5.0,12.4,-1.1
1989/12/2,5.6,13.2,-1.6
1989/12/3,6.8,15.3,0.1
1989/12/4,7.9,15.9,0.5
1989/12/5,8.4,14.5,2.1
1989/12/6,9.2,16.2,3.2
1989/12/7,7.5,9.5,5.2
1989/12/8,6.9,13.5,1.4
1989/12/9,3.0,9.2,-1.3
1989/12/10,3.0,9.5,-2.6
1989/12/11,4.3,11.7,-3.4
1989/12/12,4.6,12.2,-1.0
1989/12/13,2.8,8.5,-3.3
1989/12/14,3.9,5.7,0.8
1989/12/15,6.0,11.7,1.6
1989/12/16,4.3,11.1,-1.5
1989/12/17,6.9,13.7,-0.2
1989/12/18,6.5,11.5,2.1
1989/12/19,2.1,6.9,-2.2
1989/12/20,1.5,9.1,-5.4
1989/12/21,2.3,9.3,-3.0
1989/12/22,4.4,9.8,-2.7
1989/12/23,5.9,12.0,-0.4
1989/12/24,4.3,6.2,2.6
1989/12/25,5.8,7.7,2.8
1989/12/26,7.8,10.9,3.9
1989/12/27,7.9,12.0,2.7
1989/12/28,4.1,10.6,-1.5
1989/12/29,3.9,9.4,-1.5
1989/12/30,4.3,8.7,-0.4
1989/12/31,2.6,7.7,-2.0
1990/1/1,1.6,8.7,-3.7
1990/1/2,2.3,8.0,-4.2
1990/1/3,3.0,9.4,-1.5
1990/1/4,1.4,7.6,-3.9
1990/1/5,1.7,8.8,-5.1
1990/1/6,3.8,13.7,-3.6
1990/1/7,2.2,8.0,-2.1
1990/1/8,1.6,8.7,-4.6
1990/1/9,2.8,10.4,-3.9
1990/1/10,4.9,8.1,0.3
1990/1/11,7.0,12.4,2.2
1990/1/12,4.4,9.8,1.4
1990/1/13,3.2,8.1,-2.4
1990/1/14,-0.4,4.5,-5.4
1990/1/15,1.6,7.4,-5.4
1990/1/16,-0.5,1.6,-1.5
1990/1/17,-0.7,4.4,-5.6
1990/1/18,1.7,6.8,-4.0
1990/1/19,2.6,5.0,-1.1
1990/1/20,2.2,6.0,-2.1
1990/1/21,0.3,5.3,-4.0
1990/1/22,1.8,7.8,-4.2
1990/1/23,0.5,4.7,-1.7
1990/1/24,0.7,6.6,-4.1
1990/1/25,-0.5,4.9,-4.7
1990/1/26,-2.0,3.9,-7.6
1990/1/27,-2.2,4.2,-8.5
1990/1/28,-0.8,5.4,-8.1
1990/1/29,1.0,5.2,-2.5
1990/1/30,3.3,10.7,-2.1
1990/1/31,-0.2,1.6,-1.2
1990/2/1,-0.8,0.5,-2.5
1990/2/2,-1.4,3.1,-7.3
1990/2/3,1.2,5.4,-4.1
1990/2/4,2.8,4.7,1.5
1990/2/5,3.0,6.8,0.3
1990/2/6,3.0,5.7,1.0
1990/2/7,4.9,10.0,-0.8
1990/2/8,4.7,10.4,-0.9
1990/2/9,2.8,6.1,-0.8
1990/2/10,3.1,6.8,-3.2
1990/2/11,6.1,8.4,3.6
1990/2/12,7.4,15.5,2.6
1990/2/13,4.0,10.4,-0.2
1990/2/14,2.2,6.3,-1.5
1990/2/15,3.3,4.8,0.8
1990/2/16,4.6,5.7,2.8
1990/2/17,5.2,11.1,-0.5
1990/2/18,6.2,12.3,-0.2
1990/2/19,5.6,6.4,4.2
1990/2/20,9.4,14.3,6.3
1990/2/21,9.3,17.0,3.2
1990/2/22,9.7,15.8,2.5
1990/2/23,9.0,9.9,8.0
1990/2/24,12.5,18.3,8.7
1990/2/25,9.0,11.0,7.8
1990/2/26,7.1,8.0,6.3
1990/2/27,6.7,8.6,5.0
1990/2/28,6.1,10.8,3.0
1990/3/1,7.2,9.6,3.6
1990/3/2,5.3,8.1,3.6
1990/3/3,6.0,8.2,3.9
1990/3/4,9.3,14.9,5.7
1990/3/5,7.5,11.4,4.8
1990/3/6,7.0,11.7,1.8
1990/3/7,8.0,13.7,4.6
1990/3/8,4.5,9.3,0.3
1990/3/9,6.5,13.4,-2.0
1990/3/10,8.4,15.7,0.6
1990/3/11,9.8,16.7,1.8
1990/3/12,8.9,13.9,4.3
1990/3/13,4.2,9.4,0.6
1990/3/14,6.9,13.3,-1.9
1990/3/15,10.4,18.8,6.2
1990/3/16,8.8,15.5,2.3
1990/3/17,7.4,13.7,0.4
1990/3/18,5.8,8.5,3.9
1990/3/19,8.5,14.8,2.2
1990/3/20,9.8,18.9,2.4
1990/3/21,7.4,14.7,1.1
1990/3/22,8.0,15.2,-0.4
1990/3/23,10.9,17.9,4.0
1990/3/24,13.9,22.2,8.3
1990/3/25,7.4,11.6,2.1
1990/3/26,4.4,9.7,-1.4
1990/3/27,7.4,15.2,-2.3
1990/3/28,11.6,16.9,4.8
1990/3/29,8.2,10.5,7.3
1990/3/30,9.4,13.9,5.8
1990/3/31,10.0,11.5,8.1
