ダウンロードした時刻：2019/10/10 16:03:11

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,13.7,16.8,11.4
2005/12/2,14.0,17.5,11.5
2005/12/3,12.5,13.9,10.7
2005/12/4,12.1,14.4,10.7
2005/12/5,8.8,12.8,6.0
2005/12/6,11.0,14.7,8.0
2005/12/7,9.9,12.5,6.9
2005/12/8,11.5,13.6,10.2
2005/12/9,10.7,12.4,9.7
2005/12/10,11.7,13.9,9.9
2005/12/11,11.6,13.8,9.4
2005/12/12,9.5,11.8,7.6
2005/12/13,7.5,9.8,4.4
2005/12/14,8.3,10.9,6.7
2005/12/15,9.0,11.9,7.3
2005/12/16,8.5,10.6,6.4
2005/12/17,8.9,10.3,6.3
2005/12/18,5.1,7.0,3.6
2005/12/19,7.0,9.5,3.9
2005/12/20,8.3,12.0,5.5
2005/12/21,9.7,13.4,7.4
2005/12/22,5.4,10.7,3.0
2005/12/23,7.5,9.9,3.9
2005/12/24,7.7,9.6,6.1
2005/12/25,9.4,13.4,5.1
2005/12/26,9.1,12.0,6.1
2005/12/27,6.5,7.8,5.3
2005/12/28,6.9,9.0,5.7
2005/12/29,7.8,10.6,6.5
2005/12/30,9.4,11.3,7.6
2005/12/31,8.8,11.2,7.4
2006/1/1,9.9,12.4,8.0
2006/1/2,11.1,14.8,9.2
2006/1/3,8.7,11.1,7.2
2006/1/4,7.7,8.7,6.6
2006/1/5,6.0,7.7,4.4
2006/1/6,5.7,7.4,3.6
2006/1/7,6.1,9.0,2.3
2006/1/8,6.1,8.2,4.5
2006/1/9,6.7,10.3,3.6
2006/1/10,8.6,10.7,6.1
2006/1/11,8.9,11.5,7.6
2006/1/12,8.1,11.8,4.0
2006/1/13,11.7,14.6,5.2
2006/1/14,16.3,18.6,12.7
2006/1/15,13.1,16.6,11.9
2006/1/16,13.8,,10.2
2006/1/17,12.0,14.7,9.4
2006/1/18,9.9,11.5,6.9
2006/1/19,8.1,10.5,6.1
2006/1/20,8.5,10.0,6.8
2006/1/21,10.7,15.4,7.2
2006/1/22,8.0,10.5,6.3
2006/1/23,5.5,7.2,3.8
2006/1/24,6.6,9.5,5.3
2006/1/25,7.3,9.2,5.1
2006/1/26,7.9,9.9,6.2
2006/1/27,8.9,11.7,7.0
2006/1/28,8.1,11.0,5.6
2006/1/29,9.3,13.7,4.4
2006/1/30,14.4,17.4,11.3
2006/1/31,14.2,17.3,11.4
2006/2/1,15.4,17.5,11.7
2006/2/2,11.1,13.2,9.5
2006/2/3,11.1,14.6,6.3
2006/2/4,2.8,6.3,0.2
2006/2/5,4.7,6.4,3.0
2006/2/6,8.6,12.3,4.2
2006/2/7,15.1,17.6,10.7
2006/2/8,9.2,11.2,6.5
2006/2/9,6.3,8.2,5.2
2006/2/10,8.6,12.1,5.9
2006/2/11,10.7,13.1,8.6
2006/2/12,8.3,10.8,5.1
2006/2/13,9.7,13.9,4.6
2006/2/14,15.6,17.6,13.4
2006/2/15,17.0,17.9,15.6
2006/2/16,17.5,18.4,15.3
2006/2/17,11.5,15.4,9.1
2006/2/18,8.7,11.2,5.1
2006/2/19,9.9,12.2,7.4
2006/2/20,13.8,17.2,9.8
2006/2/21,13.6,14.5,12.7
2006/2/22,13.6,17.0,10.4
2006/2/23,13.9,15.1,11.8
2006/2/24,12.1,14.8,9.8
2006/2/25,12.9,14.1,10.1
2006/2/26,16.3,18.3,13.8
2006/2/27,14.5,18.2,11.9
2006/2/28,12.1,14.1,11.2
2006/3/1,17.0,19.3,13.1
2006/3/2,10.0,14.2,7.7
2006/3/3,7.8,10.3,6.9
2006/3/4,7.5,9.4,5.9
2006/3/5,10.2,14.7,4.5
2006/3/6,13.6,17.1,11.0
2006/3/7,12.0,15.8,9.8
2006/3/8,13.9,17.5,10.8
2006/3/9,13.4,15.9,10.0
2006/3/10,12.0,13.2,10.9
2006/3/11,14.2,17.5,11.5
2006/3/12,15.7,18.5,11.8
2006/3/13,7.8,11.9,5.7
2006/3/14,6.5,9.7,5.2
2006/3/15,8.9,13.0,5.6
2006/3/16,14.9,16.1,12.4
2006/3/17,12.1,14.4,8.9
2006/3/18,14.7,19.6,9.4
2006/3/19,12.1,17.3,6.2
2006/3/20,7.8,10.6,5.4
2006/3/21,11.9,15.2,8.7
2006/3/22,13.1,16.0,7.6
2006/3/23,15.6,20.1,12.9
2006/3/24,12.6,16.0,10.4
2006/3/25,12.6,16.2,9.7
2006/3/26,13.4,17.2,11.0
2006/3/27,13.2,17.6,10.1
2006/3/28,13.1,16.6,10.3
2006/3/29,9.5,12.0,7.9
2006/3/30,8.5,14.9,5.1
2006/3/31,6.8,8.8,4.6
