ダウンロードした時刻：2019/10/10 16:24:13

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,6.5,12.0,0.9
2008/12/2,9.5,17.8,2.4
2008/12/3,11.8,19.2,6.3
2008/12/4,12.8,19.2,6.6
2008/12/5,8.3,15.3,4.2
2008/12/6,2.9,5.9,-1.2
2008/12/7,2.9,9.3,-3.0
2008/12/8,5.4,9.1,0.4
2008/12/9,10.4,15.5,7.5
2008/12/10,9.3,15.7,4.1
2008/12/11,10.1,17.3,3.1
2008/12/12,9.4,15.8,3.9
2008/12/13,7.2,10.2,3.2
2008/12/14,8.5,12.4,6.0
2008/12/15,7.8,12.7,4.0
2008/12/16,6.4,13.8,0.6
2008/12/17,8.1,15.2,2.1
2008/12/18,8.3,13.2,3.4
2008/12/19,6.1,14.0,0.3
2008/12/20,9.3,18.3,0.6
2008/12/21,11.7,15.0,9.0
2008/12/22,6.2,9.4,3.2
2008/12/23,3.9,8.5,0.7
2008/12/24,5.9,11.6,-0.4
2008/12/25,8.8,14.3,6.2
2008/12/26,5.3,9.4,0.6
2008/12/27,4.4,10.9,-0.9
2008/12/28,6.2,13.2,-0.4
2008/12/29,9.7,13.8,6.2
2008/12/30,8.2,10.6,6.3
2008/12/31,5.3,8.0,2.9
2009/1/1,2.9,5.8,1.7
2009/1/2,4.0,10.5,-1.5
2009/1/3,5.0,12.4,-0.7
2009/1/4,6.2,12.1,-0.6
2009/1/5,8.3,13.0,4.5
2009/1/6,6.5,12.3,1.3
2009/1/7,7.3,11.9,4.1
2009/1/8,7.0,12.0,2.4
2009/1/9,7.3,10.8,4.1
2009/1/10,3.5,6.2,1.6
2009/1/11,4.6,8.2,0.2
2009/1/12,4.2,6.5,2.4
2009/1/13,3.1,5.8,1.2
2009/1/14,3.8,7.9,1.5
2009/1/15,3.0,7.4,-0.3
2009/1/16,4.7,11.0,-0.8
2009/1/17,6.5,13.5,0.7
2009/1/18,8.7,12.0,3.7
2009/1/19,8.7,12.2,4.6
2009/1/20,6.6,13.4,1.9
2009/1/21,6.9,9.0,4.1
2009/1/22,8.0,9.6,6.5
2009/1/23,5.4,8.5,0.2
2009/1/24,1.2,5.0,-2.6
2009/1/25,3.1,5.6,0.7
2009/1/26,5.5,8.8,3.0
2009/1/27,5.2,10.4,-0.2
2009/1/28,6.9,17.1,-1.0
2009/1/29,8.9,12.8,4.7
2009/1/30,12.1,14.6,9.7
2009/1/31,10.4,13.7,6.0
2009/2/1,7.7,13.6,2.6
2009/2/2,8.1,15.3,1.0
2009/2/3,9.4,10.5,8.3
2009/2/4,9.7,16.1,4.5
2009/2/5,9.9,16.3,3.7
2009/2/6,9.5,16.0,3.4
2009/2/7,8.6,15.3,2.1
2009/2/8,9.2,16.0,2.9
2009/2/9,7.5,11.9,2.4
2009/2/10,8.8,13.6,4.2
2009/2/11,9.1,15.7,3.9
2009/2/12,10.8,18.8,3.6
2009/2/13,15.1,19.9,6.6
2009/2/14,16.5,21.2,11.7
2009/2/15,12.8,19.9,6.9
2009/2/16,7.6,12.3,2.8
2009/2/17,4.5,9.3,1.2
2009/2/18,6.3,12.6,1.5
2009/2/19,5.6,8.3,1.7
2009/2/20,8.8,11.7,4.7
2009/2/21,5.7,11.8,0.1
2009/2/22,7.9,15.0,1.0
2009/2/23,13.9,18.1,11.2
2009/2/24,13.9,20.1,10.7
2009/2/25,14.1,17.2,10.6
2009/2/26,12.4,17.2,7.9
2009/2/27,10.9,12.9,9.5
2009/2/28,11.7,16.0,8.8
2009/3/1,11.4,16.6,7.3
2009/3/2,9.4,16.1,2.7
2009/3/3,8.0,9.6,6.8
2009/3/4,9.3,14.2,6.6
2009/3/5,11.0,14.4,5.6
2009/3/6,11.8,15.6,7.0
2009/3/7,9.0,13.9,4.0
2009/3/8,9.8,12.7,7.5
2009/3/9,8.8,12.8,6.3
2009/3/10,9.7,16.9,3.0
2009/3/11,10.4,16.2,6.1
2009/3/12,12.2,18.8,3.8
2009/3/13,13.4,15.6,9.6
2009/3/14,6.1,9.8,3.3
2009/3/15,7.3,13.6,0.3
2009/3/16,11.5,18.5,3.5
2009/3/17,15.3,22.4,8.4
2009/3/18,16.4,23.8,9.6
2009/3/19,17.7,21.5,13.8
2009/3/20,16.6,21.4,11.3
2009/3/21,15.8,24.1,7.2
2009/3/22,16.1,18.8,14.2
2009/3/23,14.4,19.6,9.5
2009/3/24,13.2,19.1,7.4
2009/3/25,9.0,13.4,5.2
2009/3/26,8.4,14.7,1.7
2009/3/27,10.0,15.2,4.6
2009/3/28,9.8,13.0,6.8
2009/3/29,10.6,16.0,6.7
2009/3/30,10.4,14.5,6.7
2009/3/31,12.4,18.9,8.6
