ダウンロードした時刻：2019/10/10 15:54:48

,飯田,飯田,飯田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,8.1,15.2,2.5
1991/12/2,7.5,15.1,2.7
1991/12/3,5.9,15.1,0.9
1991/12/4,6.2,14.7,0.1
1991/12/5,3.9,12.6,-1.2
1991/12/6,5.9,10.3,1.6
1991/12/7,7.1,15.6,2.1
1991/12/8,5.6,10.9,1.1
1991/12/9,4.8,10.5,-0.4
1991/12/10,3.1,10.9,-3.0
1991/12/11,7.2,11.1,3.3
1991/12/12,3.0,6.3,-2.2
1991/12/13,0.8,8.7,-4.4
1991/12/14,1.6,10.1,-3.9
1991/12/15,0.7,6.0,-3.1
1991/12/16,1.0,9.0,-3.0
1991/12/17,3.6,11.8,-3.7
1991/12/18,8.4,15.4,4.1
1991/12/19,4.0,8.9,0.5
1991/12/20,2.3,9.5,-2.7
1991/12/21,4.2,14.1,-3.0
1991/12/22,3.5,12.2,-2.2
1991/12/23,5.9,12.7,0.0
1991/12/24,8.5,13.1,5.8
1991/12/25,4.6,7.0,1.5
1991/12/26,1.2,3.5,-1.9
1991/12/27,-0.7,0.3,-2.5
1991/12/28,1.9,5.7,0.1
1991/12/29,-0.8,1.7,-3.3
1991/12/30,-0.9,3.9,-5.2
1991/12/31,-2.2,4.7,-7.7
1992/1/1,0.9,9.2,-4.1
1992/1/2,0.6,8.7,-3.9
1992/1/3,3.4,9.7,-2.4
1992/1/4,1.1,9.3,-3.3
1992/1/5,0.4,7.4,-5.9
1992/1/6,0.0,1.3,-1.5
1992/1/7,4.7,10.9,0.5
1992/1/8,6.0,12.4,0.7
1992/1/9,2.8,3.9,1.9
1992/1/10,3.4,10.5,-1.4
1992/1/11,0.8,8.0,-4.3
1992/1/12,3.1,12.2,-2.3
1992/1/13,3.6,12.3,-3.6
1992/1/14,3.4,8.2,-1.7
1992/1/15,-0.5,5.6,-5.0
1992/1/16,0.4,9.1,-5.8
1992/1/17,2.6,7.7,-2.4
1992/1/18,0.3,1.7,-0.6
1992/1/19,0.8,5.5,-3.4
1992/1/20,-0.7,7.4,-7.1
1992/1/21,0.1,7.1,-6.4
1992/1/22,2.1,8.1,-3.5
1992/1/23,1.3,4.8,-2.7
1992/1/24,-0.4,6.3,-6.9
1992/1/25,3.0,7.9,-1.0
1992/1/26,2.9,11.1,-2.7
1992/1/27,2.8,10.6,-4.3
1992/1/28,4.3,11.7,-2.6
1992/1/29,5.9,10.5,1.7
1992/1/30,5.4,10.4,2.1
1992/1/31,2.2,6.4,-0.1
1992/2/1,-0.2,3.7,-4.6
1992/2/2,-2.3,5.3,-8.6
1992/2/3,0.2,3.9,-5.0
1992/2/4,5.0,10.3,-0.3
1992/2/5,1.0,8.2,-3.9
1992/2/6,1.7,9.1,-4.2
1992/2/7,2.3,7.4,-1.1
1992/2/8,1.8,7.1,-2.2
1992/2/9,0.1,8.3,-5.4
1992/2/10,0.8,9.4,-6.7
1992/2/11,2.7,8.7,-3.2
1992/2/12,4.6,11.9,-2.3
1992/2/13,4.0,10.6,-2.3
1992/2/14,3.4,8.2,-0.9
1992/2/15,2.7,9.0,-3.8
1992/2/16,2.6,6.9,-1.3
1992/2/17,1.6,9.3,-5.3
1992/2/18,2.8,10.3,-4.3
1992/2/19,3.7,7.6,-0.3
1992/2/20,1.0,6.5,-3.2
1992/2/21,-0.2,6.5,-5.5
1992/2/22,-1.1,3.9,-5.1
1992/2/23,1.7,9.5,-5.4
1992/2/24,1.4,8.5,-3.7
1992/2/25,0.9,6.4,-2.6
1992/2/26,1.3,10.8,-6.3
1992/2/27,4.0,14.9,-5.4
1992/2/28,7.6,18.7,-2.9
1992/2/29,9.8,12.3,7.2
1992/3/1,12.7,16.3,7.3
1992/3/2,6.7,12.5,2.9
1992/3/3,4.1,12.8,-0.5
1992/3/4,4.3,12.8,-2.8
1992/3/5,4.6,5.8,2.9
1992/3/6,6.9,12.0,2.5
1992/3/7,4.1,10.6,-0.9
1992/3/8,3.6,12.8,-4.2
1992/3/9,6.0,16.7,-3.0
1992/3/10,9.3,16.5,5.0
1992/3/11,7.8,16.7,0.7
1992/3/12,7.8,15.7,-0.5
1992/3/13,9.3,19.2,2.3
1992/3/14,10.3,21.0,0.5
1992/3/15,11.8,14.8,8.5
1992/3/16,8.4,11.6,3.8
1992/3/17,1.2,3.8,-0.1
1992/3/18,1.5,2.8,0.2
1992/3/19,6.7,12.9,1.9
1992/3/20,7.9,15.1,1.3
1992/3/21,3.4,5.9,-0.2
1992/3/22,3.1,10.8,-2.8
1992/3/23,3.0,6.6,-1.0
1992/3/24,9.4,16.9,3.6
1992/3/25,10.8,17.0,7.2
1992/3/26,8.0,10.4,6.6
1992/3/27,7.1,11.4,5.0
1992/3/28,6.6,10.5,1.9
1992/3/29,8.7,10.9,6.6
1992/3/30,11.5,19.1,6.7
1992/3/31,11.0,19.8,2.6
