ダウンロードした時刻：2019/10/10 15:37:25

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,6.0,10.9,2.2
2010/12/2,8.7,14.0,3.0
2010/12/3,9.9,13.6,5.6
2010/12/4,4.6,6.6,0.9
2010/12/5,9.7,13.4,5.1
2010/12/6,10.2,13.8,8.3
2010/12/7,5.0,9.2,2.5
2010/12/8,1.5,4.0,-2.4
2010/12/9,0.0,4.2,-3.4
2010/12/10,0.9,5.2,-2.3
2010/12/11,2.4,8.1,-2.7
2010/12/12,1.0,6.6,-2.4
2010/12/13,-0.9,1.8,-4.7
2010/12/14,3.7,9.1,0.0
2010/12/15,-1.9,1.0,-4.2
2010/12/16,-2.1,0.2,-5.4
2010/12/17,-1.5,2.2,-6.3
2010/12/18,0.0,3.6,-2.0
2010/12/19,-1.5,2.9,-5.1
2010/12/20,3.3,7.9,-2.1
2010/12/21,2.1,7.2,-2.2
2010/12/22,3.6,5.7,0.9
2010/12/23,3.5,7.7,1.1
2010/12/24,-1.3,3.4,-5.4
2010/12/25,-3.7,-1.9,-5.4
2010/12/26,-0.9,0.5,-3.0
2010/12/27,-1.6,0.4,-3.1
2010/12/28,-0.7,1.0,-3.5
2010/12/29,1.2,4.7,-1.4
2010/12/30,-1.0,2.0,-4.8
2010/12/31,0.1,1.7,-1.6
2011/1/1,-0.1,1.6,-2.3
2011/1/2,-2.1,2.8,-6.1
2011/1/3,-3.9,0.0,-9.3
2011/1/4,-0.6,2.3,-2.7
2011/1/5,-0.8,0.9,-2.7
2011/1/6,-2.9,-0.3,-6.1
2011/1/7,-5.1,-2.7,-7.3
2011/1/8,-2.8,0.8,-8.2
2011/1/9,-3.4,-1.2,-7.9
2011/1/10,-5.0,-2.2,-6.9
2011/1/11,-5.4,-1.2,-10.6
2011/1/12,-6.3,-1.6,-10.4
2011/1/13,-5.5,-2.5,-9.9
2011/1/14,-5.9,-1.4,-11.5
2011/1/15,-5.8,-1.3,-9.2
2011/1/16,-5.3,-0.5,-11.7
2011/1/17,-1.9,1.0,-6.1
2011/1/18,-0.9,1.9,-2.6
2011/1/19,-2.5,0.8,-5.6
2011/1/20,-3.4,-1.5,-5.0
2011/1/21,-2.3,0.8,-4.9
2011/1/22,-2.4,0.7,-5.6
2011/1/23,-3.7,1.1,-7.8
2011/1/24,-4.8,-0.6,-7.9
2011/1/25,-3.7,2.9,-10.0
2011/1/26,-2.9,2.2,-8.5
2011/1/27,-2.5,2.0,-7.6
2011/1/28,-3.0,0.1,-4.9
2011/1/29,-4.3,-1.0,-7.5
2011/1/30,-6.7,-4.3,-9.7
2011/1/31,-5.5,-1.3,-10.9
2011/2/1,-2.5,0.1,-4.8
2011/2/2,-2.6,3.9,-9.4
2011/2/3,-2.2,2.6,-7.3
2011/2/4,-0.7,4.5,-5.9
2011/2/5,0.9,5.0,-5.0
2011/2/6,-1.6,3.5,-8.7
2011/2/7,-0.6,2.9,-3.9
2011/2/8,-1.7,1.4,-4.6
2011/2/9,-2.7,-0.3,-6.3
2011/2/10,-2.2,0.5,-4.2
2011/2/11,-3.0,-0.1,-5.2
2011/2/12,-1.9,-0.1,-4.2
2011/2/13,-1.6,3.5,-6.1
2011/2/14,-2.7,2.2,-7.9
2011/2/15,-0.3,3.6,-2.6
2011/2/16,1.4,5.1,-3.4
2011/2/17,1.1,6.2,-3.0
2011/2/18,1.4,5.0,-1.5
2011/2/19,-0.7,2.7,-3.5
2011/2/20,-0.3,5.6,-4.7
2011/2/21,-1.3,5.8,-7.3
2011/2/22,0.3,9.4,-7.0
2011/2/23,2.3,7.7,-3.8
2011/2/24,5.6,9.3,1.5
2011/2/25,3.9,7.7,-2.2
2011/2/26,-1.4,2.1,-3.8
2011/2/27,0.1,5.3,-5.5
2011/2/28,1.1,5.5,-1.1
2011/3/1,0.5,2.5,-1.1
2011/3/2,-0.1,3.8,-3.6
2011/3/3,-3.9,-1.1,-5.7
2011/3/4,-3.8,1.4,-9.0
2011/3/5,-1.1,4.4,-7.5
2011/3/6,3.0,8.0,0.0
2011/3/7,1.4,5.1,-1.5
2011/3/8,-0.5,3.3,-2.7
2011/3/9,-0.8,3.0,-3.5
2011/3/10,-2.0,2.1,-5.2
2011/3/11,-1.1,4.2,-3.6
2011/3/12,0.5,6.4,-4.7
2011/3/13,5.2,12.1,-1.4
2011/3/14,6.9,13.3,2.0
2011/3/15,1.7,5.8,-0.5
2011/3/16,-0.8,1.8,-4.0
2011/3/17,-2.4,2.7,-5.9
2011/3/18,-0.8,3.8,-6.8
2011/3/19,4.1,9.7,-1.7
2011/3/20,6.1,11.8,0.2
2011/3/21,4.0,8.3,-1.5
2011/3/22,2.3,8.3,-2.9
2011/3/23,0.4,4.7,-3.1
2011/3/24,0.0,5.9,-4.8
2011/3/25,0.8,6.5,-5.4
2011/3/26,0.4,4.2,-2.9
2011/3/27,-1.3,3.8,-5.3
2011/3/28,1.2,8.1,-4.2
2011/3/29,3.2,9.0,0.5
2011/3/30,3.6,9.4,-0.1
2011/3/31,4.5,10.7,-0.7
