ダウンロードした時刻：2017/07/24 15:36:36

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/1/1,0.5,2.3,-1.2
1982/1/2,-3.5,-0.8,-6.5
1982/1/3,-1.8,0.8,-6.0
1982/1/4,4.2,6.0,-0.9
1982/1/5,0.2,4.5,-2.9
1982/1/6,-2.9,0.5,-5.4
1982/1/7,-5.5,-2.4,-10.1
1982/1/8,-1.9,1.0,-9.7
1982/1/9,2.0,5.0,-0.7
1982/1/10,-2.9,-0.5,-5.8
1982/1/11,1.6,4.4,-4.1
1982/1/12,2.3,7.8,-4.4
1982/1/13,-6.2,-4.2,-7.2
1982/1/14,-6.3,-4.9,-8.5
1982/1/15,-8.3,-6.1,-13.0
1982/1/16,-8.8,-3.5,-14.8
1982/1/17,-5.3,-2.4,-11.3
1982/1/18,-1.7,3.2,-5.1
1982/1/19,-1.6,3.3,-5.9
1982/1/20,-4.0,-0.5,-6.7
1982/1/21,-0.3,2.3,-3.5
1982/1/22,-3.5,-0.7,-6.2
1982/1/23,-4.6,-0.2,-8.6
1982/1/24,-1.7,1.0,-5.4
1982/1/25,-3.2,0.0,-6.0
1982/1/26,-3.4,-0.2,-5.5
1982/1/27,-1.8,0.6,-4.0
1982/1/28,-0.5,1.2,-2.5
1982/1/29,-2.0,0.4,-3.8
1982/1/30,-5.1,-2.3,-7.9
1982/1/31,-4.0,0.1,-9.4
1982/2/1,-6.9,-2.9,-12.8
1982/2/2,-7.0,-2.2,-14.6
1982/2/3,-1.3,2.4,-4.6
1982/2/4,-7.6,-4.1,-10.6
1982/2/5,-8.7,-2.8,-14.2
1982/2/6,-6.7,-2.7,-13.0
1982/2/7,-7.1,-4.8,-12.1
1982/2/8,-9.4,-5.0,-13.4
1982/2/9,-8.9,-4.4,-14.0
1982/2/10,-6.2,-2.4,-10.3
1982/2/11,-4.4,-1.5,-9.7
1982/2/12,-2.9,1.2,-7.2
1982/2/13,-4.2,0.8,-10.4
1982/2/14,-3.8,0.6,-9.1
1982/2/15,-3.8,-1.1,-7.1
1982/2/16,-2.3,-0.2,-4.7
1982/2/17,-1.2,2.2,-3.4
1982/2/18,-1.6,2.4,-6.1
1982/2/19,0.0,3.4,-5.4
1982/2/20,1.5,2.3,0.6
1982/2/21,1.5,4.8,-1.8
1982/2/22,-0.8,2.9,-4.6
1982/2/23,-2.3,0.9,-5.0
1982/2/24,-3.6,0.5,-7.5
1982/2/25,-5.3,-2.4,-7.2
1982/2/26,-4.5,-0.9,-8.6
1982/2/27,0.5,3.9,-5.7
1982/2/28,3.8,7.0,0.7
1982/3/1,1.6,5.0,-2.0
1982/3/2,0.9,5.0,-1.8
1982/3/3,0.6,3.7,-2.7
1982/3/4,3.1,8.0,-1.0
1982/3/5,2.9,5.2,0.1
1982/3/6,-2.6,2.1,-6.4
1982/3/7,-5.0,-2.0,-8.3
1982/3/8,-1.7,1.2,-6.4
1982/3/9,-0.7,3.9,-5.3
1982/3/10,2.7,6.8,-4.0
1982/3/11,1.3,5.4,-3.5
1982/3/12,0.7,5.6,-4.8
1982/3/13,1.9,5.9,-1.9
1982/3/14,1.1,5.8,-5.1
1982/3/15,3.7,9.4,-0.6
1982/3/16,3.8,7.3,-0.1
1982/3/17,0.9,5.1,-1.0
1982/3/18,0.7,5.0,-1.4
1982/3/19,0.6,4.5,-3.6
1982/3/20,1.3,5.3,-3.4
1982/3/21,1.5,2.4,1.0
1982/3/22,1.2,5.1,-1.9
1982/3/23,1.5,5.6,-2.4
1982/3/24,0.8,3.3,-1.1
1982/3/25,0.6,5.5,-2.8
1982/3/26,-0.1,4.0,-4.1
1982/3/27,0.1,4.5,-2.9
1982/3/28,1.1,6.3,-3.8
1982/3/29,4.9,10.2,-2.1
1982/3/30,8.5,14.4,0.9
1982/3/31,5.4,9.4,2.1
1982/4/1,3.6,8.3,0.4
1982/4/2,3.0,7.2,-1.6
1982/4/3,3.5,8.7,0.5
1982/4/4,0.0,5.1,-3.2
1982/4/5,5.3,12.0,-3.0
1982/4/6,8.7,15.2,3.0
1982/4/7,8.5,16.6,1.0
1982/4/8,7.9,14.1,1.7
1982/4/9,6.8,9.6,5.0
1982/4/10,3.5,6.2,1.3
1982/4/11,4.4,9.3,-0.3
1982/4/12,6.2,12.8,-1.2
1982/4/13,7.9,15.4,1.3
1982/4/14,8.1,14.1,3.5
1982/4/15,5.8,6.7,5.5
1982/4/16,5.5,6.4,4.6
1982/4/17,6.2,10.3,3.9
1982/4/18,4.5,6.7,2.1
1982/4/19,5.4,9.6,1.5
1982/4/20,2.0,4.0,0.0
1982/4/21,5.8,11.2,0.5
1982/4/22,7.0,12.5,-0.2
1982/4/23,7.2,13.5,0.1
1982/4/24,7.9,12.4,2.3
1982/4/25,9.7,16.3,2.4
1982/4/26,11.5,18.3,6.6
1982/4/27,6.6,10.9,3.8
1982/4/28,6.1,9.5,3.3
1982/4/29,9.5,14.2,6.0
1982/4/30,10.5,14.8,6.5
1982/5/1,10.3,13.6,8.1
