ダウンロードした時刻：2019/10/10 16:06:25

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,8.9,14.0,5.0
1998/12/2,9.7,12.1,8.5
1998/12/3,9.3,10.7,8.1
1998/12/4,9.6,15.0,5.4
1998/12/5,9.9,12.8,8.5
1998/12/6,9.0,11.8,3.7
1998/12/7,8.5,12.7,2.4
1998/12/8,8.9,11.1,5.8
1998/12/9,6.3,9.9,4.2
1998/12/10,5.2,10.1,1.7
1998/12/11,4.4,7.4,1.3
1998/12/12,6.0,9.6,1.5
1998/12/13,5.1,12.4,0.0
1998/12/14,7.9,13.9,1.7
1998/12/15,9.3,13.6,6.1
1998/12/16,7.7,14.2,4.6
1998/12/17,9.0,14.7,3.9
1998/12/18,8.1,11.9,3.1
1998/12/19,6.4,14.3,1.0
1998/12/20,8.8,12.5,4.3
1998/12/21,6.3,10.0,1.6
1998/12/22,6.6,14.9,0.2
1998/12/23,8.9,12.4,6.8
1998/12/24,8.2,9.1,7.0
1998/12/25,6.7,10.7,2.9
1998/12/26,6.5,9.6,3.1
1998/12/27,4.3,10.5,1.4
1998/12/28,4.8,10.1,0.3
1998/12/29,7.9,14.1,4.7
1998/12/30,5.9,10.9,2.4
1998/12/31,3.7,6.2,2.1
1999/1/1,3.4,6.8,1.7
1999/1/2,3.9,8.5,0.1
1999/1/3,3.6,5.6,1.8
1999/1/4,4.9,8.7,3.2
1999/1/5,4.2,9.8,1.2
1999/1/6,5.3,11.6,0.2
1999/1/7,5.0,11.2,0.0
1999/1/8,-0.4,2.2,-1.8
1999/1/9,-0.4,1.5,-1.7
1999/1/10,-0.1,3.4,-4.4
1999/1/11,1.3,3.0,0.3
1999/1/12,1.5,3.3,0.3
1999/1/13,2.0,4.9,0.3
1999/1/14,2.4,4.6,0.7
1999/1/15,3.0,7.2,1.2
1999/1/16,4.0,8.7,1.0
1999/1/17,3.6,5.8,-1.3
1999/1/18,2.6,10.7,-1.7
1999/1/19,3.0,5.6,-0.1
1999/1/20,6.4,13.1,3.0
1999/1/21,2.9,5.6,0.8
1999/1/22,3.0,11.1,-1.4
1999/1/23,6.3,12.3,1.1
1999/1/24,8.3,11.2,5.4
1999/1/25,6.5,8.9,2.6
1999/1/26,6.0,9.1,1.2
1999/1/27,5.2,12.3,-0.7
1999/1/28,4.8,7.7,2.2
1999/1/29,1.5,3.9,0.1
1999/1/30,2.0,5.8,0.2
1999/1/31,3.7,10.6,0.3
1999/2/1,3.9,8.6,-0.8
1999/2/2,2.9,6.3,0.3
1999/2/3,-1.9,0.3,-4.2
1999/2/4,-0.6,4.1,-4.3
1999/2/5,1.0,6.6,-3.4
1999/2/6,1.2,5.3,-1.2
1999/2/7,2.5,10.1,-2.6
1999/2/8,4.7,10.9,0.0
1999/2/9,4.2,11.6,-0.1
1999/2/10,3.1,6.3,0.6
1999/2/11,3.1,5.4,1.0
1999/2/12,1.2,5.3,-1.0
1999/2/13,-0.4,1.8,-1.8
1999/2/14,1.1,3.9,-0.7
1999/2/15,3.0,8.3,0.6
1999/2/16,3.8,13.0,-0.8
1999/2/17,6.0,16.2,-1.1
1999/2/18,5.7,7.8,3.7
1999/2/19,2.8,6.3,-1.1
1999/2/20,2.4,8.2,-1.9
1999/2/21,1.4,5.1,-0.6
1999/2/22,2.8,8.2,-0.6
1999/2/23,4.7,10.8,-0.2
1999/2/24,4.9,8.2,2.2
1999/2/25,6.3,10.5,0.9
1999/2/26,5.2,10.1,-0.7
1999/2/27,5.5,11.1,0.5
1999/2/28,1.6,5.4,-0.3
1999/3/1,6.1,15.3,-0.6
1999/3/2,7.5,14.5,1.5
1999/3/3,8.3,17.4,2.7
1999/3/4,9.0,18.5,1.4
1999/3/5,14.3,19.1,7.5
1999/3/6,7.0,11.0,4.4
1999/3/7,5.9,7.9,4.3
1999/3/8,7.0,8.5,5.4
1999/3/9,6.0,8.3,4.0
1999/3/10,6.7,11.8,3.4
1999/3/11,6.7,10.1,4.5
1999/3/12,4.6,7.0,-0.4
1999/3/13,7.8,17.2,-1.6
1999/3/14,13.6,20.4,7.0
1999/3/15,13.0,19.4,9.7
1999/3/16,9.5,12.0,6.3
1999/3/17,12.4,20.9,3.7
1999/3/18,15.7,23.2,9.4
1999/3/19,12.2,16.9,6.7
1999/3/20,6.7,7.6,4.6
1999/3/21,6.3,8.6,3.7
1999/3/22,3.4,7.1,1.5
1999/3/23,4.1,9.4,-1.0
1999/3/24,9.6,19.3,-0.4
1999/3/25,13.3,20.5,8.4
1999/3/26,15.1,17.3,13.2
1999/3/27,9.2,13.3,6.2
1999/3/28,6.5,11.6,1.6
1999/3/29,4.6,6.3,3.5
1999/3/30,6.0,8.2,4.6
1999/3/31,8.6,14.0,4.9
