ダウンロードした時刻：2019/10/10 16:00:54

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,13.4,17.8,10.0
2010/12/2,13.4,17.0,9.1
2010/12/3,17.1,23.0,11.4
2010/12/4,12.0,16.6,8.5
2010/12/5,11.5,15.1,7.3
2010/12/6,12.6,16.9,9.7
2010/12/7,12.3,16.5,8.5
2010/12/8,9.3,13.8,6.1
2010/12/9,9.0,14.7,4.9
2010/12/10,10.1,12.5,7.0
2010/12/11,13.6,18.3,5.7
2010/12/12,12.2,15.2,9.5
2010/12/13,8.1,11.0,6.9
2010/12/14,10.8,14.6,7.5
2010/12/15,10.8,13.9,7.0
2010/12/16,6.6,8.1,4.4
2010/12/17,7.1,10.5,3.5
2010/12/18,7.8,12.9,3.2
2010/12/19,7.6,10.2,5.3
2010/12/20,11.0,18.0,5.6
2010/12/21,9.6,12.0,7.1
2010/12/22,13.1,17.9,8.3
2010/12/23,12.4,16.1,8.5
2010/12/24,8.9,13.4,3.8
2010/12/25,5.0,8.9,2.5
2010/12/26,6.1,9.8,2.4
2010/12/27,7.4,11.2,4.0
2010/12/28,7.7,12.7,2.6
2010/12/29,8.3,14.0,4.7
2010/12/30,5.4,9.4,3.4
2010/12/31,5.9,10.8,2.6
2011/1/1,6.8,10.2,2.6
2011/1/2,7.0,11.0,4.0
2011/1/3,6.1,9.7,2.8
2011/1/4,6.4,10.1,3.6
2011/1/5,7.1,11.5,3.0
2011/1/6,6.6,9.9,3.3
2011/1/7,4.4,8.5,2.1
2011/1/8,5.8,10.4,1.7
2011/1/9,7.4,13.7,2.1
2011/1/10,3.9,7.0,1.7
2011/1/11,4.0,7.2,0.5
2011/1/12,5.4,9.1,1.8
2011/1/13,4.6,8.5,2.5
2011/1/14,4.2,8.1,0.7
2011/1/15,4.4,9.1,0.4
2011/1/16,2.8,7.2,-0.5
2011/1/17,5.6,11.9,-0.1
2011/1/18,6.1,10.7,1.9
2011/1/19,6.3,10.6,1.7
2011/1/20,5.6,9.5,3.1
2011/1/21,5.2,8.9,2.2
2011/1/22,6.2,10.7,2.4
2011/1/23,5.6,9.6,2.4
2011/1/24,5.4,8.2,3.4
2011/1/25,6.0,10.2,2.8
2011/1/26,5.8,10.9,2.9
2011/1/27,5.3,10.1,1.3
2011/1/28,3.7,8.6,0.5
2011/1/29,4.2,8.1,2.0
2011/1/30,2.9,6.6,0.5
2011/1/31,3.0,7.1,-1.3
2011/2/1,5.8,11.8,0.0
2011/2/2,5.8,9.2,3.1
2011/2/3,7.1,11.8,2.2
2011/2/4,8.4,13.3,3.6
2011/2/5,7.9,11.4,3.5
2011/2/6,8.4,12.2,4.9
2011/2/7,8.5,14.9,4.6
2011/2/8,6.2,8.9,4.3
2011/2/9,4.9,9.0,1.4
2011/2/10,6.6,9.9,4.0
2011/2/11,2.0,5.5,0.8
2011/2/12,2.1,3.8,0.8
2011/2/13,4.7,9.8,-0.2
2011/2/14,3.5,7.5,0.3
2011/2/15,5.6,11.1,0.7
2011/2/16,6.8,12.5,1.0
2011/2/17,9.9,14.6,5.8
2011/2/18,11.4,16.2,5.5
2011/2/19,6.3,9.0,3.7
2011/2/20,7.2,9.2,5.4
2011/2/21,6.9,9.4,4.7
2011/2/22,6.6,11.2,2.7
2011/2/23,8.3,12.6,3.8
2011/2/24,10.8,13.4,8.0
2011/2/25,15.2,20.8,6.7
2011/2/26,7.1,10.9,3.6
2011/2/27,11.4,18.1,4.1
2011/2/28,5.0,10.6,2.0
2011/3/1,5.3,7.0,4.3
2011/3/2,,,
2011/3/3,4.6,8.7,1.7
2011/3/4,4.5,9.0,0.7
2011/3/5,7.0,13.0,1.4
2011/3/6,10.3,18.1,3.4
2011/3/7,4.6,9.8,0.8
2011/3/8,6.7,10.1,3.0
2011/3/9,7.5,12.5,3.5
2011/3/10,5.9,9.7,2.6
2011/3/11,6.4,12.9,2.4
2011/3/12,7.7,12.3,2.5
2011/3/13,11.2,17.0,5.7
2011/3/14,14.2,20.1,7.5
2011/3/15,11.6,14.4,10.5
2011/3/16,7.7,13.4,3.3
2011/3/17,4.6,9.4,1.5
2011/3/18,6.1,9.8,1.4
2011/3/19,12.6,17.9,8.0
2011/3/20,13.8,17.5,9.3
2011/3/21,10.9,17.2,7.5
2011/3/22,6.7,7.5,5.6
2011/3/23,6.3,9.6,1.9
2011/3/24,5.3,8.2,2.7
2011/3/25,7.7,14.2,3.2
2011/3/26,7.5,13.1,4.1
2011/3/27,7.1,11.1,2.0
2011/3/28,8.3,12.3,4.3
2011/3/29,10.8,16.1,5.2
2011/3/30,11.8,17.2,7.7
2011/3/31,9.4,14.2,6.0
