É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:39:32

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2002/1/1,2.2,8.9,-3.6
2002/1/2,1.3,5.4,-2.4
2002/1/3,1.3,6.1,-2.2
2002/1/4,1.8,9.3,-5.0
2002/1/5,2.5,9.2,-1.6
2002/1/6,1.7,8.5,-3.7
2002/1/7,2.1,5.9,-3.7
2002/1/8,4.9,10.1,1.8
2002/1/9,4.4,9.6,-1.1
2002/1/10,5.2,13.1,-1.8
2002/1/11,5.3,13.9,-1.3
2002/1/12,5.9,15.4,-0.8
2002/1/13,5.3,12.4,-0.4
2002/1/14,5.0,10.7,-2.0
2002/1/15,7.5,15.0,0.7
2002/1/16,7.9,11.2,4.8
2002/1/17,4.6,6.5,2.7
2002/1/18,3.4,8.7,-0.6
2002/1/19,2.6,8.2,-3.0
2002/1/20,4.0,9.2,-0.8
2002/1/21,8.4,13.3,4.0
2002/1/22,7.4,13.2,1.8
2002/1/23,4.2,10.4,-1.5
2002/1/24,3.4,11.1,-2.8
2002/1/25,2.5,9.2,-2.7
2002/1/26,1.7,5.3,-4.2
2002/1/27,5.5,8.5,2.0
2002/1/28,4.9,10.9,0.6
2002/1/29,2.7,8.5,-1.7
2002/1/30,2.4,9.0,-4.1
2002/1/31,1.6,7.2,-2.8
2002/2/1,1.5,7.7,-4.6
2002/2/2,4.9,11.4,-2.8
2002/2/3,4.4,5.8,3.5
2002/2/4,5.9,10.5,3.4
2002/2/5,6.1,8.4,3.5
2002/2/6,7.2,12.4,3.3
2002/2/7,6.1,12.5,2.2
2002/2/8,5.3,11.5,-0.8
2002/2/9,4.6,13.2,-0.4
2002/2/10,1.3,4.6,-1.4
2002/2/11,1.4,8.1,-3.9
2002/2/12,2.1,7.8,-3.5
2002/2/13,1.8,8.0,-3.2
2002/2/14,1.6,7.2,-4.3
2002/2/15,2.4,9.4,-3.4
2002/2/16,3.4,10.8,-3.8
2002/2/17,5.9,9.6,1.8
2002/2/18,4.1,12.0,-0.9
2002/2/19,4.1,10.8,-1.3
2002/2/20,5.2,13.2,-2.4
2002/2/21,7.6,15.8,-1.2
2002/2/22,10.4,18.2,3.4
2002/2/23,8.1,13.8,3.5
2002/2/24,6.6,13.1,1.7
2002/2/25,5.2,10.4,1.5
2002/2/26,8.7,14.3,3.9
2002/2/27,9.5,14.3,6.5
2002/2/28,9.5,12.0,6.4
2002/3/1,10.7,15.8,8.2
2002/3/2,10.2,15.5,6.1
2002/3/3,4.9,10.0,1.6
2002/3/4,5.8,12.9,-0.8
2002/3/5,6.8,11.3,1.3
2002/3/6,10.0,17.0,6.5
2002/3/7,8.0,14.7,2.5
2002/3/8,5.2,11.8,-0.4
2002/3/9,6.8,15.0,-1.9
2002/3/10,10.2,19.0,0.6
2002/3/11,9.9,16.6,4.8
2002/3/12,9.5,19.3,1.1
2002/3/13,8.4,15.1,1.6
2002/3/14,10.5,17.7,1.5
2002/3/15,12.9,18.2,10.0
2002/3/16,11.7,18.3,5.7
2002/3/17,13.3,21.5,6.3
2002/3/18,11.6,19.0,3.8
2002/3/19,10.3,17.5,2.6
2002/3/20,11.9,18.3,6.9
2002/3/21,12.3,19.0,2.9
2002/3/22,12.3,17.7,6.5
2002/3/23,6.4,10.3,2.9
2002/3/24,6.6,13.1,0.7
2002/3/25,6.7,13.6,0.6
2002/3/26,7.6,10.4,4.0
2002/3/27,8.9,11.2,5.3
2002/3/28,8.0,15.6,0.7
2002/3/29,8.7,13.0,5.9
2002/3/30,15.5,21.4,10.7
2002/3/31,10.8,13.8,7.4
2002/4/1,12.7,19.7,5.0
2002/4/2,16.1,25.6,8.2
2002/4/3,16.3,23.2,10.1
2002/4/4,13.6,17.8,9.7
2002/4/5,13.0,18.6,8.2
2002/4/6,11.2,20.0,4.1
2002/4/7,11.6,16.8,7.2
2002/4/8,18.2,23.7,11.4
2002/4/9,13.7,18.2,9.1
2002/4/10,9.8,12.3,7.8
2002/4/11,12.7,18.4,9.2
2002/4/12,11.5,15.9,7.1
2002/4/13,10.4,16.3,4.1
2002/4/14,13.1,19.8,5.6
2002/4/15,17.7,26.2,9.4
2002/4/16,19.6,26.2,14.6
2002/4/17,18.4,24.1,12.7
2002/4/18,14.3,19.4,11.4
2002/4/19,13.9,20.1,8.7
2002/4/20,15.0,19.4,10.5
2002/4/21,13.7,16.6,11.7
2002/4/22,15.9,20.6,11.8
2002/4/23,15.4,21.5,12.1
2002/4/24,16.9,23.7,11.7
2002/4/25,15.0,17.2,12.5
2002/4/26,11.3,13.3,9.3
2002/4/27,11.7,18.5,7.5
2002/4/28,11.4,19.0,5.4
2002/4/29,13.8,21.7,4.7
2002/4/30,15.4,19.7,11.3
2002/5/1,17.5,24.2,12.8
