ダウンロードした時刻：2017/07/24 15:36:51

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/1/1,0.1,2.2,-0.9
2001/1/2,0.1,1.7,-1.0
2001/1/3,-1.6,0.3,-3.0
2001/1/4,-1.4,0.3,-2.9
2001/1/5,-0.8,1.0,-3.5
2001/1/6,-2.1,-0.7,-3.4
2001/1/7,-1.9,-0.7,-3.4
2001/1/8,-1.3,-0.3,-2.4
2001/1/9,-1.0,2.0,-7.6
2001/1/10,2.0,5.9,-1.6
2001/1/11,-2.5,2.3,-9.0
2001/1/12,-4.6,-2.9,-5.5
2001/1/13,-6.1,-4.1,-14.9
2001/1/14,-9.0,-5.0,-13.9
2001/1/15,-4.9,-2.0,-8.0
2001/1/16,-4.2,-3.2,-5.7
2001/1/17,-4.9,-2.8,-7.1
2001/1/18,-3.5,-2.1,-4.9
2001/1/19,-5.4,-1.9,-12.5
2001/1/20,-4.6,-2.6,-8.9
2001/1/21,-1.0,2.3,-3.7
2001/1/22,-0.8,1.1,-4.4
2001/1/23,-1.9,0.5,-5.6
2001/1/24,-2.5,1.3,-6.9
2001/1/25,-2.4,1.7,-6.5
2001/1/26,-1.0,0.8,-4.2
2001/1/27,-1.0,0.8,-2.2
2001/1/28,0.7,4.0,-1.0
2001/1/29,-0.7,1.4,-2.8
2001/1/30,-0.7,1.0,-3.0
2001/1/31,-1.8,0.6,-4.2
2001/2/1,-2.0,2.4,-6.9
2001/2/2,-4.0,-0.5,-4.9
2001/2/3,-3.7,-0.4,-5.7
2001/2/4,-3.7,-2.1,-5.5
2001/2/5,-2.9,1.0,-7.4
2001/2/6,-1.3,2.6,-4.7
2001/2/7,-2.8,0.7,-9.4
2001/2/8,-2.7,-0.6,-5.5
2001/2/9,-2.6,0.7,-11.6
2001/2/10,-1.4,1.5,-4.6
2001/2/11,-4.3,-2.0,-6.2
2001/2/12,-4.4,-1.9,-6.2
2001/2/13,-3.9,-2.6,-4.9
2001/2/14,-4.9,-2.7,-10.0
2001/2/15,-4.3,-0.2,-7.8
2001/2/16,-3.5,1.5,-8.7
2001/2/17,-1.7,1.6,-5.5
2001/2/18,1.8,3.5,-1.2
2001/2/19,0.1,4.0,-2.5
2001/2/20,-1.0,2.0,-5.4
2001/2/21,-2.0,3.4,-9.8
2001/2/22,4.1,8.0,-0.8
2001/2/23,3.5,7.2,0.2
2001/2/24,-0.3,1.0,-2.1
2001/2/25,-2.7,-0.2,-4.9
2001/2/26,-2.1,0.5,-4.6
2001/2/27,1.5,5.0,-3.2
2001/2/28,1.3,5.9,-2.9
2001/3/1,2.2,5.8,-1.1
2001/3/2,1.2,5.3,-1.3
2001/3/3,2.7,5.7,-0.5
2001/3/4,3.6,7.4,0.2
2001/3/5,0.0,1.9,-1.1
2001/3/6,1.6,4.1,-0.6
2001/3/7,1.3,6.6,-2.9
2001/3/8,-2.2,1.0,-6.1
2001/3/9,-3.0,2.3,-11.8
2001/3/10,-2.9,-1.0,-6.5
2001/3/11,-2.9,-0.8,-5.5
2001/3/12,-0.8,2.6,-5.0
2001/3/13,-1.2,2.7,-5.2
2001/3/14,-0.9,6.3,-5.7
2001/3/15,2.4,8.0,-0.1
2001/3/16,2.1,5.5,-2.2
2001/3/17,2.1,9.0,-5.6
2001/3/18,4.3,7.9,0.9
2001/3/19,5.8,10.0,0.2
2001/3/20,5.1,15.0,-2.8
2001/3/21,4.3,10.4,-2.1
2001/3/22,2.9,11.2,-5.2
2001/3/23,4.2,10.5,-1.8
2001/3/24,2.6,13.2,-4.7
2001/3/25,3.7,10.9,-2.7
2001/3/26,4.2,7.3,2.1
2001/3/27,1.4,3.7,0.0
2001/3/28,0.9,5.6,-3.5
2001/3/29,0.6,4.6,-2.2
2001/3/30,1.2,5.8,-0.4
2001/3/31,1.3,7.3,-3.2
2001/4/1,1.9,5.5,-1.6
2001/4/2,4.5,12.7,-1.0
2001/4/3,4.1,7.7,1.5
2001/4/4,3.6,7.8,-0.2
2001/4/5,6.2,12.9,-2.4
2001/4/6,7.4,13.7,2.0
2001/4/7,7.2,14.9,1.5
2001/4/8,6.8,15.8,0.7
2001/4/9,7.5,16.9,2.3
2001/4/10,10.3,20.1,1.6
2001/4/11,12.0,20.6,3.9
2001/4/12,8.6,16.7,4.4
2001/4/13,9.2,13.2,4.5
2001/4/14,10.5,16.7,4.8
2001/4/15,10.1,16.4,6.7
2001/4/16,10.7,17.6,4.1
2001/4/17,11.1,23.4,1.5
2001/4/18,13.2,24.9,3.0
2001/4/19,14.0,22.2,6.5
2001/4/20,7.1,13.6,2.3
2001/4/21,6.0,12.7,-0.7
2001/4/22,5.7,11.0,1.5
2001/4/23,9.8,17.0,3.4
2001/4/24,10.4,17.1,2.3
2001/4/25,8.8,15.4,3.7
2001/4/26,7.8,13.9,0.5
2001/4/27,9.6,18.1,1.1
2001/4/28,11.0,22.6,0.5
2001/4/29,14.0,25.0,4.9
2001/4/30,14.4,25.3,5.8
2001/5/1,9.1,15.7,4.3
