ダウンロードした時刻：2019/10/10 16:25:33

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,12.6,19.7,7.6
1980/12/2,12.4,17.0,8.4
1980/12/3,12.6,16.0,7.8
1980/12/4,9.5,13.9,5.3
1980/12/5,8.2,13.4,3.3
1980/12/6,7.6,13.6,2.9
1980/12/7,8.2,15.1,3.0
1980/12/8,8.6,15.6,3.1
1980/12/9,6.7,13.9,1.8
1980/12/10,5.8,12.6,0.6
1980/12/11,9.0,16.7,1.7
1980/12/12,8.5,12.6,5.0
1980/12/13,5.4,9.8,1.8
1980/12/14,7.2,11.9,1.8
1980/12/15,6.3,10.8,2.1
1980/12/16,6.4,12.8,0.5
1980/12/17,6.4,12.9,0.7
1980/12/18,8.2,15.0,2.0
1980/12/19,8.4,13.9,4.7
1980/12/20,6.7,11.5,1.3
1980/12/21,3.4,10.4,-2.1
1980/12/22,5.7,12.3,-1.7
1980/12/23,6.9,11.2,2.3
1980/12/24,5.9,9.9,1.4
1980/12/25,8.3,13.2,4.0
1980/12/26,5.9,11.0,2.1
1980/12/27,3.6,8.6,1.0
1980/12/28,3.0,7.8,0.4
1980/12/29,2.1,7.0,-1.2
1980/12/30,2.4,8.2,-2.6
1980/12/31,2.9,10.2,-2.9
1981/1/1,5.4,11.8,-2.4
1981/1/2,5.1,9.0,2.7
1981/1/3,3.6,6.8,1.7
1981/1/4,3.3,8.7,0.3
1981/1/5,3.4,8.4,-1.0
1981/1/6,3.4,8.8,-1.1
1981/1/7,5.0,13.0,-1.7
1981/1/8,4.6,12.7,-1.9
1981/1/9,7.5,13.3,0.2
1981/1/10,6.7,10.7,3.2
1981/1/11,3.2,6.9,0.8
1981/1/12,6.4,11.7,1.3
1981/1/13,5.2,9.8,2.0
1981/1/14,4.5,10.8,-0.9
1981/1/15,6.0,14.9,-2.1
1981/1/16,5.5,11.7,1.7
1981/1/17,3.1,10.0,-2.6
1981/1/18,6.5,13.6,-0.6
1981/1/19,6.8,14.0,1.2
1981/1/20,6.4,13.1,0.9
1981/1/21,5.9,10.2,0.8
1981/1/22,3.0,8.8,-2.1
1981/1/23,2.8,9.7,-4.8
1981/1/24,10.5,19.9,1.7
1981/1/25,10.4,15.5,4.3
1981/1/26,6.1,10.9,2.6
1981/1/27,3.7,9.9,-1.8
1981/1/28,4.8,10.7,-0.1
1981/1/29,7.3,12.0,0.7
1981/1/30,5.6,10.8,0.6
1981/1/31,5.6,8.6,1.4
1981/2/1,8.1,11.8,4.5
1981/2/2,6.3,12.9,-0.1
1981/2/3,7.2,14.0,2.8
1981/2/4,3.1,8.7,-2.2
1981/2/5,4.5,11.1,-2.6
1981/2/6,6.9,11.9,2.9
1981/2/7,6.9,11.8,3.6
1981/2/8,7.5,13.9,1.1
1981/2/9,7.3,14.6,1.1
1981/2/10,7.5,12.0,2.8
1981/2/11,7.9,14.1,2.6
1981/2/12,8.1,12.7,0.7
1981/2/13,17.4,19.8,10.9
1981/2/14,14.2,18.4,10.7
1981/2/15,13.6,21.8,7.4
1981/2/16,15.7,20.0,10.0
1981/2/17,11.9,19.0,6.6
1981/2/18,9.3,12.7,5.0
1981/2/19,10.7,14.0,6.8
1981/2/20,7.4,10.7,1.4
1981/2/21,8.4,12.9,3.4
1981/2/22,8.7,12.0,4.0
1981/2/23,13.1,19.9,9.3
1981/2/24,10.9,16.0,5.9
1981/2/25,3.6,6.8,-0.2
1981/2/26,-0.6,4.4,-4.6
1981/2/27,0.3,6.4,-5.9
1981/2/28,5.8,11.5,-2.1
1981/3/1,6.1,7.2,5.5
1981/3/2,8.0,11.8,5.6
1981/3/3,9.4,12.0,6.8
1981/3/4,11.4,16.7,8.3
1981/3/5,9.5,16.9,4.6
1981/3/6,7.8,13.8,1.3
1981/3/7,10.0,17.6,2.7
1981/3/8,10.1,16.5,1.3
1981/3/9,11.1,18.1,5.5
1981/3/10,7.6,14.6,0.9
1981/3/11,7.2,13.1,0.5
1981/3/12,11.1,15.7,4.2
1981/3/13,15.9,19.4,13.5
1981/3/14,18.2,23.0,15.0
1981/3/15,11.6,15.0,8.1
1981/3/16,9.8,15.4,4.7
1981/3/17,11.7,20.0,4.5
1981/3/18,11.9,18.0,4.0
1981/3/19,12.8,15.0,9.6
1981/3/20,15.3,20.0,12.0
1981/3/21,13.4,14.8,11.8
1981/3/22,15.8,23.8,9.7
1981/3/23,14.7,20.1,8.8
1981/3/24,14.7,18.6,8.7
1981/3/25,17.1,21.2,13.2
1981/3/26,12.5,16.0,8.5
1981/3/27,10.5,15.2,5.4
1981/3/28,12.1,16.1,7.2
1981/3/29,10.7,12.2,9.5
1981/3/30,11.0,12.9,9.1
1981/3/31,11.4,13.2,9.1
