ダウンロードした時刻：2019/10/10 15:44:13

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,7.4,12.4,2.2
1981/12/2,1.8,4.4,0.0
1981/12/3,2.2,4.8,0.1
1981/12/4,6.6,11.7,1.3
1981/12/5,6.9,11.1,1.9
1981/12/6,5.9,9.8,3.5
1981/12/7,6.0,8.2,4.1
1981/12/8,5.7,8.1,3.7
1981/12/9,5.2,7.1,3.8
1981/12/10,5.2,8.6,2.9
1981/12/11,7.8,14.1,0.0
1981/12/12,7.8,11.8,5.6
1981/12/13,3.6,6.2,2.2
1981/12/14,1.6,2.6,-0.1
1981/12/15,1.3,3.2,-0.7
1981/12/16,3.5,7.5,0.7
1981/12/17,4.7,8.0,2.5
1981/12/18,4.3,9.4,0.6
1981/12/19,5.6,8.8,0.8
1981/12/20,5.6,7.4,2.7
1981/12/21,6.6,11.7,3.1
1981/12/22,10.1,13.6,4.9
1981/12/23,10.2,13.6,8.1
1981/12/24,4.2,8.6,1.9
1981/12/25,5.7,9.5,0.9
1981/12/26,9.9,15.3,6.0
1981/12/27,11.9,16.0,6.7
1981/12/28,10.1,15.0,6.8
1981/12/29,10.1,17.5,4.6
1981/12/30,4.7,5.9,3.4
1981/12/31,5.5,8.7,3.0
1982/1/1,5.1,7.2,2.7
1982/1/2,4.0,7.2,2.4
1982/1/3,4.3,9.9,0.0
1982/1/4,9.9,17.5,2.2
1982/1/5,5.8,11.2,3.0
1982/1/6,3.6,7.1,1.5
1982/1/7,1.4,5.7,-1.7
1982/1/8,1.7,7.2,-3.6
1982/1/9,6.2,7.9,4.2
1982/1/10,4.7,8.1,2.0
1982/1/11,7.2,13.5,0.8
1982/1/12,8.8,14.7,3.8
1982/1/13,2.0,4.0,0.4
1982/1/14,1.2,2.9,0.3
1982/1/15,0.9,2.9,-0.4
1982/1/16,-0.3,1.0,-1.1
1982/1/17,-0.6,1.1,-3.4
1982/1/18,1.3,6.9,-5.1
1982/1/19,0.7,2.7,-1.1
1982/1/20,0.7,2.6,-1.2
1982/1/21,4.9,7.0,1.6
1982/1/22,4.9,8.0,2.9
1982/1/23,3.1,6.0,-0.2
1982/1/24,2.9,8.5,-1.1
1982/1/25,3.6,6.8,1.4
1982/1/26,3.4,6.9,1.0
1982/1/27,3.0,6.8,0.4
1982/1/28,-1.2,0.7,-2.6
1982/1/29,-1.8,0.7,-3.6
1982/1/30,-1.8,1.1,-3.4
1982/1/31,1.5,5.1,-3.0
1982/2/1,0.9,2.7,-0.5
1982/2/2,-0.4,1.2,-1.6
1982/2/3,3.5,6.1,-0.2
1982/2/4,1.1,3.8,-0.7
1982/2/5,0.0,2.8,-2.8
1982/2/6,0.7,4.4,-2.8
1982/2/7,-1.8,0.0,-3.1
1982/2/8,-0.7,1.6,-3.2
1982/2/9,1.1,5.0,-2.7
1982/2/10,0.3,2.4,-1.3
1982/2/11,2.1,6.3,-0.9
1982/2/12,4.2,8.7,0.2
1982/2/13,3.5,7.7,0.5
1982/2/14,0.3,2.9,-0.7
1982/2/15,1.0,4.7,-1.1
1982/2/16,5.5,10.2,-0.4
1982/2/17,4.1,6.8,0.9
1982/2/18,4.5,9.6,-0.1
1982/2/19,6.2,12.1,2.0
1982/2/20,8.1,11.4,5.6
1982/2/21,5.5,7.5,3.7
1982/2/22,3.9,7.0,1.8
1982/2/23,4.0,8.0,1.2
1982/2/24,3.1,5.6,1.5
1982/2/25,2.2,6.0,-0.2
1982/2/26,0.3,4.0,-1.5
1982/2/27,5.0,9.1,0.0
1982/2/28,8.8,12.4,6.0
1982/3/1,4.6,6.8,3.4
1982/3/2,2.2,5.0,-0.3
1982/3/3,2.7,6.8,-0.2
1982/3/4,7.9,14.8,-0.3
1982/3/5,10.9,16.3,6.1
1982/3/6,5.4,8.7,2.9
1982/3/7,2.6,6.0,0.0
1982/3/8,3.7,8.5,-1.3
1982/3/9,4.1,7.9,0.6
1982/3/10,9.1,15.1,0.9
1982/3/11,10.0,15.1,5.3
1982/3/12,10.2,15.6,3.5
1982/3/13,9.4,14.4,6.4
1982/3/14,8.8,14.9,2.8
1982/3/15,11.8,21.0,6.4
1982/3/16,10.6,15.9,6.0
1982/3/17,6.4,11.2,3.6
1982/3/18,6.0,9.8,2.9
1982/3/19,7.6,12.3,1.6
1982/3/20,8.9,11.8,6.9
1982/3/21,8.6,10.6,6.1
1982/3/22,9.5,16.6,2.9
1982/3/23,13.5,22.5,5.0
1982/3/24,4.9,9.1,0.2
1982/3/25,1.6,5.3,0.1
1982/3/26,2.1,6.3,-0.4
1982/3/27,4.2,9.0,-0.2
1982/3/28,5.0,10.9,0.6
1982/3/29,7.1,13.9,-0.1
1982/3/30,13.5,22.0,2.6
1982/3/31,10.1,17.3,6.5
