ダウンロードした時刻：2017/07/24 15:44:03

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,2.5,5.0,0.3
2005/1/2,2.0,5.7,-0.4
2005/1/3,4.9,10.2,0.3
2005/1/4,5.4,9.3,2.5
2005/1/5,2.9,6.1,-0.3
2005/1/6,3.1,5.8,-0.8
2005/1/7,5.8,10.6,2.7
2005/1/8,2.9,4.8,0.6
2005/1/9,1.0,3.7,0.1
2005/1/10,2.3,5.9,-0.6
2005/1/11,3.1,5.7,0.7
2005/1/12,1.8,3.6,0.2
2005/1/13,2.3,4.7,0.2
2005/1/14,4.4,8.2,1.7
2005/1/15,5.0,7.0,3.4
2005/1/16,5.5,8.9,3.5
2005/1/17,4.8,7.9,2.8
2005/1/18,4.9,8.1,2.8
2005/1/19,5.3,10.4,1.4
2005/1/20,3.6,6.2,0.6
2005/1/21,0.8,4.2,-1.0
2005/1/22,2.6,5.8,0.0
2005/1/23,1.6,4.6,-0.7
2005/1/24,2.6,7.0,-2.8
2005/1/25,6.4,8.8,4.3
2005/1/26,4.5,6.9,3.0
2005/1/27,3.8,7.4,0.3
2005/1/28,4.7,10.6,-0.2
2005/1/29,6.1,14.1,-0.1
2005/1/30,2.9,7.8,0.5
2005/1/31,2.7,5.9,0.2
2005/2/1,0.1,4.4,-2.6
2005/2/2,-0.7,2.1,-4.0
2005/2/3,0.7,2.5,-1.2
2005/2/4,3.1,6.0,0.2
2005/2/5,3.7,5.4,1.7
2005/2/6,3.3,5.7,2.0
2005/2/7,4.5,6.7,2.8
2005/2/8,4.4,6.9,2.4
2005/2/9,6.0,11.8,1.1
2005/2/10,6.0,9.1,2.9
2005/2/11,2.6,5.2,1.0
2005/2/12,3.3,6.2,0.4
2005/2/13,2.2,6.1,-1.4
2005/2/14,4.3,7.6,1.3
2005/2/15,5.1,9.5,0.2
2005/2/16,7.5,9.5,5.1
2005/2/17,7.1,8.9,5.1
2005/2/18,5.0,6.9,1.9
2005/2/19,6.6,8.9,3.1
2005/2/20,3.5,7.6,0.4
2005/2/21,2.0,5.4,-0.8
2005/2/22,2.6,6.8,-1.6
2005/2/23,6.6,13.2,1.0
2005/2/24,5.4,7.6,2.5
2005/2/25,6.1,10.6,3.7
2005/2/26,1.8,4.3,-0.5
2005/2/27,2.2,5.2,0.1
2005/2/28,3.7,8.4,-0.6
2005/3/1,4.0,7.6,0.5
2005/3/2,4.0,7.7,-0.1
2005/3/3,4.8,7.1,2.9
2005/3/4,4.4,8.4,2.4
2005/3/5,4.1,7.8,0.6
2005/3/6,3.8,8.8,-0.3
2005/3/7,4.8,10.8,-1.6
2005/3/8,8.1,13.7,1.3
2005/3/9,9.2,12.5,5.7
2005/3/10,10.2,17.0,4.6
2005/3/11,10.2,11.9,8.8
2005/3/12,4.1,8.9,-0.6
2005/3/13,0.4,3.1,-1.0
2005/3/14,2.3,6.3,-1.1
2005/3/15,3.9,9.9,-0.4
2005/3/16,6.8,12.5,1.5
2005/3/17,9.2,15.3,6.3
2005/3/18,7.1,9.4,4.2
2005/3/19,6.7,10.8,2.6
2005/3/20,5.6,10.3,1.0
2005/3/21,8.7,13.1,4.6
2005/3/22,9.8,13.5,5.7
2005/3/23,8.3,10.7,5.6
2005/3/24,6.7,13.7,2.0
2005/3/25,3.3,6.1,0.4
2005/3/26,5.3,8.8,3.1
2005/3/27,8.6,13.7,1.6
2005/3/28,10.2,12.4,8.6
2005/3/29,8.2,10.8,4.5
2005/3/30,7.3,10.9,4.7
2005/3/31,8.1,14.7,3.3
2005/4/1,8.5,13.0,4.3
2005/4/2,8.6,13.6,3.7
2005/4/3,10.1,14.4,7.0
2005/4/4,6.7,9.6,2.5
2005/4/5,8.6,17.2,1.3
2005/4/6,13.0,18.8,5.4
2005/4/7,15.7,18.2,12.6
2005/4/8,12.0,15.4,9.1
2005/4/9,12.8,19.7,7.2
2005/4/10,15.6,23.8,9.3
2005/4/11,11.0,14.1,9.3
2005/4/12,9.3,10.3,8.5
2005/4/13,10.0,14.1,6.3
2005/4/14,11.3,18.8,4.1
2005/4/15,12.9,20.7,7.6
2005/4/16,12.5,18.0,8.4
2005/4/17,12.7,21.4,6.1
2005/4/18,14.8,21.0,8.9
2005/4/19,16.6,22.8,10.6
2005/4/20,15.0,17.9,12.1
2005/4/21,14.0,17.6,11.2
2005/4/22,12.4,16.2,9.5
2005/4/23,12.5,17.8,8.4
2005/4/24,13.3,19.4,6.2
2005/4/25,16.8,21.6,12.7
2005/4/26,14.9,20.6,9.6
2005/4/27,15.6,25.7,7.0
2005/4/28,20.1,28.7,11.7
2005/4/29,19.2,23.7,16.2
2005/4/30,20.8,26.9,16.3
2005/5/1,18.7,22.9,15.6
