ダウンロードした時刻：2017/07/24 15:45:42

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,5.0,8.5,2.4
2006/1/2,6.6,11.0,3.1
2006/1/3,6.5,8.9,3.6
2006/1/4,4.8,7.0,2.7
2006/1/5,3.4,5.7,0.9
2006/1/6,1.8,5.4,-0.9
2006/1/7,2.1,6.0,-0.5
2006/1/8,3.1,8.3,-0.8
2006/1/9,2.7,8.1,-1.9
2006/1/10,6.0,9.9,1.6
2006/1/11,5.7,10.7,0.6
2006/1/12,4.9,10.3,0.0
2006/1/13,7.6,10.1,3.7
2006/1/14,9.8,11.7,8.5
2006/1/15,8.2,10.5,5.1
2006/1/16,5.5,9.9,1.6
2006/1/17,7.2,11.5,4.8
2006/1/18,5.5,7.7,3.7
2006/1/19,4.4,6.4,2.9
2006/1/20,4.0,6.6,0.9
2006/1/21,4.4,6.8,1.2
2006/1/22,4.6,9.4,0.2
2006/1/23,3.2,7.1,-0.1
2006/1/24,4.2,9.0,-0.4
2006/1/25,3.6,8.6,-0.4
2006/1/26,4.6,9.4,0.7
2006/1/27,6.4,10.4,2.9
2006/1/28,5.1,8.5,1.1
2006/1/29,4.2,8.6,-1.6
2006/1/30,7.2,8.8,4.9
2006/1/31,8.5,9.7,7.4
2006/2/1,8.1,10.4,6.9
2006/2/2,7.6,11.5,3.5
2006/2/3,5.6,8.9,0.2
2006/2/4,1.1,5.0,-1.9
2006/2/5,2.7,6.2,-0.7
2006/2/6,3.4,5.3,1.5
2006/2/7,6.8,10.7,4.1
2006/2/8,4.3,6.8,1.7
2006/2/9,2.9,6.7,-0.1
2006/2/10,4.9,9.1,-1.4
2006/2/11,8.5,11.7,5.4
2006/2/12,4.9,8.0,0.6
2006/2/13,5.2,13.7,-1.8
2006/2/14,6.2,12.7,-0.4
2006/2/15,9.8,11.4,8.6
2006/2/16,9.0,10.3,8.4
2006/2/17,7.3,11.2,2.1
2006/2/18,3.7,7.2,-0.4
2006/2/19,4.8,7.9,1.2
2006/2/20,4.7,5.8,3.5
2006/2/21,6.0,10.0,3.4
2006/2/22,8.1,14.2,2.2
2006/2/23,9.2,11.6,6.4
2006/2/24,7.0,12.5,1.8
2006/2/25,8.6,13.1,2.0
2006/2/26,11.0,14.6,8.6
2006/2/27,6.3,10.3,3.0
2006/2/28,5.5,9.1,0.2
2006/3/1,5.6,7.4,3.7
2006/3/2,5.3,9.2,3.3
2006/3/3,4.7,8.4,1.3
2006/3/4,4.7,10.9,-0.2
2006/3/5,7.3,15.4,0.0
2006/3/6,9.1,10.9,7.1
2006/3/7,10.1,15.7,6.4
2006/3/8,12.3,20.0,4.7
2006/3/9,9.1,11.0,6.3
2006/3/10,9.3,12.4,7.1
2006/3/11,10.1,15.6,4.4
2006/3/12,9.5,14.0,4.0
2006/3/13,3.1,6.5,0.5
2006/3/14,3.7,8.1,0.0
2006/3/15,6.5,13.7,-0.5
2006/3/16,8.3,11.1,4.5
2006/3/17,11.5,17.4,7.8
2006/3/18,7.6,9.7,5.4
2006/3/19,7.9,11.3,4.0
2006/3/20,8.1,13.6,1.3
2006/3/21,10.3,16.2,4.8
2006/3/22,8.3,9.9,6.9
2006/3/23,11.1,16.5,7.6
2006/3/24,8.7,13.3,3.6
2006/3/25,9.2,15.4,2.2
2006/3/26,10.1,16.6,5.5
2006/3/27,11.3,16.5,5.1
2006/3/28,10.6,18.9,6.3
2006/3/29,7.2,11.0,4.4
2006/3/30,7.0,11.7,3.5
2006/3/31,7.3,12.3,2.6
2006/4/1,8.3,12.0,2.4
2006/4/2,12.5,18.4,8.9
2006/4/3,14.8,20.2,10.8
2006/4/4,11.4,16.2,7.1
2006/4/5,12.0,15.1,10.3
2006/4/6,10.2,14.8,5.3
2006/4/7,12.4,19.5,7.2
2006/4/8,15.8,20.2,11.2
2006/4/9,11.9,15.1,7.4
2006/4/10,12.2,15.8,9.5
2006/4/11,17.9,22.0,15.4
2006/4/12,17.1,21.1,14.1
2006/4/13,14.6,16.7,11.7
2006/4/14,11.2,12.6,9.6
2006/4/15,10.2,14.0,8.3
2006/4/16,12.1,18.0,7.5
2006/4/17,10.2,17.1,4.0
2006/4/18,13.5,19.5,7.1
2006/4/19,16.3,23.3,11.1
2006/4/20,13.0,19.9,8.9
2006/4/21,11.8,15.3,8.4
2006/4/22,10.5,15.1,7.3
2006/4/23,13.7,17.7,10.7
2006/4/24,15.1,19.4,12.1
2006/4/25,14.6,19.3,10.3
2006/4/26,11.4,,7.3
2006/4/27,13.0,19.2,9.7
2006/4/28,14.9,20.9,9.5
2006/4/29,15.0,22.1,11.1
2006/4/30,18.1,24.1,11.8
2006/5/1,22.7,29.6,13.8
