ダウンロードした時刻：2019/10/10 16:22:05

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,8.1,14.2,1.4
1986/12/2,8.7,15.0,3.3
1986/12/3,12.1,19.6,5.0
1986/12/4,10.6,13.9,8.3
1986/12/5,9.4,14.4,4.9
1986/12/6,10.7,16.8,2.3
1986/12/7,9.9,14.4,8.7
1986/12/8,9.7,13.1,6.9
1986/12/9,8.6,13.9,3.9
1986/12/10,10.8,17.5,5.8
1986/12/11,7.8,15.7,1.4
1986/12/12,8.1,16.5,1.3
1986/12/13,11.2,16.9,4.1
1986/12/14,13.4,14.5,11.5
1986/12/15,13.1,15.5,10.9
1986/12/16,10.0,11.9,7.5
1986/12/17,7.9,11.0,4.9
1986/12/18,10.3,13.9,4.8
1986/12/19,9.4,12.2,6.5
1986/12/20,7.4,10.6,3.0
1986/12/21,7.6,13.0,0.7
1986/12/22,7.9,11.0,2.4
1986/12/23,6.8,12.6,0.7
1986/12/24,9.1,14.9,4.0
1986/12/25,10.2,12.6,8.0
1986/12/26,8.0,11.6,3.2
1986/12/27,5.6,7.6,2.2
1986/12/28,6.3,8.4,3.6
1986/12/29,4.8,10.1,0.9
1986/12/30,7.6,14.8,0.1
1986/12/31,13.4,19.7,8.1
1987/1/1,9.0,11.9,6.4
1987/1/2,12.0,17.0,6.4
1987/1/3,12.6,17.0,8.7
1987/1/4,7.2,11.6,2.7
1987/1/5,7.1,8.3,5.5
1987/1/6,8.0,12.2,2.0
1987/1/7,7.3,12.6,0.0
1987/1/8,8.9,12.7,3.0
1987/1/9,11.0,15.3,4.0
1987/1/10,7.5,10.3,4.3
1987/1/11,4.2,8.6,1.5
1987/1/12,5.4,12.1,1.4
1987/1/13,2.0,5.5,-0.9
1987/1/14,2.9,7.6,0.0
1987/1/15,5.5,12.2,-0.8
1987/1/16,9.8,16.8,0.6
1987/1/17,11.1,15.2,6.6
1987/1/18,6.5,9.5,3.6
1987/1/19,5.8,8.7,4.1
1987/1/20,5.4,8.8,1.4
1987/1/21,4.0,9.4,-1.0
1987/1/22,6.3,11.5,-0.2
1987/1/23,12.8,17.2,7.1
1987/1/24,6.3,12.5,3.5
1987/1/25,3.8,7.2,0.8
1987/1/26,4.3,8.7,0.1
1987/1/27,5.2,10.7,0.2
1987/1/28,5.9,13.2,-0.5
1987/1/29,6.5,13.7,-0.9
1987/1/30,9.1,14.3,3.8
1987/1/31,5.9,8.7,3.2
1987/2/1,4.2,9.0,-0.9
1987/2/2,3.8,7.1,0.9
1987/2/3,2.6,5.5,-0.9
1987/2/4,4.5,8.4,0.9
1987/2/5,4.8,12.1,-1.1
1987/2/6,6.0,13.3,-0.3
1987/2/7,9.6,16.7,1.6
1987/2/8,8.1,15.9,2.0
1987/2/9,7.2,15.0,-0.2
1987/2/10,9.2,16.7,1.1
1987/2/11,15.8,23.2,7.2
1987/2/12,13.3,18.8,9.6
1987/2/13,8.3,12.6,4.4
1987/2/14,9.8,16.1,2.7
1987/2/15,7.8,11.1,4.8
1987/2/16,6.3,12.8,-1.3
1987/2/17,7.5,9.4,6.3
1987/2/18,9.2,11.5,7.5
1987/2/19,6.6,7.6,6.0
1987/2/20,5.8,9.5,2.4
1987/2/21,5.9,8.9,2.2
1987/2/22,6.8,12.6,2.7
1987/2/23,8.2,15.1,1.4
1987/2/24,10.3,18.3,4.2
1987/2/25,3.3,8.0,0.2
1987/2/26,2.9,6.3,0.9
1987/2/27,2.5,6.6,-0.3
1987/2/28,4.5,8.7,-1.6
1987/3/1,4.0,8.3,1.4
1987/3/2,3.3,6.7,0.1
1987/3/3,5.3,12.9,-3.2
1987/3/4,6.8,10.8,0.4
1987/3/5,14.1,20.8,5.3
1987/3/6,13.0,22.1,6.5
1987/3/7,6.9,11.2,5.2
1987/3/8,7.7,10.8,5.8
1987/3/9,7.0,10.8,4.5
1987/3/10,5.8,7.7,4.4
1987/3/11,8.2,12.9,5.2
1987/3/12,8.1,13.1,2.2
1987/3/13,10.4,12.6,7.7
1987/3/14,10.7,12.7,8.8
1987/3/15,8.4,12.3,3.2
1987/3/16,9.3,13.2,4.0
1987/3/17,7.9,8.8,6.5
1987/3/18,12.7,17.0,7.5
1987/3/19,12.6,19.9,5.2
1987/3/20,12.3,15.4,8.2
1987/3/21,11.9,16.9,6.3
1987/3/22,14.2,17.3,11.1
1987/3/23,14.6,17.6,12.7
1987/3/24,13.0,17.3,9.7
1987/3/25,7.8,12.3,3.9
1987/3/26,5.9,10.3,1.1
1987/3/27,5.6,10.9,-1.2
1987/3/28,7.2,11.3,1.7
1987/3/29,8.2,9.6,5.9
1987/3/30,10.3,11.9,8.2
1987/3/31,9.2,13.2,5.2
