ダウンロードした時刻：2019/10/10 15:45:07

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,6.1,10.2,2.6
1985/12/2,6.2,9.2,5.1
1985/12/3,7.4,12.5,3.3
1985/12/4,9.1,13.4,2.6
1985/12/5,8.8,13.6,5.7
1985/12/6,9.0,13.4,6.2
1985/12/7,8.6,13.5,5.7
1985/12/8,8.0,11.8,3.8
1985/12/9,1.9,8.0,0.2
1985/12/10,-0.1,1.2,-0.7
1985/12/11,0.8,2.9,-0.8
1985/12/12,1.4,4.4,0.0
1985/12/13,2.5,6.9,-1.8
1985/12/14,3.0,5.5,0.9
1985/12/15,-0.5,1.6,-1.9
1985/12/16,-0.3,2.0,-5.3
1985/12/17,-0.8,1.2,-2.0
1985/12/18,0.9,4.4,-1.7
1985/12/19,1.8,4.2,0.3
1985/12/20,0.4,1.7,-1.1
1985/12/21,0.5,4.2,-2.0
1985/12/22,1.5,2.9,0.0
1985/12/23,4.0,6.3,1.2
1985/12/24,0.4,3.2,-2.7
1985/12/25,2.8,7.4,-2.7
1985/12/26,3.4,7.3,1.3
1985/12/27,3.2,6.8,0.4
1985/12/28,1.8,6.6,-1.2
1985/12/29,5.9,12.1,-3.0
1985/12/30,11.3,15.1,5.6
1985/12/31,6.2,11.8,4.4
1986/1/1,3.3,6.6,-0.2
1986/1/2,-0.1,1.4,-1.3
1986/1/3,2.6,6.9,-1.5
1986/1/4,4.8,8.5,1.2
1986/1/5,-1.2,1.2,-2.5
1986/1/6,-1.1,1.1,-3.4
1986/1/7,3.4,7.6,0.9
1986/1/8,2.3,7.9,-0.2
1986/1/9,-0.3,2.1,-1.4
1986/1/10,-1.1,0.6,-2.4
1986/1/11,-0.9,2.0,-2.7
1986/1/12,-1.4,3.0,-4.3
1986/1/13,0.0,3.1,-4.9
1986/1/14,-0.6,0.8,-2.7
1986/1/15,0.7,6.2,-2.5
1986/1/16,1.9,6.2,-3.5
1986/1/17,2.9,5.9,1.7
1986/1/18,2.2,5.3,-0.7
1986/1/19,0.6,5.3,-2.7
1986/1/20,1.9,8.6,-4.7
1986/1/21,1.0,4.2,-1.2
1986/1/22,-2.0,-0.8,-3.3
1986/1/23,-0.4,1.6,-3.1
1986/1/24,-1.3,0.2,-2.5
1986/1/25,-1.2,0.5,-2.5
1986/1/26,-1.8,-0.7,-2.5
1986/1/27,-1.8,-0.6,-2.9
1986/1/28,0.0,2.4,-3.2
1986/1/29,0.5,4.5,-2.2
1986/1/30,2.3,6.9,-4.1
1986/1/31,2.0,5.4,0.5
1986/2/1,-1.1,1.0,-5.6
1986/2/2,0.2,3.6,-5.8
1986/2/3,1.0,4.3,-1.1
1986/2/4,-0.3,2.9,-1.9
1986/2/5,-0.9,1.6,-2.1
1986/2/6,-1.2,1.4,-2.3
1986/2/7,-1.6,2.5,-4.2
1986/2/8,-1.5,4.5,-6.7
1986/2/9,-1.1,1.8,-2.3
1986/2/10,-1.9,2.7,-5.3
1986/2/11,-0.5,2.5,-6.5
1986/2/12,1.4,6.6,-3.2
1986/2/13,4.5,8.3,-0.1
1986/2/14,4.1,7.5,2.4
1986/2/15,0.9,3.0,-1.3
1986/2/16,-2.9,0.1,-4.9
1986/2/17,-0.4,4.6,-3.4
1986/2/18,0.3,2.3,-2.1
1986/2/19,2.6,6.8,0.3
1986/2/20,1.0,3.6,-1.7
1986/2/21,0.2,2.2,-1.0
1986/2/22,2.3,7.0,-2.6
1986/2/23,2.6,6.0,-0.2
1986/2/24,-1.3,1.8,-3.0
1986/2/25,-1.7,0.8,-3.1
1986/2/26,1.1,6.1,-3.7
1986/2/27,1.7,6.2,-1.2
1986/2/28,-0.2,4.2,-4.2
1986/3/1,0.7,4.7,-3.6
1986/3/2,0.9,6.3,-4.1
1986/3/3,0.9,4.8,-2.3
1986/3/4,0.0,5.3,-4.4
1986/3/5,3.0,5.3,-0.4
1986/3/6,3.6,7.7,0.4
1986/3/7,3.3,8.4,-2.4
1986/3/8,4.2,8.1,0.9
1986/3/9,10.0,17.9,-1.0
1986/3/10,9.9,12.8,5.1
1986/3/11,4.3,5.9,2.9
1986/3/12,5.4,9.3,2.3
1986/3/13,7.1,12.7,1.6
1986/3/14,5.4,6.6,4.5
1986/3/15,8.6,14.7,4.6
1986/3/16,6.4,10.5,2.2
1986/3/17,2.8,6.3,0.3
1986/3/18,2.5,5.6,-1.6
1986/3/19,6.9,9.6,2.0
1986/3/20,4.3,7.0,2.4
1986/3/21,5.0,8.1,1.8
1986/3/22,5.6,8.3,3.0
1986/3/23,3.4,5.6,1.1
1986/3/24,4.5,8.2,1.1
1986/3/25,4.3,8.0,0.0
1986/3/26,6.8,13.9,-0.2
1986/3/27,10.3,17.4,3.0
1986/3/28,7.9,10.1,6.8
1986/3/29,8.3,10.6,5.9
1986/3/30,9.5,19.3,2.5
1986/3/31,6.9,11.1,2.6
