ダウンロードした時刻：2017/07/24 15:40:58

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/1/1,5.5,10.8,1.6
1992/1/2,6.5,12.7,1.2
1992/1/3,6.5,11.1,1.8
1992/1/4,6.8,11.8,2.5
1992/1/5,6.3,11.4,0.4
1992/1/6,5.5,6.5,4.7
1992/1/7,8.6,12.0,6.5
1992/1/8,9.3,13.3,5.9
1992/1/9,7.7,9.3,6.2
1992/1/10,6.6,11.1,2.7
1992/1/11,5.7,11.6,0.7
1992/1/12,6.7,13.2,1.8
1992/1/13,8.2,14.2,2.2
1992/1/14,6.2,10.1,1.5
1992/1/15,3.1,8.2,-0.1
1992/1/16,4.0,10.1,-1.5
1992/1/17,6.1,11.6,2.1
1992/1/18,3.9,7.2,1.7
1992/1/19,2.8,6.9,0.3
1992/1/20,3.2,8.8,-0.8
1992/1/21,3.8,8.4,-1.2
1992/1/22,5.3,11.4,0.4
1992/1/23,4.7,8.2,2.1
1992/1/24,2.9,7.1,-0.7
1992/1/25,4.4,10.2,-0.7
1992/1/26,6.5,13.2,1.6
1992/1/27,7.1,12.9,1.5
1992/1/28,7.8,13.2,3.3
1992/1/29,8.4,12.3,3.9
1992/1/30,8.7,13.1,6.2
1992/1/31,6.8,10.6,3.6
1992/2/1,3.4,8.4,0.3
1992/2/2,3.2,9.2,-1.6
1992/2/3,3.5,5.3,1.3
1992/2/4,7.6,15.0,3.3
1992/2/5,4.6,9.6,1.1
1992/2/6,4.6,11.6,-1.5
1992/2/7,5.2,9.5,1.3
1992/2/8,4.3,9.2,1.5
1992/2/9,3.7,9.4,-0.6
1992/2/10,4.5,10.3,-1.6
1992/2/11,4.7,9.2,1.4
1992/2/12,6.2,12.4,-0.6
1992/2/13,7.6,12.6,2.6
1992/2/14,5.9,10.5,2.4
1992/2/15,4.9,9.2,0.2
1992/2/16,5.3,10.2,2.7
1992/2/17,4.8,10.1,0.1
1992/2/18,5.7,11.6,-0.3
1992/2/19,5.5,10.1,2.7
1992/2/20,3.8,7.9,0.7
1992/2/21,3.0,9.0,-1.1
1992/2/22,3.1,7.5,0.3
1992/2/23,4.9,9.7,0.6
1992/2/24,4.7,9.9,1.5
1992/2/25,3.1,7.9,1.1
1992/2/26,4.8,10.7,0.1
1992/2/27,7.7,15.3,-0.3
1992/2/28,11.4,18.7,3.3
1992/2/29,11.7,14.9,10.0
1992/3/1,12.7,16.2,9.6
1992/3/2,9.1,14.4,6.3
1992/3/3,6.5,12.3,3.5
1992/3/4,7.3,13.3,1.5
1992/3/5,9.1,11.0,7.8
1992/3/6,8.8,12.8,4.8
1992/3/7,6.6,12.1,3.2
1992/3/8,6.7,14.3,-0.2
1992/3/9,9.5,15.4,2.2
1992/3/10,11.9,18.0,7.7
1992/3/11,11.0,16.6,6.4
1992/3/12,11.5,18.4,4.6
1992/3/13,13.0,20.3,6.5
1992/3/14,13.8,21.2,6.3
1992/3/15,13.7,15.9,12.6
1992/3/16,11.2,13.0,8.1
1992/3/17,7.1,8.5,5.4
1992/3/18,7.1,8.9,5.8
1992/3/19,9.6,14.4,5.8
1992/3/20,11.0,16.9,6.3
1992/3/21,7.4,10.4,4.3
1992/3/22,6.7,12.2,1.9
1992/3/23,6.6,9.5,3.3
1992/3/24,12.1,18.0,8.0
1992/3/25,12.6,16.8,9.6
1992/3/26,11.6,14.2,9.4
1992/3/27,9.6,11.6,8.5
1992/3/28,10.5,13.5,6.6
1992/3/29,11.8,14.3,10.0
1992/3/30,13.5,19.1,9.5
1992/3/31,13.5,20.2,7.6
1992/4/1,12.2,13.5,10.8
1992/4/2,15.1,20.2,11.6
1992/4/3,15.3,22.4,8.8
1992/4/4,14.8,19.9,11.0
1992/4/5,13.7,19.9,10.1
1992/4/6,16.3,23.8,9.3
1992/4/7,15.3,21.2,11.3
1992/4/8,14.8,20.1,10.4
1992/4/9,17.7,23.2,11.9
1992/4/10,14.8,17.0,13.8
1992/4/11,13.0,16.3,8.6
1992/4/12,9.0,13.3,4.8
1992/4/13,8.4,13.9,4.0
1992/4/14,10.2,16.3,5.0
1992/4/15,12.0,18.7,4.7
1992/4/16,12.8,18.2,8.5
1992/4/17,12.2,17.9,7.7
1992/4/18,15.1,21.3,7.4
1992/4/19,14.0,16.9,9.5
1992/4/20,14.7,22.0,6.8
1992/4/21,16.3,23.7,8.5
1992/4/22,15.6,18.9,10.9
1992/4/23,16.3,23.8,7.9
1992/4/24,15.5,20.4,11.2
1992/4/25,15.5,21.9,11.1
1992/4/26,15.1,22.7,7.5
1992/4/27,17.7,26.7,9.1
1992/4/28,20.0,27.3,13.4
1992/4/29,19.1,24.7,15.4
1992/4/30,14.2,16.9,10.6
1992/5/1,13.9,19.4,9.5
