ダウンロードした時刻：2019/10/10 16:10:04

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,14.5,18.2,10.4
1990/12/2,10.5,13.9,8.3
1990/12/3,7.8,11.2,4.9
1990/12/4,8.5,12.5,4.8
1990/12/5,8.4,13.7,2.6
1990/12/6,8.9,15.0,3.5
1990/12/7,9.4,15.5,3.6
1990/12/8,9.4,15.7,4.8
1990/12/9,10.5,14.0,7.6
1990/12/10,13.1,18.3,9.4
1990/12/11,8.1,12.4,5.7
1990/12/12,7.7,11.2,4.9
1990/12/13,7.4,12.0,1.8
1990/12/14,9.8,13.5,6.6
1990/12/15,8.8,11.3,5.3
1990/12/16,6.0,10.3,2.5
1990/12/17,6.0,9.7,1.2
1990/12/18,5.7,10.1,2.5
1990/12/19,6.4,9.5,3.0
1990/12/20,6.2,10.1,0.9
1990/12/21,9.2,13.4,6.7
1990/12/22,9.3,15.2,4.0
1990/12/23,5.5,10.7,2.1
1990/12/24,5.0,9.6,1.1
1990/12/25,6.6,10.5,2.2
1990/12/26,5.8,9.7,0.7
1990/12/27,4.0,8.3,0.1
1990/12/28,5.5,9.7,0.9
1990/12/29,6.6,10.1,3.3
1990/12/30,4.8,9.7,0.1
1990/12/31,6.0,10.2,2.3
1991/1/1,9.7,13.0,6.5
1991/1/2,9.4,13.1,5.8
1991/1/3,5.3,8.8,2.4
1991/1/4,4.2,7.8,2.0
1991/1/5,2.9,6.4,0.0
1991/1/6,2.3,6.9,-1.4
1991/1/7,5.1,8.8,-0.1
1991/1/8,5.2,7.9,2.1
1991/1/9,3.8,8.3,-0.3
1991/1/10,6.0,9.8,1.1
1991/1/11,7.2,9.7,3.9
1991/1/12,6.2,10.4,2.1
1991/1/13,2.6,7.1,-0.3
1991/1/14,2.9,7.0,-1.4
1991/1/15,3.7,7.3,0.4
1991/1/16,6.1,10.7,1.5
1991/1/17,5.7,10.8,2.7
1991/1/18,3.7,7.2,1.3
1991/1/19,5.4,10.2,1.8
1991/1/20,6.1,10.0,1.1
1991/1/21,8.3,9.6,6.5
1991/1/22,7.5,10.6,5.2
1991/1/23,4.3,6.8,1.0
1991/1/24,3.7,7.5,-0.3
1991/1/25,6.7,10.4,2.9
1991/1/26,4.9,8.4,1.9
1991/1/27,4.4,9.3,0.5
1991/1/28,3.7,6.3,2.1
1991/1/29,4.3,7.5,2.5
1991/1/30,4.2,6.8,0.7
1991/1/31,4.9,9.8,0.3
1991/2/1,4.9,10.9,-0.2
1991/2/2,4.4,7.6,1.8
1991/2/3,4.6,8.9,-0.1
1991/2/4,5.4,10.9,2.5
1991/2/5,3.9,7.8,0.2
1991/2/6,4.9,9.7,-0.7
1991/2/7,6.1,11.5,1.1
1991/2/8,4.9,9.0,1.0
1991/2/9,4.3,8.9,-1.4
1991/2/10,7.0,10.9,3.8
1991/2/11,9.7,12.9,7.0
1991/2/12,7.8,12.2,3.7
1991/2/13,4.7,7.7,0.3
1991/2/14,8.8,12.2,5.2
1991/2/15,10.9,14.3,8.2
1991/2/16,6.2,10.1,2.4
1991/2/17,3.3,6.6,0.9
1991/2/18,3.7,7.0,0.3
1991/2/19,3.5,7.0,0.0
1991/2/20,1.7,6.7,-1.4
1991/2/21,1.8,6.7,-1.2
1991/2/22,1.1,6.2,-2.7
1991/2/23,-1.0,2.3,-2.9
1991/2/24,-0.1,4.7,-2.9
1991/2/25,0.9,6.7,-3.9
1991/2/26,3.1,9.3,-3.6
1991/2/27,5.5,11.3,-1.4
1991/2/28,7.4,9.3,5.1
1991/3/1,5.2,8.1,1.8
1991/3/2,5.1,10.7,-1.0
1991/3/3,6.0,11.7,-0.1
1991/3/4,6.8,11.8,0.9
1991/3/5,10.5,14.6,6.8
1991/3/6,13.6,18.2,9.9
1991/3/7,9.6,13.7,6.3
1991/3/8,6.3,8.7,4.2
1991/3/9,11.3,15.9,8.2
1991/3/10,9.9,14.5,4.8
1991/3/11,8.6,10.2,7.1
1991/3/12,9.8,13.7,5.9
1991/3/13,10.0,15.6,4.0
1991/3/14,6.4,10.4,2.4
1991/3/15,4.6,7.4,1.5
1991/3/16,4.0,7.7,0.7
1991/3/17,8.1,13.4,4.0
1991/3/18,7.8,12.7,2.3
1991/3/19,10.7,17.3,3.5
1991/3/20,13.1,17.7,8.3
1991/3/21,9.8,13.1,7.3
1991/3/22,8.9,11.0,5.8
1991/3/23,13.3,18.8,9.7
1991/3/24,12.1,17.0,6.9
1991/3/25,11.3,15.2,7.9
1991/3/26,13.5,17.1,8.3
1991/3/27,15.2,19.6,11.5
1991/3/28,11.4,14.5,8.7
1991/3/29,9.9,13.7,5.5
1991/3/30,9.6,12.0,6.9
1991/3/31,10.5,14.3,8.1
