ダウンロードした時刻：2019/10/10 15:56:35

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,8.8,11.5,7.7
2011/12/2,10.0,13.3,7.4
2011/12/3,16.4,21.1,12.8
2011/12/4,13.5,18.8,8.5
2011/12/5,10.6,14.4,7.2
2011/12/6,9.7,11.0,8.3
2011/12/7,10.9,13.4,9.2
2011/12/8,11.1,12.9,9.0
2011/12/9,6.0,9.5,3.5
2011/12/10,7.7,11.8,1.8
2011/12/11,9.0,13.6,3.7
2011/12/12,9.7,15.6,4.6
2011/12/13,10.1,12.0,6.3
2011/12/14,10.9,12.3,7.9
2011/12/15,10.1,13.7,5.3
2011/12/16,9.3,12.9,3.7
2011/12/17,5.0,9.1,1.2
2011/12/18,7.1,12.3,1.4
2011/12/19,7.6,10.0,3.6
2011/12/20,6.6,9.3,2.5
2011/12/21,8.0,9.7,5.8
2011/12/22,5.5,8.2,3.7
2011/12/23,5.4,8.4,3.1
2011/12/24,5.0,8.1,1.6
2011/12/25,5.4,9.1,2.3
2011/12/26,4.1,8.0,1.2
2011/12/27,4.2,8.3,0.6
2011/12/28,5.5,8.5,1.5
2011/12/29,6.8,10.4,2.9
2011/12/30,5.1,9.0,1.9
2011/12/31,4.8,8.5,0.9
2012/1/1,6.6,12.1,2.4
2012/1/2,6.5,10.0,3.5
2012/1/3,5.5,10.4,1.5
2012/1/4,6.0,10.7,1.9
2012/1/5,4.5,8.5,1.4
2012/1/6,5.1,9.1,1.4
2012/1/7,4.9,8.4,1.5
2012/1/8,4.8,8.1,0.9
2012/1/9,7.2,10.3,3.9
2012/1/10,7.4,10.5,2.5
2012/1/11,6.6,10.9,0.7
2012/1/12,2.3,5.5,-0.8
2012/1/13,5.7,11.2,0.7
2012/1/14,4.8,7.8,1.6
2012/1/15,5.0,6.5,1.1
2012/1/16,5.8,6.6,5.3
2012/1/17,5.5,7.2,4.5
2012/1/18,5.4,9.6,0.6
2012/1/19,7.2,9.5,2.5
2012/1/20,7.6,8.6,6.7
2012/1/21,8.7,12.2,4.8
2012/1/22,8.8,10.6,4.6
2012/1/23,5.6,9.3,2.9
2012/1/24,3.9,6.7,1.3
2012/1/25,4.1,9.0,0.5
2012/1/26,2.8,6.1,-0.4
2012/1/27,2.6,7.4,-1.7
2012/1/28,2.6,6.0,-0.7
2012/1/29,2.4,6.0,-0.2
2012/1/30,2.3,6.2,-0.9
2012/1/31,3.8,8.9,-1.0
2012/2/1,6.3,12.8,-0.1
2012/2/2,2.0,5.8,-0.4
2012/2/3,2.2,7.0,-2.2
2012/2/4,5.2,11.5,-0.5
2012/2/5,7.1,9.1,3.1
2012/2/6,8.1,10.3,5.9
2012/2/7,11.6,17.2,5.5
2012/2/8,6.3,9.8,3.8
2012/2/9,4.5,8.4,0.5
2012/2/10,5.4,9.4,1.9
2012/2/11,5.4,8.4,2.4
2012/2/12,5.2,9.4,1.1
2012/2/13,6.5,10.2,0.9
2012/2/14,8.1,9.3,5.5
2012/2/15,7.3,10.0,4.9
2012/2/16,3.9,6.9,1.8
2012/2/17,4.1,7.6,1.2
2012/2/18,2.3,5.8,-1.2
2012/2/19,2.8,6.9,-1.6
2012/2/20,5.2,9.4,-0.6
2012/2/21,7.8,12.1,2.1
2012/2/22,8.5,11.8,6.8
2012/2/23,7.9,12.2,5.7
2012/2/24,9.9,12.2,6.7
2012/2/25,9.3,13.1,6.1
2012/2/26,6.6,9.2,4.3
2012/2/27,4.8,7.1,3.0
2012/2/28,4.1,6.0,2.3
2012/2/29,6.9,9.9,5.3
2012/3/1,9.1,10.4,5.9
2012/3/2,9.0,10.4,6.9
2012/3/3,6.8,8.5,5.8
2012/3/4,6.3,8.2,4.9
2012/3/5,10.3,16.2,6.2
2012/3/6,11.7,16.3,8.6
2012/3/7,11.6,12.6,10.6
2012/3/8,9.4,10.7,8.8
2012/3/9,9.3,10.2,8.5
2012/3/10,7.0,9.4,5.6
2012/3/11,8.0,10.3,5.8
2012/3/12,7.2,12.4,3.1
2012/3/13,6.1,9.4,2.8
2012/3/14,6.9,9.2,5.1
2012/3/15,8.3,14.2,3.3
2012/3/16,7.3,10.7,2.6
2012/3/17,13.8,16.2,10.2
2012/3/18,11.5,15.7,10.1
2012/3/19,8.7,10.7,6.7
2012/3/20,8.2,11.2,5.9
2012/3/21,7.6,12.2,5.2
2012/3/22,9.6,14.1,3.9
2012/3/23,12.5,16.1,10.6
2012/3/24,8.6,10.7,7.0
2012/3/25,8.4,11.5,5.3
2012/3/26,7.4,13.4,2.7
2012/3/27,8.9,12.2,3.3
2012/3/28,11.2,16.6,6.0
2012/3/29,10.4,12.6,7.3
2012/3/30,14.5,17.5,12.5
2012/3/31,13.7,17.5,8.3
