ダウンロードした時刻：2017/07/24 15:36:28

,江差,江差,江差
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,-3.3,-2.6,-4.1
1985/1/2,-3.3,-2.3,-4.3
1985/1/3,-2.6,-1.6,-3.8
1985/1/4,-4.8,-2.4,-6.6
1985/1/5,-6.2,-4.9,-8.2
1985/1/6,-8.0,-4.8,-12.6
1985/1/7,-4.9,-2.8,-12.0
1985/1/8,-3.8,-3.0,-4.6
1985/1/9,-2.8,-1.0,-6.6
1985/1/10,-0.1,4.9,-6.8
1985/1/11,-0.5,1.7,-1.7
1985/1/12,-0.2,2.4,-2.9
1985/1/13,-3.1,1.2,-5.5
1985/1/14,-7.1,-4.9,-8.5
1985/1/15,-4.2,-3.2,-5.9
1985/1/16,-4.9,1.3,-8.0
1985/1/17,-4.7,-3.5,-6.4
1985/1/18,-5.9,-4.9,-7.1
1985/1/19,-4.0,-2.0,-6.1
1985/1/20,0.5,3.6,-5.5
1985/1/21,-1.2,1.8,-3.7
1985/1/22,-1.6,-0.1,-3.4
1985/1/23,-2.9,-0.9,-4.2
1985/1/24,-5.0,-3.7,-6.3
1985/1/25,-6.6,-4.7,-8.4
1985/1/26,-7.4,-6.3,-9.2
1985/1/27,-4.8,-3.3,-6.6
1985/1/28,-0.6,2.4,-3.4
1985/1/29,-4.5,-2.2,-5.8
1985/1/30,-5.2,-2.6,-8.4
1985/1/31,-2.7,-0.6,-6.0
1985/2/1,0.5,2.8,-3.2
1985/2/2,-3.6,-2.2,-5.7
1985/2/3,-1.9,0.6,-3.5
1985/2/4,-2.1,-0.7,-3.5
1985/2/5,-2.9,-1.4,-5.4
1985/2/6,0.4,5.3,-7.2
1985/2/7,-0.8,3.2,-2.6
1985/2/8,-2.4,-0.5,-6.2
1985/2/9,-1.5,0.8,-7.1
1985/2/10,0.7,2.2,-0.2
1985/2/11,-0.5,0.6,-1.4
1985/2/12,-2.0,-0.9,-3.1
1985/2/13,-2.6,-0.6,-6.4
1985/2/14,-2.5,-0.8,-3.9
1985/2/15,-2.8,-0.9,-4.2
1985/2/16,0.6,2.6,-1.4
1985/2/17,1.6,4.7,-1.8
1985/2/18,0.9,3.0,-4.1
1985/2/19,0.4,2.4,-1.7
1985/2/20,1.8,3.0,-1.9
1985/2/21,-0.6,2.8,-2.4
1985/2/22,-0.9,2.0,-3.5
1985/2/23,2.3,3.8,0.1
1985/2/24,0.6,3.0,-3.4
1985/2/25,-0.5,1.2,-2.8
1985/2/26,-1.3,-0.5,-2.2
1985/2/27,-1.6,-0.2,-2.5
1985/2/28,-1.4,0.7,-3.3
1985/3/1,-0.1,2.5,-4.5
1985/3/2,1.4,2.5,0.0
1985/3/3,0.0,0.9,-2.1
1985/3/4,-1.5,-0.4,-3.4
1985/3/5,-1.9,-0.3,-3.5
1985/3/6,-1.4,0.0,-3.7
1985/3/7,0.3,2.1,-2.5
1985/3/8,1.5,3.2,-0.1
1985/3/9,0.6,2.7,-2.8
1985/3/10,-2.7,-1.9,-4.7
1985/3/11,-2.0,-1.0,-2.9
1985/3/12,0.0,2.1,-4.9
1985/3/13,0.5,2.2,-1.5
1985/3/14,-0.3,0.5,-1.5
1985/3/15,0.3,2.2,-4.0
1985/3/16,1.1,3.3,-1.2
1985/3/17,2.9,6.6,-2.3
1985/3/18,4.0,5.7,2.5
1985/3/19,2.7,4.5,-1.1
1985/3/20,2.6,6.5,-2.6
1985/3/21,3.5,7.4,0.8
1985/3/22,1.7,3.2,0.6
1985/3/23,2.3,5.0,-1.4
1985/3/24,1.3,5.3,-3.7
1985/3/25,6.9,10.5,-0.6
1985/3/26,4.2,10.1,2.6
1985/3/27,2.3,5.0,-0.8
1985/3/28,2.8,4.5,0.9
1985/3/29,4.3,8.1,2.3
1985/3/30,3.0,5.0,1.3
1985/3/31,2.8,4.5,1.1
1985/4/1,3.0,5.5,-0.3
1985/4/2,6.5,9.9,-0.9
1985/4/3,8.7,11.1,5.3
1985/4/4,7.8,10.3,5.3
1985/4/5,4.5,7.7,2.8
1985/4/6,5.7,8.2,2.2
1985/4/7,6.3,11.3,1.7
1985/4/8,11.2,16.5,4.2
1985/4/9,7.8,10.4,6.4
1985/4/10,7.3,9.4,5.7
1985/4/11,6.8,10.4,3.5
1985/4/12,5.1,8.8,1.2
1985/4/13,6.2,13.4,1.1
1985/4/14,7.0,13.6,1.3
1985/4/15,5.8,7.4,4.2
1985/4/16,6.6,9.3,4.6
1985/4/17,7.2,10.4,5.2
1985/4/18,6.2,8.8,3.4
1985/4/19,7.8,10.7,2.8
1985/4/20,8.2,9.9,6.4
1985/4/21,6.8,8.0,5.9
1985/4/22,9.5,15.5,2.2
1985/4/23,10.5,14.2,8.4
1985/4/24,9.2,13.2,7.0
1985/4/25,7.0,8.5,5.4
1985/4/26,11.7,16.8,6.9
1985/4/27,8.6,14.0,6.7
1985/4/28,7.7,10.9,4.5
1985/4/29,10.2,16.5,2.9
1985/4/30,9.1,12.7,6.1
1985/5/1,10.9,14.8,7.9
