ダウンロードした時刻：2019/10/10 15:37:07

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,-1.8,3.2,-6.3
1996/12/2,0.0,6.4,-5.5
1996/12/3,1.4,6.2,-1.9
1996/12/4,1.9,3.4,-0.3
1996/12/5,3.9,7.5,1.2
1996/12/6,1.4,7.5,-2.2
1996/12/7,-0.3,3.1,-4.2
1996/12/8,0.3,3.0,-2.3
1996/12/9,1.5,5.3,-0.7
1996/12/10,2.5,6.9,0.1
1996/12/11,4.2,7.6,2.3
1996/12/12,3.9,6.3,2.1
1996/12/13,0.6,5.4,-3.6
1996/12/14,0.8,4.8,-4.3
1996/12/15,0.8,6.8,-3.8
1996/12/16,1.0,8.3,-3.8
1996/12/17,3.9,8.8,-1.7
1996/12/18,4.9,8.7,-0.8
1996/12/19,-1.0,2.2,-4.0
1996/12/20,-2.5,-0.5,-5.4
1996/12/21,-0.7,4.6,-3.6
1996/12/22,0.8,5.1,-3.6
1996/12/23,1.5,5.5,-1.7
1996/12/24,2.9,5.2,-0.5
1996/12/25,3.5,6.9,0.1
1996/12/26,-1.7,0.6,-4.0
1996/12/27,-0.7,1.0,-2.4
1996/12/28,-0.7,2.5,-3.1
1996/12/29,0.9,4.5,-3.3
1996/12/30,2.4,7.0,-2.5
1996/12/31,-0.2,5.9,-5.3
1997/1/1,1.0,4.3,-1.1
1997/1/2,2.4,6.7,-0.6
1997/1/3,-1.4,-0.2,-2.8
1997/1/4,-0.3,2.0,-2.4
1997/1/5,-0.4,3.3,-3.3
1997/1/6,1.2,3.8,-2.2
1997/1/7,1.0,2.0,-0.2
1997/1/8,-1.5,1.3,-4.2
1997/1/9,-1.4,2.4,-5.3
1997/1/10,-1.4,1.8,-5.0
1997/1/11,-0.5,4.0,-3.5
1997/1/12,-0.7,4.8,-4.3
1997/1/13,0.2,5.9,-3.5
1997/1/14,-0.6,4.0,-5.5
1997/1/15,-0.6,1.8,-2.0
1997/1/16,1.5,3.7,-0.9
1997/1/17,2.0,5.9,-3.2
1997/1/18,-0.1,4.0,-3.3
1997/1/19,-2.0,1.3,-4.0
1997/1/20,-2.0,2.5,-7.1
1997/1/21,-4.1,-2.0,-7.0
1997/1/22,-3.9,0.0,-7.4
1997/1/23,0.1,3.8,-3.9
1997/1/24,-0.2,3.9,-3.5
1997/1/25,-3.6,-1.2,-5.5
1997/1/26,-1.2,2.4,-3.0
1997/1/27,-1.0,3.2,-3.6
1997/1/28,-0.5,4.8,-3.9
1997/1/29,-0.3,3.7,-4.3
1997/1/30,-3.6,2.8,-8.5
1997/1/31,-2.8,3.4,-8.8
1997/2/1,-1.9,4.8,-8.1
1997/2/2,-1.2,4.0,-5.4
1997/2/3,-2.1,0.8,-5.7
1997/2/4,-0.1,2.6,-2.9
1997/2/5,-0.2,3.7,-3.5
1997/2/6,-1.2,3.7,-5.3
1997/2/7,-1.8,3.1,-6.3
1997/2/8,-2.1,3.2,-8.9
1997/2/9,0.7,4.7,-2.9
1997/2/10,0.1,4.8,-4.1
1997/2/11,-2.4,1.0,-7.7
1997/2/12,-0.2,2.9,-4.6
1997/2/13,-3.2,1.7,-6.6
1997/2/14,-2.9,3.0,-7.7
1997/2/15,-2.0,2.1,-6.9
1997/2/16,1.2,2.9,-0.3
1997/2/17,0.6,3.4,-2.3
1997/2/18,-2.3,-0.1,-5.7
1997/2/19,-3.2,1.1,-8.0
1997/2/20,-0.1,3.8,-4.2
1997/2/21,-1.3,1.8,-4.3
1997/2/22,-2.5,0.7,-5.1
1997/2/23,-0.6,2.8,-5.3
1997/2/24,2.3,7.5,-3.3
1997/2/25,5.2,10.6,1.3
1997/2/26,2.5,6.4,-2.0
1997/2/27,-0.7,5.1,-6.0
1997/2/28,0.5,6.8,-6.3
1997/3/1,3.5,8.6,-1.8
1997/3/2,-1.1,2.3,-3.6
1997/3/3,-3.2,0.9,-6.5
1997/3/4,-1.6,4.5,-6.6
1997/3/5,1.2,8.1,-3.1
1997/3/6,4.3,10.8,-4.6
1997/3/7,5.8,9.2,1.1
1997/3/8,0.7,6.0,-2.7
1997/3/9,-0.9,1.8,-2.9
1997/3/10,1.9,6.5,-1.7
1997/3/11,1.6,6.5,-1.1
1997/3/12,0.7,4.2,-1.6
1997/3/13,2.5,8.8,-4.6
1997/3/14,6.8,14.4,2.0
1997/3/15,4.5,10.7,1.8
1997/3/16,1.6,4.2,-0.7
1997/3/17,0.8,6.5,-2.9
1997/3/18,0.9,7.1,-4.9
1997/3/19,2.1,9.5,-4.8
1997/3/20,3.4,10.7,-2.6
1997/3/21,4.9,14.3,-4.0
1997/3/22,3.9,9.9,0.0
1997/3/23,2.7,7.1,-0.8
1997/3/24,1.0,3.8,-1.8
1997/3/25,5.0,10.4,-0.1
1997/3/26,5.5,11.2,-0.7
1997/3/27,5.8,12.9,0.1
1997/3/28,5.6,12.7,-1.6
1997/3/29,8.1,15.9,-1.5
1997/3/30,5.8,13.8,-0.6
1997/3/31,1.1,5.0,-0.8
