ダウンロードした時刻：2019/10/10 15:33:38

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,-3.0,-1.0,-4.1
2017/12/2,-1.3,1.1,-3.6
2017/12/3,2.6,4.4,-0.3
2017/12/4,0.8,2.4,-1.0
2017/12/5,-0.7,0.7,-2.3
2017/12/6,-2.9,-1.4,-3.8
2017/12/7,-3.0,-1.2,-4.5
2017/12/8,-2.6,-0.8,-4.3
2017/12/9,-2.7,-1.1,-4.7
2017/12/10,0.2,2.4,-2.1
2017/12/11,3.9,7.3,-0.4
2017/12/12,-2.7,0.2,-4.0
2017/12/13,-1.0,1.2,-3.0
2017/12/14,1.5,4.1,-0.2
2017/12/15,1.4,2.7,-0.8
2017/12/16,-0.7,1.0,-2.9
2017/12/17,-3.0,-1.2,-4.3
2017/12/18,-1.1,1.2,-3.1
2017/12/19,-2.7,0.3,-4.7
2017/12/20,-3.3,-1.8,-4.9
2017/12/21,1.3,3.5,-2.2
2017/12/22,3.5,5.8,0.7
2017/12/23,3.5,5.6,1.7
2017/12/24,5.1,9.5,0.6
2017/12/25,3.4,9.4,-3.8
2017/12/26,-4.9,-2.9,-6.5
2017/12/27,-5.0,-3.0,-6.4
2017/12/28,-2.2,-0.5,-3.4
2017/12/29,-1.9,0.1,-3.0
2017/12/30,-0.4,2.6,-4.1
2017/12/31,2.0,4.5,-2.5
2018/1/1,4.5,5.6,3.6
2018/1/2,2.2,5.2,-1.3
2018/1/3,0.2,3.0,-2.4
2018/1/4,0.7,2.7,-0.2
2018/1/5,0.9,1.5,-0.1
2018/1/6,-0.1,2.5,-2.9
2018/1/7,-0.5,2.7,-2.9
2018/1/8,4.3,6.4,2.5
2018/1/9,4.1,7.6,-1.8
2018/1/10,-1.7,0.1,-2.6
2018/1/11,-1.7,-0.3,-3.2
2018/1/12,-1.6,0.2,-3.5
2018/1/13,-2.5,-0.4,-4.3
2018/1/14,-1.5,0.5,-4.5
2018/1/15,2.6,4.4,0.0
2018/1/16,-0.2,1.6,-1.4
2018/1/17,0.8,3.5,-1.6
2018/1/18,3.1,5.0,1.1
2018/1/19,-0.7,1.3,-2.0
2018/1/20,0.0,1.9,-2.3
2018/1/21,-4.4,0.4,-7.8
2018/1/22,-4.6,-2.5,-6.8
2018/1/23,-0.7,2.6,-4.9
2018/1/24,-7.3,-4.0,-9.9
2018/1/25,-6.2,-3.0,-10.1
2018/1/26,-3.8,-1.5,-5.4
2018/1/27,-3.5,-1.8,-5.5
2018/1/28,-3.1,-1.2,-5.0
2018/1/29,-6.2,-4.7,-7.4
2018/1/30,-5.7,-3.8,-6.9
2018/1/31,-3.4,-0.9,-5.2
2018/2/1,-3.4,-0.9,-4.9
2018/2/2,-1.8,1.0,-4.8
2018/2/3,-0.3,1.6,-2.0
2018/2/4,-0.4,1.5,-1.9
2018/2/5,0.5,2.5,-1.1
2018/2/6,-1.7,1.5,-5.2
2018/2/7,-2.8,0.1,-6.2
2018/2/8,-1.8,1.0,-4.0
2018/2/9,-1.0,1.6,-3.5
2018/2/10,1.0,3.2,-0.7
2018/2/11,-2.0,2.8,-7.3
2018/2/12,-7.6,-6.3,-8.8
2018/2/13,-6.8,-5.1,-8.2
2018/2/14,-3.1,-1.1,-5.9
2018/2/15,-3.7,-1.9,-4.4
2018/2/16,-1.7,0.8,-4.1
2018/2/17,-1.6,0.6,-3.5
2018/2/18,-4.0,-1.3,-5.4
2018/2/19,-3.4,-1.2,-5.8
2018/2/20,-3.6,-0.9,-5.8
2018/2/21,-5.9,-3.1,-6.8
2018/2/22,-2.4,1.1,-6.3
2018/2/23,0.5,4.0,-2.3
2018/2/24,-3.3,-1.2,-5.7
2018/2/25,-4.6,-2.9,-5.6
2018/2/26,-3.1,0.5,-5.9
2018/2/27,-2.6,0.9,-6.0
2018/2/28,-0.9,1.9,-3.4
2018/3/1,1.5,2.9,-0.7
2018/3/2,-0.3,2.8,-1.9
2018/3/3,2.1,4.4,-1.0
2018/3/4,4.2,6.6,0.5
2018/3/5,-1.2,0.6,-3.5
2018/3/6,-3.8,-0.8,-6.1
2018/3/7,-3.3,-0.4,-5.9
2018/3/8,2.5,4.9,-3.5
2018/3/9,3.7,7.3,0.2
2018/3/10,0.6,3.3,-1.6
2018/3/11,0.7,2.7,-1.5
2018/3/12,1.3,4.0,-0.6
2018/3/13,3.4,8.1,-1.7
2018/3/14,5.9,8.5,2.4
2018/3/15,6.1,10.8,1.9
2018/3/16,0.7,4.1,-2.4
2018/3/17,0.5,3.7,-2.8
2018/3/18,3.8,6.8,0.4
2018/3/19,2.6,5.8,-1.1
2018/3/20,-0.6,3.8,-3.2
2018/3/21,0.0,3.5,-4.5
2018/3/22,2.6,3.7,0.8
2018/3/23,4.0,8.2,1.2
2018/3/24,4.8,9.4,0.4
2018/3/25,7.1,11.8,4.5
2018/3/26,7.3,11.7,3.1
2018/3/27,5.6,10.2,1.5
2018/3/28,10.2,16.7,3.3
2018/3/29,7.9,12.9,3.4
2018/3/30,5.4,9.9,1.9
2018/3/31,6.7,11.0,2.7
