ダウンロードした時刻：2019/10/10 16:04:54

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,11.6,17.4,5.3
1992/12/2,9.8,13.8,7.6
1992/12/3,7.9,12.5,4.6
1992/12/4,9.5,12.8,5.3
1992/12/5,7.8,13.4,3.1
1992/12/6,12.1,19.7,2.8
1992/12/7,17.3,19.8,13.5
1992/12/8,13.0,15.9,10.4
1992/12/9,10.4,16.1,5.9
1992/12/10,12.1,15.4,7.4
1992/12/11,5.2,10.7,2.2
1992/12/12,6.6,10.9,2.0
1992/12/13,9.4,15.0,6.1
1992/12/14,2.9,7.4,0.6
1992/12/15,3.0,5.4,1.0
1992/12/16,4.4,9.7,-0.5
1992/12/17,6.0,10.5,3.3
1992/12/18,6.6,9.8,2.7
1992/12/19,5.9,11.7,0.7
1992/12/20,9.1,11.4,6.5
1992/12/21,10.7,15.5,5.8
1992/12/22,9.0,12.6,5.0
1992/12/23,4.4,7.4,0.6
1992/12/24,1.4,3.5,0.1
1992/12/25,2.6,4.2,1.3
1992/12/26,4.3,10.4,1.4
1992/12/27,7.1,11.8,2.6
1992/12/28,10.8,12.7,8.6
1992/12/29,8.2,10.3,6.3
1992/12/30,7.4,10.7,4.4
1992/12/31,4.9,8.0,3.0
1993/1/1,5.2,10.8,1.5
1993/1/2,7.0,13.7,1.3
1993/1/3,7.0,12.8,1.0
1993/1/4,5.1,6.4,3.3
1993/1/5,4.7,8.4,1.0
1993/1/6,4.9,10.0,-0.4
1993/1/7,9.7,11.2,7.0
1993/1/8,8.3,10.2,6.5
1993/1/9,6.3,9.9,1.4
1993/1/10,7.7,9.3,6.2
1993/1/11,6.1,7.5,5.0
1993/1/12,5.4,11.0,0.2
1993/1/13,6.2,10.1,2.1
1993/1/14,6.8,7.8,5.6
1993/1/15,8.3,10.1,6.7
1993/1/16,8.4,11.4,1.5
1993/1/17,3.6,6.9,1.1
1993/1/18,3.3,7.8,0.5
1993/1/19,2.8,6.7,-0.3
1993/1/20,1.3,5.7,-1.3
1993/1/21,1.5,3.3,0.7
1993/1/22,2.6,6.7,0.4
1993/1/23,4.3,10.8,-1.0
1993/1/24,5.3,9.9,1.4
1993/1/25,6.3,10.1,4.5
1993/1/26,6.9,10.7,2.4
1993/1/27,3.7,9.5,1.0
1993/1/28,0.3,2.6,-1.5
1993/1/29,2.3,5.6,0.5
1993/1/30,4.0,7.5,1.9
1993/1/31,5.9,10.9,1.9
1993/2/1,3.1,5.1,1.1
1993/2/2,2.5,4.3,0.0
1993/2/3,4.8,9.8,0.8
1993/2/4,6.6,10.7,3.9
1993/2/5,7.8,13.8,0.7
1993/2/6,15.5,19.4,10.3
1993/2/7,10.8,17.4,0.9
1993/2/8,3.3,4.7,0.6
1993/2/9,3.3,6.9,1.3
1993/2/10,4.6,8.3,1.1
1993/2/11,5.5,9.7,0.6
1993/2/12,7.1,8.6,3.9
1993/2/13,7.8,13.8,3.5
1993/2/14,4.9,8.0,-1.4
1993/2/15,6.1,13.5,-1.8
1993/2/16,9.9,15.9,3.0
1993/2/17,11.5,15.1,7.4
1993/2/18,8.0,11.2,4.4
1993/2/19,6.0,9.2,3.0
1993/2/20,6.9,10.3,4.3
1993/2/21,11.6,16.0,6.4
1993/2/22,9.5,13.2,4.7
1993/2/23,1.5,4.7,-0.8
1993/2/24,1.8,3.6,0.4
1993/2/25,2.0,5.5,0.5
1993/2/26,2.9,8.6,-0.4
1993/2/27,5.6,10.8,-0.9
1993/2/28,5.5,10.2,3.3
1993/3/1,2.7,5.9,-0.9
1993/3/2,1.4,4.6,-1.1
1993/3/3,5.3,10.8,0.7
1993/3/4,4.7,11.2,0.3
1993/3/5,8.1,17.7,-1.1
1993/3/6,11.0,18.4,1.7
1993/3/7,8.4,14.2,5.2
1993/3/8,5.5,7.9,3.8
1993/3/9,5.4,9.7,2.4
1993/3/10,6.1,11.5,1.9
1993/3/11,6.1,11.9,0.9
1993/3/12,5.5,11.4,0.1
1993/3/13,5.7,9.7,0.1
1993/3/14,5.4,12.6,-1.3
1993/3/15,6.1,7.5,5.2
1993/3/16,3.9,6.6,1.4
1993/3/17,3.0,7.8,1.0
1993/3/18,3.5,8.6,1.1
1993/3/19,4.1,10.2,1.5
1993/3/20,3.8,8.3,1.0
1993/3/21,5.5,13.0,-1.1
1993/3/22,7.8,15.9,0.6
1993/3/23,9.2,16.9,2.0
1993/3/24,12.0,16.8,8.8
1993/3/25,10.7,15.3,7.2
1993/3/26,10.9,16.1,6.6
1993/3/27,11.0,17.6,6.8
1993/3/28,11.4,15.0,8.4
1993/3/29,5.5,8.6,1.2
1993/3/30,8.0,16.1,-1.4
1993/3/31,14.0,18.1,10.0
