ダウンロードした時刻：2019/10/10 16:24:14

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,12.0,16.6,8.1
2009/12/2,11.6,18.8,5.5
2009/12/3,11.8,15.4,7.0
2009/12/4,10.3,17.2,4.1
2009/12/5,10.5,15.4,6.2
2009/12/6,7.8,11.0,3.3
2009/12/7,6.2,12.5,0.5
2009/12/8,8.7,16.6,1.2
2009/12/9,9.8,11.5,7.3
2009/12/10,12.9,14.9,10.4
2009/12/11,14.9,18.6,11.0
2009/12/12,12.5,17.3,9.5
2009/12/13,10.4,14.0,6.2
2009/12/14,9.9,15.8,5.4
2009/12/15,7.3,12.4,3.9
2009/12/16,5.6,9.6,2.4
2009/12/17,3.3,7.2,-0.6
2009/12/18,3.9,6.2,1.1
2009/12/19,3.1,7.2,-0.9
2009/12/20,3.6,5.8,1.3
2009/12/21,4.3,9.0,0.1
2009/12/22,5.1,12.4,-1.6
2009/12/23,8.0,14.7,1.9
2009/12/24,9.4,16.0,5.2
2009/12/25,9.4,12.3,6.9
2009/12/26,7.6,10.8,2.6
2009/12/27,5.5,12.5,-0.5
2009/12/28,5.7,7.7,3.6
2009/12/29,6.4,11.5,1.8
2009/12/30,7.0,10.8,4.7
2009/12/31,2.8,5.6,0.7
2010/1/1,1.5,6.3,-2.4
2010/1/2,5.3,12.6,-1.6
2010/1/3,6.5,10.0,0.1
2010/1/4,6.0,13.0,-2.5
2010/1/5,4.7,9.3,1.8
2010/1/6,3.7,6.1,1.7
2010/1/7,3.7,5.6,2.3
2010/1/8,3.3,8.7,-0.8
2010/1/9,4.8,10.7,-1.0
2010/1/10,7.9,12.1,5.4
2010/1/11,7.4,8.9,6.5
2010/1/12,5.4,8.7,0.9
2010/1/13,0.4,2.9,-1.4
2010/1/14,2.0,6.1,-1.4
2010/1/15,3.9,7.2,0.9
2010/1/16,4.1,10.7,-0.6
2010/1/17,3.8,11.2,-2.4
2010/1/18,5.4,13.7,-1.7
2010/1/19,7.4,16.1,-0.6
2010/1/20,12.9,20.4,5.6
2010/1/21,13.0,16.4,7.9
2010/1/22,6.9,11.8,3.4
2010/1/23,4.4,6.0,0.7
2010/1/24,4.5,11.5,-1.7
2010/1/25,5.2,8.6,2.2
2010/1/26,4.2,10.8,-1.3
2010/1/27,7.4,15.0,-1.8
2010/1/28,11.7,14.6,6.0
2010/1/29,6.5,12.3,2.2
2010/1/30,6.6,12.6,0.3
2010/1/31,8.7,10.7,6.7
2010/2/1,8.5,9.5,7.1
2010/2/2,6.2,10.9,0.7
2010/2/3,5.1,8.7,1.6
2010/2/4,3.1,7.6,-0.8
2010/2/5,3.5,9.5,-2.1
2010/2/6,3.9,9.8,-1.2
2010/2/7,6.0,13.3,-1.1
2010/2/8,13.4,21.1,6.4
2010/2/9,16.3,21.7,12.6
2010/2/10,17.5,19.1,15.1
2010/2/11,13.7,20.0,8.1
2010/2/12,8.5,12.7,5.8
2010/2/13,6.1,10.8,2.2
2010/2/14,5.2,10.2,0.3
2010/2/15,8.3,10.7,6.5
2010/2/16,7.0,11.1,4.6
2010/2/17,6.9,11.4,3.6
2010/2/18,5.4,7.8,3.4
2010/2/19,5.5,9.1,3.1
2010/2/20,6.3,11.8,1.6
2010/2/21,7.5,15.7,-0.3
2010/2/22,11.7,19.2,4.3
2010/2/23,14.4,21.6,8.0
2010/2/24,15.9,23.4,7.8
2010/2/25,17.2,21.9,11.4
2010/2/26,16.0,18.0,12.6
2010/2/27,13.7,17.4,11.0
2010/2/28,13.7,19.7,10.4
2010/3/1,13.6,17.1,8.8
2010/3/2,12.7,15.0,10.9
2010/3/3,11.2,13.2,8.9
2010/3/4,13.8,20.0,8.6
2010/3/5,15.5,19.1,13.9
2010/3/6,13.6,15.3,11.7
2010/3/7,10.6,12.8,8.0
2010/3/8,9.6,16.2,7.1
2010/3/9,7.0,9.1,5.0
2010/3/10,3.9,6.5,1.7
2010/3/11,6.4,12.2,0.0
2010/3/12,12.3,18.8,4.8
2010/3/13,16.1,17.8,14.6
2010/3/14,17.6,24.1,13.0
2010/3/15,16.9,20.0,14.2
2010/3/16,10.4,14.2,5.7
2010/3/17,8.2,15.0,1.6
2010/3/18,9.3,16.3,3.7
2010/3/19,10.3,17.6,1.9
2010/3/20,17.5,24.2,11.4
2010/3/21,11.5,15.3,5.8
2010/3/22,10.9,18.2,2.9
2010/3/23,12.8,13.7,11.5
2010/3/24,11.2,13.0,10.1
2010/3/25,9.4,12.3,7.5
2010/3/26,7.2,10.8,2.5
2010/3/27,8.0,15.1,-0.3
2010/3/28,10.9,15.8,7.5
2010/3/29,9.7,15.4,5.1
2010/3/30,9.9,15.4,3.7
2010/3/31,13.5,19.6,9.3
