ダウンロードした時刻：2019/10/10 15:50:16

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,8.6,13.8,4.0
1994/12/2,10.6,16.2,5.7
1994/12/3,10.1,13.4,3.8
1994/12/4,7.3,14.6,2.3
1994/12/5,7.2,14.4,2.6
1994/12/6,6.3,12.2,1.8
1994/12/7,7.4,15.0,1.4
1994/12/8,9.9,15.9,5.4
1994/12/9,10.7,15.4,6.0
1994/12/10,8.2,11.5,2.7
1994/12/11,5.6,9.3,1.4
1994/12/12,10.6,14.6,6.7
1994/12/13,9.1,14.8,5.4
1994/12/14,6.6,13.4,2.0
1994/12/15,6.3,13.3,1.2
1994/12/16,2.3,5.7,-1.2
1994/12/17,2.1,8.5,-3.1
1994/12/18,3.7,10.3,-0.7
1994/12/19,2.4,6.9,-1.3
1994/12/20,1.4,7.1,-3.1
1994/12/21,4.8,11.3,-0.6
1994/12/22,4.7,10.2,0.6
1994/12/23,5.3,11.9,0.4
1994/12/24,7.7,14.6,1.9
1994/12/25,7.9,13.0,4.3
1994/12/26,4.4,8.8,-0.3
1994/12/27,8.4,16.0,2.5
1994/12/28,6.9,9.5,4.5
1994/12/29,4.5,8.2,1.4
1994/12/30,3.9,10.6,-1.2
1994/12/31,4.3,8.8,1.2
1995/1/1,3.3,9.0,-0.3
1995/1/2,3.0,7.9,-1.2
1995/1/3,3.3,9.0,-1.9
1995/1/4,5.4,8.5,2.1
1995/1/5,7.1,13.1,1.2
1995/1/6,2.0,7.1,-0.2
1995/1/7,4.5,12.7,-2.2
1995/1/8,7.1,13.2,3.3
1995/1/9,6.8,12.3,1.6
1995/1/10,4.9,9.4,0.9
1995/1/11,3.4,9.3,-1.0
1995/1/12,3.9,9.8,-0.7
1995/1/13,3.1,9.7,-0.6
1995/1/14,0.2,4.7,-2.8
1995/1/15,0.2,5.0,-3.3
1995/1/16,0.9,6.1,-2.3
1995/1/17,0.6,6.8,-4.3
1995/1/18,1.9,8.0,-4.2
1995/1/19,2.1,5.1,-2.0
1995/1/20,2.9,10.6,-3.4
1995/1/21,4.2,10.8,-0.5
1995/1/22,3.5,5.4,1.5
1995/1/23,8.6,15.0,3.4
1995/1/24,5.2,11.5,1.7
1995/1/25,2.8,7.5,-0.5
1995/1/26,3.8,11.0,-2.9
1995/1/27,2.8,7.3,-0.5
1995/1/28,3.2,9.1,-3.0
1995/1/29,4.4,11.1,-0.3
1995/1/30,1.0,4.8,-2.7
1995/1/31,0.5,6.7,-5.2
1995/2/1,1.9,6.9,-2.6
1995/2/2,3.1,8.6,-1.9
1995/2/3,2.7,8.7,-2.2
1995/2/4,2.5,8.2,-2.7
1995/2/5,1.6,3.6,0.0
1995/2/6,2.9,9.7,-1.6
1995/2/7,2.4,8.3,-1.9
1995/2/8,5.5,13.9,-2.2
1995/2/9,6.2,11.1,2.4
1995/2/10,2.6,6.6,-0.5
1995/2/11,3.3,10.0,-3.0
1995/2/12,5.8,11.3,0.1
1995/2/13,8.2,15.4,2.6
1995/2/14,6.5,12.1,3.2
1995/2/15,4.9,8.7,1.4
1995/2/16,4.5,10.6,1.6
1995/2/17,2.7,8.8,-1.7
1995/2/18,3.4,8.6,-1.1
1995/2/19,4.7,10.5,-1.2
1995/2/20,4.5,9.7,0.6
1995/2/21,3.1,9.8,-2.0
1995/2/22,3.6,8.9,-1.0
1995/2/23,4.6,10.5,-1.8
1995/2/24,5.3,10.4,1.1
1995/2/25,5.2,9.3,1.3
1995/2/26,3.4,5.6,1.1
1995/2/27,5.3,12.7,0.1
1995/2/28,5.7,10.6,1.2
1995/3/1,5.7,12.3,1.0
1995/3/2,4.6,8.5,2.6
1995/3/3,4.8,9.4,0.6
1995/3/4,3.2,6.8,0.8
1995/3/5,3.6,9.3,-0.9
1995/3/6,4.7,11.1,-1.1
1995/3/7,5.9,13.4,-0.1
1995/3/8,7.1,16.4,1.5
1995/3/9,6.7,12.6,1.6
1995/3/10,2.6,5.9,0.6
1995/3/11,8.1,12.5,3.8
1995/3/12,6.0,12.4,1.2
1995/3/13,6.7,12.8,3.0
1995/3/14,8.3,13.9,3.2
1995/3/15,8.6,12.5,4.5
1995/3/16,7.6,9.6,6.7
1995/3/17,10.2,14.1,7.2
1995/3/18,5.1,10.4,3.1
1995/3/19,5.8,12.1,0.6
1995/3/20,7.8,14.2,0.7
1995/3/21,9.5,16.3,2.9
1995/3/22,12.3,19.2,4.9
1995/3/23,10.6,13.2,8.3
1995/3/24,10.1,12.9,8.3
1995/3/25,5.4,9.1,0.5
1995/3/26,2.7,4.5,0.4
1995/3/27,6.4,11.0,3.0
1995/3/28,6.8,11.5,3.2
1995/3/29,6.5,10.5,1.2
1995/3/30,7.2,9.7,6.0
1995/3/31,13.5,18.3,8.9
