ダウンロードした時刻：2019/10/10 15:44:29

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,11.9,16.3,6.5
1994/12/2,14.6,19.2,11.1
1994/12/3,9.2,12.4,6.9
1994/12/4,7.8,10.6,5.8
1994/12/5,8.1,10.0,6.1
1994/12/6,8.5,10.6,5.6
1994/12/7,10.9,14.4,6.7
1994/12/8,9.3,13.0,5.6
1994/12/9,10.9,14.8,7.1
1994/12/10,7.7,10.4,4.0
1994/12/11,8.1,10.1,4.4
1994/12/12,12.0,16.0,9.1
1994/12/13,9.4,11.8,7.8
1994/12/14,7.8,10.6,5.1
1994/12/15,6.8,8.7,3.5
1994/12/16,1.3,5.6,-1.0
1994/12/17,3.2,7.3,-1.1
1994/12/18,3.7,6.9,0.5
1994/12/19,1.7,3.7,0.3
1994/12/20,4.1,7.6,0.4
1994/12/21,5.8,7.5,2.5
1994/12/22,6.0,11.1,1.1
1994/12/23,8.8,14.9,2.3
1994/12/24,11.4,15.3,4.6
1994/12/25,8.3,13.7,3.5
1994/12/26,6.5,9.2,2.3
1994/12/27,10.9,14.2,7.6
1994/12/28,7.2,10.6,4.1
1994/12/29,3.4,4.8,1.5
1994/12/30,5.3,9.2,1.5
1994/12/31,4.6,7.3,2.2
1995/1/1,2.8,6.4,0.5
1995/1/2,3.2,5.7,0.7
1995/1/3,5.7,12.2,-0.2
1995/1/4,8.1,9.4,7.1
1995/1/5,5.2,8.4,1.6
1995/1/6,1.1,4.0,0.3
1995/1/7,4.5,7.0,2.4
1995/1/8,4.6,8.7,0.8
1995/1/9,9.3,15.2,1.5
1995/1/10,3.7,7.0,0.8
1995/1/11,2.7,5.5,0.7
1995/1/12,2.8,5.7,0.7
1995/1/13,1.5,4.2,-0.8
1995/1/14,-0.4,1.6,-1.8
1995/1/15,0.7,2.5,-1.0
1995/1/16,0.6,3.3,-0.9
1995/1/17,0.6,4.3,-2.7
1995/1/18,3.5,6.7,0.5
1995/1/19,1.1,4.3,-0.5
1995/1/20,2.8,6.0,-1.0
1995/1/21,4.9,8.8,0.0
1995/1/22,4.9,6.2,3.3
1995/1/23,6.0,7.9,4.1
1995/1/24,4.5,7.4,1.6
1995/1/25,2.9,5.5,1.0
1995/1/26,3.2,6.2,1.1
1995/1/27,1.8,3.9,-0.4
1995/1/28,2.6,5.1,0.8
1995/1/29,1.6,2.9,0.6
1995/1/30,0.1,3.1,-1.7
1995/1/31,1.4,3.3,-1.0
1995/2/1,1.2,2.8,0.2
1995/2/2,2.1,4.6,0.1
1995/2/3,1.7,4.0,-0.3
1995/2/4,1.6,4.8,-1.9
1995/2/5,2.3,6.8,-0.9
1995/2/6,2.4,5.0,0.5
1995/2/7,3.9,6.3,0.4
1995/2/8,6.9,9.8,3.5
1995/2/9,6.0,10.2,2.8
1995/2/10,1.8,4.1,0.0
1995/2/11,3.5,7.3,-0.6
1995/2/12,5.8,12.1,-0.8
1995/2/13,6.2,9.3,4.4
1995/2/14,4.6,7.6,2.6
1995/2/15,4.4,7.3,1.5
1995/2/16,3.8,6.3,1.0
1995/2/17,2.8,6.0,0.0
1995/2/18,3.0,5.7,0.7
1995/2/19,4.1,8.5,-0.6
1995/2/20,4.1,6.7,2.5
1995/2/21,2.7,5.9,0.7
1995/2/22,2.9,4.8,0.9
1995/2/23,4.6,8.5,-0.4
1995/2/24,5.0,7.2,3.0
1995/2/25,4.4,7.6,0.7
1995/2/26,5.6,11.4,2.7
1995/2/27,5.4,8.2,2.3
1995/2/28,5.0,10.1,-0.1
1995/3/1,5.6,8.9,2.7
1995/3/2,3.3,6.0,1.1
1995/3/3,3.6,7.7,-1.3
1995/3/4,3.8,6.7,0.6
1995/3/5,2.9,7.0,0.2
1995/3/6,5.2,9.1,1.9
1995/3/7,6.9,12.2,1.4
1995/3/8,7.2,11.7,4.2
1995/3/9,7.3,11.0,3.3
1995/3/10,8.0,9.9,6.2
1995/3/11,5.8,8.3,2.0
1995/3/12,7.6,11.5,5.3
1995/3/13,6.3,8.9,4.6
1995/3/14,6.3,9.0,3.5
1995/3/15,7.9,13.4,2.0
1995/3/16,10.2,14.3,5.6
1995/3/17,10.4,15.5,5.4
1995/3/18,4.9,7.5,3.4
1995/3/19,4.2,8.4,2.2
1995/3/20,9.0,13.8,2.2
1995/3/21,12.8,17.3,6.1
1995/3/22,9.0,14.5,6.7
1995/3/23,9.2,14.2,6.7
1995/3/24,9.6,13.5,7.9
1995/3/25,5.0,7.9,3.9
1995/3/26,5.2,8.8,2.8
1995/3/27,8.3,12.5,2.6
1995/3/28,5.9,9.1,2.6
1995/3/29,10.1,17.1,2.8
1995/3/30,10.7,12.1,9.7
1995/3/31,10.2,12.2,8.1
