ダウンロードした時刻：2017/07/24 15:39:47

,高山,高山,高山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,-1.7,3.7,-5.1
1984/1/2,0.4,5.2,-3.5
1984/1/3,-0.5,2.0,-2.5
1984/1/4,-1.7,1.1,-5.4
1984/1/5,-4.6,-1.5,-8.0
1984/1/6,-5.0,0.8,-11.1
1984/1/7,-4.9,1.5,-10.7
1984/1/8,-6.0,1.4,-11.0
1984/1/9,-4.0,2.0,-11.7
1984/1/10,-0.2,3.7,-3.6
1984/1/11,-2.7,0.4,-5.5
1984/1/12,-4.4,0.5,-9.0
1984/1/13,-2.2,3.1,-5.4
1984/1/14,-0.7,4.1,-5.0
1984/1/15,-1.1,2.7,-6.5
1984/1/16,-4.4,-0.5,-6.6
1984/1/17,-5.3,-2.1,-6.9
1984/1/18,-4.4,0.3,-9.0
1984/1/19,-3.9,-1.3,-5.2
1984/1/20,-6.3,-0.7,-11.7
1984/1/21,-5.6,1.2,-13.6
1984/1/22,-1.0,2.2,-3.0
1984/1/23,-2.6,0.9,-5.4
1984/1/24,-3.8,0.9,-8.7
1984/1/25,-4.7,-0.9,-9.0
1984/1/26,-5.0,-3.0,-7.3
1984/1/27,-4.4,0.3,-7.2
1984/1/28,-4.5,-0.6,-8.6
1984/1/29,-6.1,-2.0,-12.8
1984/1/30,-6.2,0.2,-12.4
1984/1/31,-4.6,-2.5,-7.7
1984/2/1,-4.5,3.0,-11.2
1984/2/2,-2.7,3.4,-9.9
1984/2/3,-6.6,-3.4,-8.7
1984/2/4,-8.2,-3.2,-11.7
1984/2/5,-6.7,-1.4,-14.5
1984/2/6,-5.4,-2.2,-8.0
1984/2/7,-8.1,-5.6,-9.8
1984/2/8,-7.0,-4.2,-9.4
1984/2/9,-5.7,-3.0,-8.3
1984/2/10,-5.4,-1.9,-8.0
1984/2/11,-6.6,0.7,-12.9
1984/2/12,-6.2,2.7,-16.4
1984/2/13,-1.1,4.1,-5.2
1984/2/14,-2.4,3.0,-6.1
1984/2/15,-3.8,-0.3,-9.0
1984/2/16,-5.3,-0.8,-9.1
1984/2/17,-4.8,-1.7,-9.2
1984/2/18,-4.2,-0.3,-8.8
1984/2/19,-4.8,-0.5,-9.7
1984/2/20,-5.5,3.8,-15.1
1984/2/21,-2.9,5.2,-9.5
1984/2/22,-2.4,4.0,-10.5
1984/2/23,1.5,4.0,-0.6
1984/2/24,0.1,2.6,-1.5
1984/2/25,-0.2,4.8,-3.7
1984/2/26,0.2,1.9,-1.8
1984/2/27,-3.0,-0.5,-5.6
1984/2/28,-5.0,-3.1,-7.0
1984/2/29,-5.5,-1.2,-8.3
1984/3/1,-5.3,0.2,-9.9
1984/3/2,-4.3,2.2,-13.0
1984/3/3,-3.4,2.0,-9.6
1984/3/4,-2.3,1.8,-7.2
1984/3/5,-3.9,1.2,-8.2
1984/3/6,-3.3,1.8,-7.1
1984/3/7,-3.9,2.0,-8.9
1984/3/8,-3.8,2.1,-8.2
1984/3/9,-1.5,3.7,-5.7
1984/3/10,-1.9,1.9,-5.2
1984/3/11,-3.8,0.5,-8.4
1984/3/12,-5.3,-0.2,-12.9
1984/3/13,-3.5,0.9,-8.3
1984/3/14,-2.7,2.0,-6.1
1984/3/15,-0.8,7.1,-11.0
1984/3/16,2.2,5.8,0.4
1984/3/17,0.7,4.5,-1.8
1984/3/18,-1.6,2.1,-5.4
1984/3/19,-1.7,-0.2,-5.0
1984/3/20,-0.5,3.4,-5.8
1984/3/21,-2.4,2.5,-6.4
1984/3/22,-3.7,0.2,-8.1
1984/3/23,-3.6,3.7,-12.6
1984/3/24,-0.4,4.2,-5.3
1984/3/25,1.3,7.0,-3.6
1984/3/26,-0.6,4.4,-5.6
1984/3/27,0.6,9.0,-7.9
1984/3/28,0.8,6.0,-4.6
1984/3/29,2.1,10.2,-7.3
1984/3/30,5.1,13.3,-2.5
1984/3/31,4.1,9.3,1.6
1984/4/1,3.3,10.4,0.9
1984/4/2,2.8,8.9,-1.0
1984/4/3,4.2,8.3,-0.2
1984/4/4,7.7,15.8,2.2
1984/4/5,5.8,9.0,3.7
1984/4/6,4.6,11.1,0.0
1984/4/7,1.9,9.1,-2.4
1984/4/8,0.4,7.4,-5.0
1984/4/9,4.3,11.7,-4.8
1984/4/10,5.6,9.8,2.9
1984/4/11,6.3,13.7,1.4
1984/4/12,5.1,10.6,0.5
1984/4/13,5.1,14.6,-1.1
1984/4/14,5.4,15.2,-2.8
1984/4/15,6.8,13.1,0.2
1984/4/16,5.8,7.8,3.7
1984/4/17,11.5,20.0,5.0
1984/4/18,13.3,21.7,5.7
1984/4/19,11.1,14.1,7.2
1984/4/20,9.6,14.0,6.6
1984/4/21,10.8,17.3,5.8
1984/4/22,10.0,15.6,6.9
1984/4/23,7.7,14.6,1.4
1984/4/24,9.1,19.7,-1.5
1984/4/25,11.2,20.1,2.3
1984/4/26,13.0,22.6,4.2
1984/4/27,12.6,21.4,4.0
1984/4/28,13.8,23.5,4.0
1984/4/29,14.2,21.6,7.1
1984/4/30,12.6,18.0,8.9
1984/5/1,10.7,13.9,8.8
