ダウンロードした時刻：2019/10/10 16:03:33

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,5.4,8.5,3.6
1995/12/2,6.9,8.8,5.6
1995/12/3,7.9,10.1,6.3
1995/12/4,7.2,10.3,3.9
1995/12/5,4.6,6.5,2.3
1995/12/6,3.5,8.0,1.8
1995/12/7,3.8,8.6,1.7
1995/12/8,3.8,5.1,2.4
1995/12/9,5.0,10.2,1.6
1995/12/10,4.7,13.3,-1.5
1995/12/11,7.0,13.9,1.2
1995/12/12,7.8,12.8,5.0
1995/12/13,5.9,11.7,1.3
1995/12/14,7.1,13.8,1.4
1995/12/15,8.7,10.5,5.5
1995/12/16,5.7,9.4,3.8
1995/12/17,5.8,10.4,3.3
1995/12/18,5.7,9.1,3.1
1995/12/19,5.5,9.8,3.6
1995/12/20,5.8,11.4,1.5
1995/12/21,6.1,10.7,3.8
1995/12/22,5.6,9.2,1.4
1995/12/23,7.3,11.3,2.7
1995/12/24,5.1,10.3,0.3
1995/12/25,0.8,2.2,-0.2
1995/12/26,1.3,3.7,-0.2
1995/12/27,2.6,5.4,0.0
1995/12/28,3.4,8.5,-2.4
1995/12/29,4.4,7.9,1.9
1995/12/30,2.1,3.7,-0.6
1995/12/31,4.1,7.5,-1.2
1996/1/1,5.6,8.6,3.5
1996/1/2,4.3,11.6,-0.3
1996/1/3,5.1,11.1,1.3
1996/1/4,3.0,6.2,1.0
1996/1/5,4.7,11.3,-0.8
1996/1/6,5.1,8.6,2.0
1996/1/7,6.4,13.1,0.8
1996/1/8,5.1,13.5,-0.7
1996/1/9,0.4,3.1,-1.9
1996/1/10,3.6,6.4,1.3
1996/1/11,4.6,8.8,1.4
1996/1/12,4.6,10.1,0.6
1996/1/13,4.4,10.3,-1.0
1996/1/14,8.8,15.5,1.0
1996/1/15,10.0,11.5,8.5
1996/1/16,6.9,9.2,4.1
1996/1/17,4.8,8.9,2.9
1996/1/18,3.9,6.9,2.2
1996/1/19,3.8,9.9,-0.7
1996/1/20,5.7,9.5,4.0
1996/1/21,5.4,11.1,0.8
1996/1/22,3.6,8.6,-0.1
1996/1/23,4.6,8.5,2.3
1996/1/24,3.3,6.5,0.0
1996/1/25,2.7,5.3,-0.2
1996/1/26,1.4,4.2,0.0
1996/1/27,2.6,8.3,-2.0
1996/1/28,3.9,7.7,-0.5
1996/1/29,4.8,8.6,1.9
1996/1/30,2.5,5.7,0.1
1996/1/31,1.6,4.0,-0.9
1996/2/1,-0.1,2.7,-1.9
1996/2/2,-1.6,0.6,-3.8
1996/2/3,1.0,5.0,-2.1
1996/2/4,2.2,7.0,-0.9
1996/2/5,2.2,5.7,0.0
1996/2/6,0.5,4.0,-1.4
1996/2/7,1.2,4.7,-2.2
1996/2/8,1.8,4.3,-2.5
1996/2/9,1.8,4.2,-1.5
1996/2/10,0.1,2.1,-1.2
1996/2/11,3.1,9.0,-3.4
1996/2/12,9.4,15.2,3.0
1996/2/13,11.5,17.8,7.4
1996/2/14,12.6,18.2,7.3
1996/2/15,7.8,11.8,4.8
1996/2/16,3.5,6.3,1.8
1996/2/17,3.0,7.2,0.2
1996/2/18,1.4,3.2,-1.0
1996/2/19,0.7,4.3,-2.2
1996/2/20,2.4,7.4,0.0
1996/2/21,0.3,3.5,-1.1
1996/2/22,2.0,5.7,-1.7
1996/2/23,4.4,8.1,1.3
1996/2/24,3.4,5.6,1.1
1996/2/25,1.3,5.6,-2.0
1996/2/26,4.2,8.3,1.1
1996/2/27,4.9,8.5,1.6
1996/2/28,6.4,11.4,1.9
1996/2/29,5.6,12.4,-1.3
1996/3/1,5.3,8.5,2.3
1996/3/2,4.8,9.1,1.0
1996/3/3,4.4,10.1,0.3
1996/3/4,4.7,11.8,-1.0
1996/3/5,3.4,7.7,1.1
1996/3/6,4.0,11.3,-1.8
1996/3/7,5.6,12.0,-0.1
1996/3/8,8.1,12.1,4.8
1996/3/9,4.9,8.6,1.6
1996/3/10,3.9,9.2,0.8
1996/3/11,4.1,10.6,0.8
1996/3/12,3.7,7.6,0.9
1996/3/13,5.8,14.3,-1.8
1996/3/14,9.2,15.9,2.4
1996/3/15,6.8,9.2,4.4
1996/3/16,6.8,12.8,0.1
1996/3/17,11.1,17.1,7.8
1996/3/18,6.6,10.1,0.9
1996/3/19,5.1,9.1,0.7
1996/3/20,6.3,11.8,0.6
1996/3/21,10.5,16.7,3.1
1996/3/22,9.2,12.2,7.2
1996/3/23,5.8,9.2,3.7
1996/3/24,6.3,11.4,2.6
1996/3/25,7.5,10.6,3.6
1996/3/26,7.6,14.2,2.3
1996/3/27,8.9,16.3,4.4
1996/3/28,8.3,13.0,3.4
1996/3/29,10.2,14.0,7.2
1996/3/30,16.5,24.3,12.2
1996/3/31,11.3,13.9,9.5
